time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = 8.7 V 	Vb = 9 V 	Vb = 9.2 V 	Vb = 9.5 V 
7.03E-4	1284759.80100454	1195912.39527314	1140561.64453667	1062702.04776097
7.04E-4	1284549.50261426	1195710.14992132	1140364.31239707	1062511.46234571
7.05E-4	1284339.52194194	1195508.20972103	1140167.27767337	1062321.16368487
7.06E-4	1284129.85805721	1195306.57377889	1139970.53949518	1062131.15093989
7.07E-4	1283920.51003377	1195105.24120537	1139774.09699587	1061941.4232759
7.08E-4	1283711.4769493	1194904.21111481	1139577.9493126	1061751.97986162
7.09E-4	1283502.75788549	1194703.4826254	1139382.09558624	1061562.81986937
7.1E-4	1283294.35192799	1194503.05485911	1139186.53496136	1061373.94247503
7.11E-4	1283086.25816641	1194302.92694172	1138991.26658625	1061185.34685807
7.12E-4	1282878.47569425	1194103.09800276	1138796.28961286	1060997.03220146
7.13E-4	1282671.00360895	1193903.56717553	1138601.60319678	1060808.9976917
7.14E-4	1282463.84101179	1193704.33359703	1138407.20649723	1060621.24251878
7.15E-4	1282256.98700794	1193505.39640799	1138213.09867705	1060433.76587617
7.16E-4	1282050.44070638	1193306.75475279	1138019.27890265	1060246.56696079
7.17E-4	1281844.20121991	1193108.40777949	1137825.74634403	1060059.64497299
7.18E-4	1281638.26766512	1192910.3546398	1137632.50017471	1059872.99911653
7.19E-4	1281432.63916237	1192712.59448904	1137439.53957175	1059686.6285986
7.2E-4	1281227.31483578	1192515.12648611	1137246.86371572	1059500.53262973
7.21E-4	1281022.29381317	1192317.94979354	1137054.47179068	1059314.71042381
7.22E-4	1280817.57522608	1192121.06357736	1136862.36298413	1059129.1611981
7.23E-4	1280613.15820974	1191924.46700718	1136670.53648705	1058943.88417314
7.24E-4	1280409.04190305	1191728.15925612	1136478.99149383	1058758.8785728
7.25E-4	1280205.22544852	1191532.13950079	1136287.72720228	1058574.14362422
7.26E-4	1280001.70799233	1191336.40692129	1136096.74281359	1058389.67855781
7.27E-4	1279798.48868422	1191140.96070117	1135906.03753232	1058205.48260722
7.28E-4	1279595.56667754	1190945.80002744	1135715.6105664	1058021.55500934
7.29E-4	1279392.94112919	1190750.9240905	1135525.46112706	1057837.89500425
7.3E-4	1279190.61119963	1190556.33208419	1135335.58842889	1057654.50183525
7.31E-4	1278988.57605281	1190362.02320571	1135145.99168973	1057471.37474878
7.32E-4	1278786.83485623	1190167.99665563	1134956.67013073	1057288.51299448
7.33E-4	1278585.38678083	1189974.25163788	1134767.62297629	1057105.91582508
7.34E-4	1278384.23100104	1189780.78735968	1134578.84945405	1056923.58249646
7.35E-4	1278183.36669473	1189587.60303161	1134390.34879487	1056741.51226761
7.36E-4	1277982.79304319	1189394.69786751	1134202.12023282	1056559.7044006
7.37E-4	1277782.50923113	1189202.07108449	1134014.16300517	1056378.15816056
7.38E-4	1277582.51444665	1189009.72190294	1133826.47635234	1056196.87281569
7.39E-4	1277382.8078812	1188817.64954645	1133639.05951791	1056015.84763721
7.4E-4	1277183.3887296	1188625.85324187	1133451.91174861	1055835.08189937
7.41E-4	1276984.25619	1188434.33221922	1133265.03229427	1055654.57487943
7.42E-4	1276785.40946386	1188243.08571173	1133078.42040783	1055474.32585762
7.43E-4	1276586.84775595	1188052.11295576	1132892.07534531	1055294.33411715
7.44E-4	1276388.5702743	1187861.41319086	1132705.9963658	1055114.59894419
7.45E-4	1276190.57623022	1187670.98565969	1132520.18273146	1054935.11962783
7.46E-4	1275992.86483824	1187480.82960803	1132334.63370744	1054755.89546011
7.47E-4	1275795.43531615	1187290.94428475	1132149.34856195	1054576.92573595
7.48E-4	1275598.28688491	1187101.3289418	1131964.32656619	1054398.20975317
7.49E-4	1275401.41876869	1186911.98283422	1131779.56699433	1054219.74681246
7.5E-4	1275204.83019485	1186722.90522008	1131595.06912352	1054041.53621739
7.51E-4	1275008.52039387	1186534.09536046	1131410.83223387	1053863.57727435
7.52E-4	1274812.48859939	1186345.5525195	1131226.85560841	1053685.86929256
7.53E-4	1274616.73404817	1186157.2759643	1131043.1385331	1053508.41158406
7.54E-4	1274421.25598009	1185969.26496496	1130859.68029682	1053331.2034637
7.55E-4	1274226.05363808	1185781.51879454	1130676.48019131	1053154.24424908
7.56E-4	1274031.12626818	1185594.03672906	1130493.5375112	1052977.53326061
7.57E-4	1273836.47311947	1185406.81804746	1130310.85155398	1052801.06982141
7.58E-4	1273642.09344406	1185219.86203161	1130128.42161998	1052624.85325736
7.59E-4	1273447.98649711	1185033.16796628	1129946.24701236	1052448.88289708
7.6E-4	1273254.15153675	1184846.73513913	1129764.32703709	1052273.15807186
7.61E-4	1273060.58782414	1184660.56284068	1129582.66100293	1052097.67811572
7.62E-4	1272867.29462338	1184474.65036432	1129401.24822145	1051922.44236533
7.63E-4	1272674.27120155	1184288.99700629	1129220.08800695	1051747.45016005
7.64E-4	1272481.51682866	1184103.60206562	1129039.17967652	1051572.70084189
7.65E-4	1272289.03077766	1183918.46484419	1128858.52254996	1051398.19375547
7.66E-4	1272096.8123244	1183733.58464666	1128678.1159498	1051223.92824806
7.67E-4	1271904.86074763	1183548.96078047	1128497.95920131	1051049.90366954
7.68E-4	1271713.175329	1183364.59255583	1128318.0516324	1050876.11937237
7.69E-4	1271521.75535299	1183180.4792857	1128138.39257371	1050702.57471161
7.7E-4	1271330.60010695	1182996.62028579	1127958.98135852	1050529.26904487
7.71E-4	1271139.70888107	1182813.0148745	1127779.81732277	1050356.20173232
7.72E-4	1270949.08096836	1182629.66237299	1127600.89980505	1050183.37213668
7.73E-4	1270758.71566463	1182446.56210507	1127422.22814655	1050010.77962319
7.74E-4	1270568.61226847	1182263.71339724	1127243.80169109	1049838.4235596
7.75E-4	1270378.77008127	1182081.11557869	1127065.61978509	1049666.30331618
7.76E-4	1270189.18840716	1181898.76798123	1126887.68177754	1049494.41826568
7.77E-4	1269999.86655305	1181716.66993934	1126709.98702	1049322.7677833
7.78E-4	1269810.80382853	1181534.82079009	1126532.53486661	1049151.35124674
7.79E-4	1269621.99954597	1181353.21987319	1126355.32467402	1048980.16803614
7.8E-4	1269433.45302039	1181171.86653093	1126178.35580143	1048809.21753405
7.81E-4	1269245.16356954	1180990.7601082	1126001.62761057	1048638.49912548
7.82E-4	1269057.13051382	1180809.89995245	1125825.13946564	1048468.01219783
7.83E-4	1268869.35317631	1180629.28541368	1125648.89073335	1048297.75614091
7.84E-4	1268681.83088274	1180448.91584444	1125472.88078289	1048127.7303469
7.85E-4	1268494.56296145	1180268.79059982	1125297.10898591	1047957.93421038
7.86E-4	1268307.54874343	1180088.90903742	1125121.57471652	1047788.36712826
7.87E-4	1268120.78756227	1179909.27051734	1124946.27735125	1047619.02849983
7.88E-4	1267934.27875415	1179729.87440217	1124771.21626909	1047449.91772669
7.89E-4	1267748.02165783	1179550.720057	1124596.3908514	1047281.0342128
7.9E-4	1267562.01561464	1179371.80684935	1124421.80048199	1047112.37736439
7.91E-4	1267376.25996846	1179193.13414922	1124247.44454703	1046943.94659003
7.92E-4	1267190.75406572	1179014.70132906	1124073.32243506	1046775.74130056
7.93E-4	1267005.49725538	1178836.50776371	1123899.43353702	1046607.76090909
7.94E-4	1266820.48888891	1178658.55283046	1123725.77724617	1046440.00483103
7.95E-4	1266635.72832027	1178480.83590898	1123552.35295813	1046272.47248401
7.96E-4	1266451.21490593	1178303.35638135	1123379.16007084	1046105.16328791
7.97E-4	1266266.94800484	1178126.11363202	1123206.19798456	1045938.07666486
7.98E-4	1266082.92697839	1177949.10704781	1123033.46610185	1045771.21203919
7.99E-4	1265899.15119043	1177772.33601788	1122860.96382758	1045604.56883745
8E-4	1265715.62000727	1177595.79993376	1122688.69056888	1045438.14648839
8.01E-4	1265532.33279763	1177419.49818928	1122516.64573517	1045271.94442293
8.02E-4	1265349.28893265	1177243.43018061	1122344.82873811	1045105.96207419
8.03E-4	1265166.48778585	1177067.59530622	1122173.23899163	1044940.19887743
8.04E-4	1264983.92873318	1176891.99296689	1122001.87591188	1044774.65427008
8.05E-4	1264801.61115295	1176716.62256565	1121830.73891724	1044609.32769171
8.06E-4	1264619.53442581	1176541.48350783	1121659.8274283	1044444.21858402
8.07E-4	1264437.69793482	1176366.57520102	1121489.14086785	1044279.32639083
8.08E-4	1264256.10106533	1176191.89705504	1121318.67866088	1044114.65055806
8.09E-4	1264074.74320504	1176017.44848197	1121148.44023456	1043950.19053376
8.1E-4	1263893.62374399	1175843.22889611	1120978.42501823	1043785.94576804
8.11E-4	1263712.74207449	1175669.23771397	1120808.63244336	1043621.91571311
8.12E-4	1263532.09759118	1175495.47435427	1120639.06194362	1043458.09982322
8.13E-4	1263351.68969095	1175321.93823792	1120469.71295477	1043294.49755471
8.14E-4	1263171.517773	1175148.62878802	1120300.58491473	1043131.10836595
8.15E-4	1262991.58123876	1174975.54542983	1120131.6772635	1042967.93171735
8.16E-4	1262811.87949193	1174802.68759078	1119962.98944322	1042804.96707135
8.17E-4	1262632.41193844	1174630.05470045	1119794.52089811	1042642.2138924
8.18E-4	1262453.17798644	1174457.64619056	1119626.27107447	1042479.67164698
8.19E-4	1262274.17704633	1174285.46149494	1119458.23942068	1042317.33980353
8.2E-4	1262095.40853068	1174113.50004957	1119290.42538717	1042155.21783251
8.21E-4	1261916.87185426	1173941.76129252	1119122.82842646	1041993.30520634
8.22E-4	1261738.56643405	1173770.24466396	1118955.44799306	1041831.60139942
8.23E-4	1261560.49168917	1173598.94960614	1118788.28354355	1041670.1058881
8.24E-4	1261382.64704093	1173427.87556339	1118621.33453653	1041508.81815067
8.25E-4	1261205.03191278	1173257.02198212	1118454.60043261	1041347.73766739
8.26E-4	1261027.6457303	1173086.38831078	1118288.08069438	1041186.8639204
8.27E-4	1260850.48792121	1172915.97399988	1118121.77478646	1041026.19639381
8.28E-4	1260673.55791537	1172745.77850194	1117955.68217543	1040865.73457361
8.29E-4	1260496.85514472	1172575.80127154	1117789.80232986	1040705.47794769
8.3E-4	1260320.37904332	1172406.04176526	1117624.13472026	1040545.42600586
8.31E-4	1260144.1290473	1172236.49944167	1117458.67881911	1040385.57823977
8.32E-4	1259968.10459489	1172067.17376137	1117293.43410083	1040225.93414299
8.33E-4	1259792.30512638	1171898.06418693	1117128.4000418	1040066.49321091
8.34E-4	1259616.73008411	1171729.17018288	1116963.57612028	1039907.25494081
8.35E-4	1259441.37891248	1171560.49121575	1116798.96181648	1039748.21883179
8.36E-4	1259266.25105793	1171392.02675401	1116634.55661252	1039589.3843848
8.37E-4	1259091.34596892	1171223.77626807	1116470.35999238	1039430.75110261
8.38E-4	1258916.66309594	1171055.7392303	1116306.37144198	1039272.31848983
8.39E-4	1258742.20189147	1170887.91511498	1116142.59044908	1039114.08605286
8.4E-4	1258567.96181002	1170720.30339833	1115979.01650333	1038956.0532999
8.41E-4	1258393.94230806	1170552.90355845	1115815.64909623	1038798.21974095
8.42E-4	1258220.14284406	1170385.71507538	1115652.48772115	1038640.58488781
8.43E-4	1258046.56287845	1170218.73743102	1115489.53187328	1038483.14825401
8.44E-4	1257873.20187363	1170051.97010918	1115326.78104967	1038325.9093549
8.45E-4	1257700.05929394	1169885.41259551	1115164.23474917	1038168.86770756
8.46E-4	1257527.13460567	1169719.06437757	1115001.89247246	1038012.02283082
8.47E-4	1257354.42727704	1169552.92494474	1114839.75372203	1037855.37424526
8.48E-4	1257181.9367782	1169386.99378825	1114677.81800217	1037698.92147318
8.49E-4	1257009.66258121	1169221.2704012	1114516.08481895	1037542.66403863
8.5E-4	1256837.60416004	1169055.75427847	1114354.55368024	1037386.60146735
8.51E-4	1256665.76099055	1168890.44491682	1114193.22409567	1037230.7332868
8.52E-4	1256494.13255049	1168725.34181476	1114032.09557664	1037075.05902615
8.53E-4	1256322.71831948	1168560.44447266	1113871.16763631	1036919.57821624
8.54E-4	1256151.51777902	1168395.75239264	1113710.43978958	1036764.29038962
8.55E-4	1255980.53041248	1168231.26507864	1113549.91155309	1036609.19508049
8.56E-4	1255809.75570505	1168066.98203635	1113389.58244522	1036454.29182474
8.57E-4	1255639.1931438	1167902.90277325	1113229.45198608	1036299.5801599
8.58E-4	1255468.8422176	1167739.02679858	1113069.51969749	1036145.05962518
8.59E-4	1255298.70241718	1167575.35362332	1112909.78510295	1035990.72976141
8.6E-4	1255128.77323505	1167411.8827602	1112750.24772771	1035836.59011106
8.61E-4	1254959.05416555	1167248.61372369	1112590.90709866	1035682.64021824
8.62E-4	1254789.54470483	1167085.54602998	1112431.76274442	1035528.87962867
8.63E-4	1254620.2443508	1166922.679197	1112272.81419526	1035375.3078897
8.64E-4	1254451.15260318	1166760.01274436	1112114.06098311	1035221.92455027
8.65E-4	1254282.26896344	1166597.54619341	1111955.50264157	1035068.72916092
8.66E-4	1254113.59293485	1166435.27906716	1111797.13870591	1034915.72127379
8.67E-4	1253945.12402241	1166273.21089033	1111638.96871301	1034762.9004426
8.68E-4	1253776.86173287	1166111.34118932	1111480.99220141	1034610.26622264
8.69E-4	1253608.80557473	1165949.66949219	1111323.20871128	1034457.81817078
8.7E-4	1253440.95505824	1165788.19532867	1111165.61778438	1034305.55584544
8.71E-4	1253273.30969533	1165626.91823015	1111008.21896413	1034153.4788066
8.72E-4	1253105.86899969	1165465.83772967	1110851.01179553	1034001.58661579
8.73E-4	1252938.6324867	1165304.9533619	1110693.99582517	1033849.87883608
8.74E-4	1252771.59967344	1165144.26466315	1110537.17060125	1033698.35503206
8.75E-4	1252604.77007869	1164983.77117136	1110380.53567354	1033547.01476985
8.76E-4	1252438.14322292	1164823.47242608	1110224.09059341	1033395.85761711
8.77E-4	1252271.71862825	1164663.36796848	1110067.83491376	1033244.88314299
8.78E-4	1252105.49581851	1164503.45734132	1109911.76818909	1033094.09091814
8.79E-4	1251939.47431915	1164343.74008897	1109755.88997542	1032943.48051472
8.8E-4	1251773.65365732	1164184.21575739	1109600.19983036	1032793.05150638
8.81E-4	1251608.03336177	1164024.8838941	1109444.69731302	1032642.80346824
8.82E-4	1251442.61296293	1163865.74404821	1109289.38198406	1032492.73597692
8.83E-4	1251277.39199283	1163706.79577039	1109134.25340566	1032342.84861048
8.84E-4	1251112.36998514	1163548.03861288	1108979.31114154	1032193.14094848
8.85E-4	1250947.54647514	1163389.47212947	1108824.55475691	1032043.6125719
8.86E-4	1250782.92099973	1163231.09587548	1108669.98381848	1031894.2630632
8.87E-4	1250618.4930974	1163072.90940778	1108515.59789448	1031745.09200625
8.88E-4	1250454.26230823	1162914.91228477	1108361.39655462	1031596.0989864
8.89E-4	1250290.22817391	1162757.10406638	1108207.3793701	1031447.28359038
8.9E-4	1250126.3902377	1162599.48431404	1108053.54591358	1031298.64540639
8.91E-4	1249962.7480444	1162442.0525907	1107899.89575921	1031150.18402402
8.92E-4	1249799.30114043	1162284.80846082	1107746.42848261	1031001.89903427
8.93E-4	1249636.04907373	1162127.75149035	1107593.14366083	1030853.79002955
8.94E-4	1249472.9913938	1161970.88124672	1107440.04087239	1030705.85660368
8.95E-4	1249310.1276517	1161814.19729886	1107287.11969726	1030558.09835185
8.96E-4	1249147.4574	1161657.69921716	1107134.37971683	1030410.51487065
8.97E-4	1248984.98019283	1161501.3865735	1106981.82051393	1030263.10575804
8.98E-4	1248822.69558581	1161345.25894119	1106829.44167283	1030115.87061335
8.99E-4	1248660.60313611	1161189.31589504	1106677.24277918	1029968.80903728
9E-4	1248498.70240238	1161033.55701126	1106525.22342009	1029821.92063191
9.01E-4	1248336.9929448	1160877.98186754	1106373.38318403	1029675.20500064
9.02E-4	1248175.47432502	1160722.59004299	1106221.72166091	1029528.66174824
9.03E-4	1248014.1461062	1160567.38111816	1106070.238442	1029382.29048081
9.04E-4	1247853.00785296	1160412.35467501	1105918.93311998	1029236.09080579
9.05E-4	1247692.05913143	1160257.51029693	1105767.80528889	1029090.06233196
9.06E-4	1247531.29950918	1160102.84756871	1105616.85454416	1028944.20466941
9.07E-4	1247370.72855525	1159948.36607656	1105466.08048258	1028798.51742955
9.08E-4	1247210.34584013	1159794.06540806	1105315.48270231	1028653.0002251
9.09E-4	1247050.15093578	1159639.94515222	1105165.06080286	1028507.6526701
9.1E-4	1246890.14341559	1159486.00489939	1105014.81438508	1028362.47437988
9.11E-4	1246730.32285438	1159332.24424135	1104864.74305119	1028217.46497106
9.12E-4	1246570.68882841	1159178.66277121	1104714.84640473	1028072.62406155
9.13E-4	1246411.24091536	1159025.26008347	1104565.12405056	1027927.95127055
9.14E-4	1246251.97869433	1158872.03577399	1104415.57559489	1027783.44621853
9.15E-4	1246092.90174582	1158718.98943998	1104266.20064524	1027639.10852724
9.16E-4	1245934.00965176	1158566.12067999	1104116.99881044	1027494.93781969
9.17E-4	1245775.30199546	1158413.42909393	1103967.96970063	1027350.93372015
9.18E-4	1245616.77836161	1158260.91428304	1103819.11292727	1027207.09585415
9.19E-4	1245458.43833632	1158108.57584988	1103670.42810308	1027063.42384846
9.2E-4	1245300.28150706	1157956.41339836	1103521.91484211	1026919.9173311
9.21E-4	1245142.30746267	1157804.4265337	1103373.57275966	1026776.57593132
9.22E-4	1244984.51579336	1157652.61486241	1103225.40147235	1026633.39927962
9.23E-4	1244826.90609072	1157500.97799233	1103077.40059803	1026490.3870077
9.24E-4	1244669.47794767	1157349.51553262	1102929.56975585	1026347.53874852
9.25E-4	1244512.2309585	1157198.22709369	1102781.90856621	1026204.85413622
9.26E-4	1244355.16471883	1157047.11228727	1102634.41665077	1026062.33280617
9.27E-4	1244198.27882564	1156896.17072638	1102487.09363245	1025919.97439494
9.28E-4	1244041.57287721	1156745.40202531	1102339.93913539	1025777.77854029
9.29E-4	1243885.04647316	1156594.80579961	1102192.952785	1025635.74488121
9.3E-4	1243728.69921446	1156444.38166612	1102046.13420791	1025493.87305785
9.31E-4	1243572.53070335	1156294.12924293	1101899.48303198	1025352.16271154
9.32E-4	1243416.5405434	1156144.0481494	1101752.99888631	1025210.61348481
9.33E-4	1243260.72833948	1155994.13800613	1101606.6814012	1025069.22502135
9.34E-4	1243105.09369777	1155844.39843496	1101460.53020818	1024927.99696603
9.35E-4	1242949.63622572	1155694.82905898	1101314.54493996	1024786.92896489
9.36E-4	1242794.35553209	1155545.42950253	1101168.7252305	1024646.0206651
9.37E-4	1242639.25122691	1155396.19939114	1101023.0707149	1024505.27171501
9.38E-4	1242484.32292147	1155247.13835161	1100877.58102952	1024364.68176412
9.39E-4	1242329.57022836	1155098.24601194	1100732.25581184	1024224.25046306
9.4E-4	1242174.99276142	1154949.52200132	1100587.09470058	1024083.9774636
9.41E-4	1242020.59013574	1154800.96595019	1100442.0973356	1023943.86241866
9.42E-4	1241866.36196767	1154652.57749018	1100297.26335795	1023803.90498227
9.43E-4	1241712.30787482	1154504.35625409	1100152.59240984	1023664.10480961
9.44E-4	1241558.42747602	1154356.30187595	1100008.08413465	1023524.46155694
9.45E-4	1241404.72039136	1154208.41399097	1099863.7381769	1023384.97488168
9.46E-4	1241251.18624215	1154060.69223553	1099719.55418229	1023245.64444233
9.47E-4	1241097.82465093	1153913.1362472	1099575.53179764	1023106.4698985
9.48E-4	1240944.63524146	1153765.74566471	1099431.67067094	1022967.45091091
9.49E-4	1240791.61763871	1153618.52012797	1099287.97045128	1022828.58714138
9.5E-4	1240638.77146887	1153471.45927804	1099144.43078893	1022689.87825279
9.51E-4	1240486.09635935	1153324.56275717	1099001.05133524	1022551.32390914
9.52E-4	1240333.59193872	1153177.83020872	1098857.83174273	1022412.92377551
9.53E-4	1240181.25783678	1153031.26127721	1098714.77166499	1022274.67751803
9.54E-4	1240029.09368451	1152884.85560833	1098571.87075677	1022136.58480393
9.55E-4	1239877.09911408	1152738.61284888	1098429.12867389	1021998.6453015
9.56E-4	1239725.27375883	1152592.5326468	1098286.5450733	1021860.85868009
9.57E-4	1239573.61725329	1152446.61465117	1098144.11961303	1021723.2246101
9.58E-4	1239422.12923314	1152300.85851217	1098001.85195223	1021585.74276301
9.59E-4	1239270.80933524	1152155.26388111	1097859.74175112	1021448.41281133
9.6E-4	1239119.65719762	1152009.83041043	1097717.78867101	1021311.23442863
9.61E-4	1238968.67245943	1151864.55775366	1097575.99237428	1021174.2072895
9.62E-4	1238817.85476102	1151719.44556545	1097434.35252442	1021037.33106958
9.63E-4	1238667.20374384	1151574.49350153	1097292.86878595	1020900.60544555
9.64E-4	1238516.71905052	1151429.70121874	1097151.54082448	1020764.0300951
9.65E-4	1238366.40032478	1151285.06837501	1097010.36830669	1020627.60469696
9.66E-4	1238216.24721152	1151140.59462935	1096869.35090029	1020491.32893088
9.67E-4	1238066.25935674	1150996.27964186	1096728.48827408	1020355.2024776
9.68E-4	1237916.43640756	1150852.12307371	1096587.78009788	1020219.22501891
9.69E-4	1237766.77801224	1150708.12458715	1096447.22604257	1020083.39623756
9.7E-4	1237617.28382011	1150564.28384548	1096306.82578006	1019947.71581736
9.71E-4	1237467.95348166	1150420.6005131	1096166.5789833	1019812.18344306
9.72E-4	1237318.78664844	1150277.07425543	1096026.48532629	1019676.79880044
9.73E-4	1237169.78297313	1150133.70473896	1095886.54448403	1019541.56157625
9.74E-4	1237020.94210948	1149990.49163124	1095746.75613256	1019406.47145826
9.75E-4	1236872.26371234	1149847.43460085	1095607.11994893	1019271.52813518
9.76E-4	1236723.74743764	1149704.53331743	1095467.63561121	1019136.73129671
9.77E-4	1236575.39294241	1149561.78745164	1095328.30279848	1019002.08063355
9.78E-4	1236427.19988473	1149419.19667518	1095189.12119082	1018867.57583733
9.79E-4	1236279.16792376	1149276.76066077	1095050.09046933	1018733.21660066
9.8E-4	1236131.29671974	1149134.47908217	1094911.21031608	1018599.00261714
9.81E-4	1235983.58593395	1148992.35161416	1094772.48041417	1018464.93358127
9.82E-4	1235836.03522874	1148850.37793252	1094633.90044765	1018331.00918856
9.83E-4	1235688.64426752	1148708.55771404	1094495.47010159	1018197.22913544
9.84E-4	1235541.41271474	1148566.89063655	1094357.18906201	1018063.59311929
9.85E-4	1235394.3402359	1148425.37637885	1094219.05701594	1017930.10083842
9.86E-4	1235247.42649753	1148284.01462075	1094081.07365136	1017796.75199211
9.87E-4	1235100.67116722	1148142.80504306	1093943.23865723	1017663.54628054
9.88E-4	1234954.07391356	1148001.74732756	1093805.55172347	1017530.48340484
9.89E-4	1234807.63440619	1147860.84115706	1093668.01254096	1017397.56306707
9.9E-4	1234661.35231578	1147720.08621531	1093530.62080155	1017264.78497019
9.91E-4	1234515.22731399	1147579.48218706	1093393.37619802	1017132.14881809
9.92E-4	1234369.25907353	1147439.02875802	1093256.27842414	1016999.65431558
9.93E-4	1234223.4472681	1147298.7256149	1093119.32717458	1016867.30116839
9.94E-4	1234077.79157241	1147158.57244534	1092982.52214498	1016735.08908313
9.95E-4	1233932.29166218	1147018.56893798	1092845.86303191	1016603.01776734
9.96E-4	1233786.94721411	1146878.71478238	1092709.34953287	1016471.08692944
9.97E-4	1233641.75790593	1146739.00966908	1092572.9813463	1016339.29627875
9.98E-4	1233496.72341632	1146599.45328957	1092436.75817156	1016207.64552551
9.99E-4	1233351.84342497	1146460.04533629	1092300.67970894	1016076.13438081
0.001	1233207.11761255	1146320.7855026	1092164.74565964	1015944.76255665
