Pulse Number	Voltage (V)	Measurements (Ù)	Model (Ù)	VTEAM (Ù)
1000	-1.3	5111.971191	5117.37116857743	5114.97246325249
1001	-1.3	5100.061523	5116.07456119276	5113.32938952257
1002	-1.3	5089.807617	5114.79394275978	5111.7145885686
1003	-1.3	5093.549316	5113.52892755574	5110.12718757912
1004	-1.3	5090.143555	5112.27914364917	5108.56635203897
1005	-1.3	5091.803711	5111.0442322502	5107.03128356963
1006	-1.3	5092.877441	5109.82384709859	5105.52121791755
1007	-1.3	5086.679688	5108.61765388707	5104.03542307839
1008	-1.3	5083.880859	5107.4253297174	5102.57319754668
1009	-1.3	5083.891113	5106.24656258709	5101.13386868085
1010	-1.3	5081.853516	5105.08105090459	5099.71679117487
1011	-1.3	5084.67041	5103.92850303123	5098.32134562821
1012	-1.3	5080.717285	5102.78863684802	5096.94693720688
1013	-1.3	5073.750488	5101.66117934578	5095.59299438862
1014	-1.3	5070.250488	5100.54586623711	5094.25896778602
1015	-1.3	5072.571289	5099.44244158876	5092.944329042
1016	-1.3	5062.421387	5098.35065747324	5091.64856979239
1017	-1.3	5062.238281	5097.27027363834	5090.37120069071
1018	-1.3	5065.062988	5096.20105719354	5089.11175049103
1019	-1.3	5063.819824	5095.14278231231	5087.86976518452
1020	-1.3	5061.040039	5094.09522994926	5086.64480718631
1021	-1.3	5059.825684	5093.05818757134	5085.43645456901
1022	-1.3	5057.670898	5092.03144890221	5084.24430033983
1023	-1.3	5056.475098	5091.01481367905	5083.0679517584
1024	-1.3	5051.851074	5090.00808742105	5081.90702969251
1025	-1.3	5053.037598	5089.01108120894	5080.76116800942
1026	-1.3	5047.097168	5088.02361147495	5079.63001300033
1027	-1.3	5050.214355	5087.04549980257	5078.51322283591
1028	-1.3	5050.165039	5086.0765727356	5077.41046705101
1029	-1.3	5057.785156	5085.11666159593	5076.32142605651
1030	-1.3	5051.54834	5084.16560230972	5075.24579067686
1031	-1.3	5048.030762	5083.22323524124	5074.18326171157
1032	-1.3	5048.572754	5082.28940503431	5073.13354951924
1033	-1.3	5050.790527	5081.36396046066	5072.09637362275
1034	-1.3	5045.647949	5080.44675427495	5071.07146233439
1035	-1.3	5039.555664	5079.53764307615	5070.05855239964
1036	-1.3	5043.191406	5078.63648717488	5069.0573886587
1037	-1.3	5038.513184	5077.74315046635	5068.06772372448
1038	-1.3	5043.09375	5076.85750030885	5067.08931767629
1039	-1.3	5036.740723	5075.97940740714	5066.12193776831
1040	-1.3	5039.734863	5075.10874570091	5065.16535815192
1041	-1.3	5035.763184	5074.24539225772	5064.21935961114
1042	-1.3	5036.532715	5073.38922717033	5063.28372931056
1043	-1.3	5035.634766	5072.54013345832	5062.35826055486
1044	-1.3	5031.094727	5071.69799697356	5061.44275255949
1045	-1.3	5036.174805	5070.86270630949	5060.53701023183
1046	-1.3	5037.777344	5070.03415271406	5059.64084396216
1047	-1.3	5032.383301	5069.21223000607	5058.75406942411
1048	-1.3	5035.243652	5068.39683449471	5057.87650738396
1049	-1.3	5030.068359	5067.58786490234	5057.00798351835
1050	-1.3	5029.270508	5066.78522229019	5056.14832823996
1051	-1.3	5029.269531	5065.98880998683	5055.29737653079
1052	-1.3	5024.858398	5065.19853351949	5054.45496778261
1053	-1.3	5028.080078	5064.41430054782	5053.6209456442
1054	-1.3	5024.093262	5063.63602080026	5052.79515787509
1055	-1.3	5030.280762	5062.86360601264	5051.97745620547
1056	-1.3	5026.76123	5062.09696986912	5051.16769620186
1057	-1.3	5034.426758	5061.33602794529	5050.36573713845
1058	-1.3	5027.381348	5060.58069765328	5049.57144187365
1059	-1.3	5031.617188	5059.83089818886	5048.78467673168
1060	-1.3	5029.172363	5059.08655048049	5048.00531138897
1061	-1.3	5030.556641	5058.34757714011	5047.23321876511
1062	-1.3	5026.891602	5057.61390241568	5046.46827491813
1063	-1.3	5025.784668	5056.88545214538	5045.71035894396
1064	-1.3	5028.992676	5056.16215371346	5044.95935287977
1065	-1.3	5033.756836	5055.44393600748	5044.21514161113
1066	-1.3	5030.509277	5054.73072937717	5043.47761278276
1067	-1.3	5027.819824	5054.0224655946	5042.74665671266
1068	-1.3	5026.403809	5053.31907781566	5042.02216630956
1069	-1.3	5023.443359	5052.62050054298	5041.30403699345
1070	-1.3	5029.661133	5051.92666958992	5040.59216661919
1071	-1.3	5024.20752	5051.23752204586	5039.8864554028
1072	-1.3	5022.452637	5050.55299624258	5039.18680585066
1073	-1.3	5021.541504	5049.87303172179	5038.49312269122
1074	-1.3	5022.158691	5049.19756920367	5037.80531280921
1075	-1.3	5024.256348	5048.52655055641	5037.12328518223
1076	-1.3	5014.708984	5047.85991876682	5036.44695081969
1077	-1.3	5018.490234	5047.19761791173	5035.77622270386
1078	-1.3	5018.019043	5046.53959313047	5035.11101573305
1079	-1.3	5017.46875	5045.88579059804	5034.45124666679
1080	-1.3	5017.060059	5045.23615749927	5033.79683407294
1081	-1.3	5017.614258	5044.59064200368	5033.14769827663
1082	-1.3	5016.233398	5043.94919324115	5032.503761311
1083	-1.3	5019.787598	5043.31176127837	5031.86494686956
1084	-1.3	5033.575195	5042.67829709594	5031.23118026028
1085	-1.3	5026.371094	5042.04875256624	5030.60238836116
1086	-1.3	5023.78418	5041.42308043189	5029.97849957734
1087	-1.3	5024.012207	5040.80123428493	5029.35944379961
1088	-1.3	5020.439453	5040.18316854657	5028.74515236436
1089	-1.3	5017.987305	5039.56883844753	5028.13555801479
1090	-1.3	5024.02832	5038.95820000903	5027.53059486343
1091	-1.3	5022.939453	5038.35121002427	5026.93019835593
1092	-1.3	5021.054688	5037.74782604042	5026.33430523589
1093	-1.3	5016.867188	5037.14800634127	5025.74285351101
1094	-1.3	5018.197266	5036.55170993021	5025.15578242017
1095	-1.3	5020.032227	5035.95889651379	5024.57303240164
1096	-1.3	5017.435059	5035.36952648576	5023.99454506229
1097	-1.3	5021.411621	5034.78356091151	5023.42026314773
1098	-1.3	5016.755859	5034.20096151295	5022.85013051347
1099	-1.3	5012.540527	5033.62169065389	5022.28409209684
1100	-1.3	5014.496582	5033.04571132569	5021.72209388997
1101	-1.3	5015.052246	5032.47298713347	5021.1640829134
1102	-1.3	5015.566406	5031.90348228252	5020.61000719064
1103	-1.3	5008.33252	5031.33716156526	5020.05981572348
1104	-1.3	5009.672852	5030.77399034842	5019.51345846795
1105	-1.3	5011.164062	5030.21393456064	5018.97088631114
1106	-1.3	5010.982422	5029.65696068036	5018.43205104866
1107	-1.3	5008.458984	5029.10303572407	5017.8969053627
1108	-1.3	5008.432129	5028.55212723485	5017.36540280084
1109	-1.3	5011.970215	5028.00420327121	5016.83749775546
1110	-1.3	5008.222656	5027.45923239627	5016.31314544369
1111	-1.3	5011.939453	5026.91718366712	5015.79230188803
1112	-1.3	5011.403809	5026.37802662461	5015.27492389746
1113	-1.3	5010.160156	5025.84173128324	5014.76096904914
1114	-1.3	5011.698242	5025.30826812144	5014.25039567062
1115	-1.3	5013.005859	5024.77760807203	5013.74316282255
1116	-1.3	5012.668457	5024.24972251294	5013.23923028185
1117	-1.3	5015.196777	5023.72458325818	5012.73855852544
1118	-1.3	5010.563477	5023.20216254902	5012.24110871433
1119	-1.3	5007.892578	5022.68243304538	5011.74684267822
1120	-1.3	5010.437988	5022.16536781749	5011.25572290049
1121	-1.3	5010.775391	5021.65094033769	5010.76771250362
1122	-1.3	5010.078613	5021.13912447249	5010.28277523499
1123	-1.3	5014.04248	5020.62989447475	5009.8008754531
1124	-1.3	5008.594238	5020.12322497616	5009.32197811415
1125	-1.3	5009.107422	5019.61909097984	5008.84604875896
1126	-1.3	5007.396973	5019.11746785305	5008.37305350027
1127	-1.3	5010.321289	5018.61833132026	5007.90295901039
1128	-1.3	5012.118652	5018.12165745619	5007.43573250911
1129	-1.3	5005.45752	5017.62742267915	5006.97134175202
1130	-1.3	5003.085938	5017.13560374447	5006.50975501907
1131	-1.3	5004.105957	5016.64617773812	5006.05094110349
1132	-1.3	5000.398926	5016.15912207046	5005.59486930091
1133	-1.3	5001.862305	5015.67441447018	5005.14150939886
1134	-1.3	4998.572266	5015.19203297828	5004.69083166649
1135	-1.3	4997.385254	5014.71195594231	5004.24280684453
1136	-1.3	4994.457031	5014.23416201069	5003.79740613557
1137	-1.3	4994.68457	5013.75863012713	5003.35460119456
1138	-1.3	5001.396484	5013.28533952524	5002.91436411951
1139	-1.3	5001.362305	5012.8142697232	5002.47666744249
1140	-1.3	5000.845215	5012.34540051864	5002.0414841208
1141	-1.3	5001.586914	5011.87871198352	5001.60878752842
1142	-1.3	5004.024414	5011.4141844592	5001.17855144759
1143	-1.3	5002.101562	5010.95179855163	5000.7507500607
1144	-1.3	4999.27002	5010.49153512661	5000.32535794228
1145	-1.3	4998.10791	5010.03337530517	4999.90235005125
1146	-1.3	4999.256348	5009.57730045903	4999.48170172334
1147	-1.3	4998.074707	5009.12329220621	4999.0633886637
1148	-1.3	4998.257324	5008.6713324067	4998.64738693967
1149	-1.3	4995.625977	5008.22140315821	4998.23367297373
1150	-1.3	4995.456055	5007.77348679208	4997.82222353664
1151	-1.3	4995.741699	5007.32756586917	4997.41301574075
1152	-1.3	4994.37793	5006.88362317597	4997.00602703339
1153	-1.3	4999.930664	5006.44164172065	4996.60123519051
1154	-1.3	4994.347168	5006.00160472935	4996.19861831044
1155	-1.3	4990.601074	5005.56349564241	4995.79815480777
1156	-1.3	4989.428711	5005.12729811075	4995.39982340738
1157	-1.3	4999.59375	5004.69299599233	4995.00360313866
1158	-1.3	4995.645996	5004.26057334866	4994.60947332978
1159	-1.3	4993.816895	5003.83001444138	4994.21741360216
1160	-1.3	4988.930176	5003.40130372894	4993.82740386504
1161	-1.3	4992.237793	5002.97442586335	4993.43942431016
1162	-1.3	4996.55957	5002.54936568691	4993.05345540657
1163	-1.3	4993.961426	5002.12610822917	4992.66947789561
1164	-1.3	4994.553223	5001.70463870378	4992.28747278589
1165	-1.3	5001.72998	5001.28494250552	4991.90742134851
1166	-1.3	4997.400879	5000.86700520737	4991.52930511226
1167	-1.3	4995.548828	5000.45081255758	4991.15310585907
1168	-1.3	4997.674316	5000.03635047687	4990.77880561939
1169	-1.3	4991.993652	4999.62360505565	4990.40638666784
1170	-1.3	4994.749512	4999.21256255132	4990.03583151886
1171	-1.3	4993.334961	4998.80320938557	4989.66712292244
1172	-1.3	4993.606934	4998.39553214182	4989.30024386001
1173	-1.3	4989.944336	4997.98951756262	4988.93517754039
1174	-1.3	4989.480469	4997.58515254717	4988.57190739578
1175	-1.3	4992.144531	4997.18242414885	4988.21041707735
1176	-1.3	4988.731445	4996.78131957282	4987.85069045377
1177	-1.3	4989.03125	4996.38182617362	4987.49271160394
1178	-1.3	4985.791992	4995.98393145292	4987.13646481572
1179	-1.3	4984.896484	4995.58762305719	4986.78193458179
1180	-1.3	4988.037109	4995.1928887755	4986.42910559617
1181	-1.3	4989.810547	4994.79971653731	4986.07796275078
1182	-1.3	4987.979492	4994.40809441036	4985.72849113211
1183	-1.3	4994.266602	4994.01801059853	4985.38067601796
1184	-1.3	4988.26123	4993.62945343979	4985.0345028742
1185	-1.3	4992.900879	4993.24241140421	4984.68995735169
1186	-1.3	4990.975586	4992.85687309191	4984.34702528313
1187	-1.3	4989.497559	4992.47282723115	4984.00569268012
1188	-1.3	4991.976074	4992.09026267641	4983.66594573017
1189	-1.3	4987.106445	4991.70916840652	4983.32777079381
1190	-1.3	4987.174805	4991.32953352281	4982.99115440178
1191	-1.3	4987.141113	4990.95134724728	4982.65608325223
1192	-1.3	4989.964844	4990.57459892086	4982.32254420803
1193	-1.3	4981.227539	4990.19927800166	4981.99052429408
1194	-1.3	4984.599609	4989.82537406322	4981.66001069469
1195	-1.3	4984.716309	4989.45287679291	4981.33099075108
1196	-1.3	4990.318359	4989.08177599018	4981.00345195881
1197	-1.3	4984.558594	4988.71206156503	4980.67738196532
1198	-1.3	4989.449219	4988.34372353635	4980.35276856756
1199	-1.3	4991.801758	4987.97675203042	4980.02959970962
1200	-1.3	4988.85498	4987.61113727932	4979.70786348038
1201	-1.3	4985.359863	4987.24686961946	4979.38754811124
1202	-1.3	4987.429688	4986.88393949009	4979.06864197394
1203	-1.3	4986.625488	4986.52233743182	4978.75113357831
1204	-1.3	4988.041016	4986.16205408525	4978.43501157018
1205	-1.3	4984.041016	4985.80308018951	4978.12026472924
1206	-1.3	4983.747559	4985.4454065809	4977.80688196698
1207	-1.3	4984.030762	4985.08902419155	4977.4948523247
1208	-1.3	4984.145508	4984.73392404809	4977.18416497149
1209	-1.3	4983.765625	4984.38009727028	4976.87480920228
1210	-1.3	4984.642578	4984.02753506984	4976.56677443597
1211	-1.3	4989.030762	4983.67622874906	4976.26005021349
1212	-1.3	4985.231934	4983.32616969965	4975.95462619602
1213	-1.3	4992.179199	4982.97734940148	4975.65049216315
1214	-1.3	4990.573242	4982.62975942139	4975.34763801113
1215	-1.3	4985.170898	4982.283391412	4975.04605375108
1216	-1.3	4988.068848	4981.93823711056	4974.74572950735
1217	-1.3	4987.752441	4981.59428833782	4974.44665551581
1218	-1.3	4985.026855	4981.25153699688	4974.14882212217
1219	-1.3	4982.789551	4980.90997507211	4973.85221978043
1220	-1.3	4981.223145	4980.56959462806	4973.55683905125
1221	-1.3	4982.287598	4980.23038780841	4973.2626706004
1222	-1.3	4980.077637	4979.89234683489	4972.96970519723
1223	-1.3	4980.913574	4979.55546400626	4972.67793371317
1224	-1.3	4975.806152	4979.21973169732	4972.38734712026
1225	-1.3	4977.742676	4978.88514235789	4972.09793648966
1226	-1.3	4973.428223	4978.55168851182	4971.80969299031
1227	-1.3	4978.82666	4978.21936275604	4971.52260788743
1228	-1.3	4975.589355	4977.88815775964	4971.23667254124
1229	-1.3	4974.150391	4977.55806626287	4970.95187840553
1230	-1.3	4972.896973	4977.22908107627	4970.66821702639
1231	-1.3	4974.366211	4976.90119507975	4970.38568004087
1232	-1.3	4971.908691	4976.5744012217	4970.10425917575
1233	-1.3	4978.304688	4976.24869251813	4969.8239462462
1234	-1.3	4976.864258	4975.92406205178	4969.54473315462
1235	-1.3	4973.934082	4975.6005029713	4969.26661188941
1236	-1.3	4975.136719	4975.27800849038	4968.98957452372
1237	-1.3	4975.024414	4974.95657188699	4968.71361321437
1238	-1.3	4973.074219	4974.63618650249	4968.4387202006
1239	-1.3	4972.122559	4974.31684574093	4968.16488780301
1240	-1.3	4968.615234	4973.99854306816	4967.89210842239
1241	-1.3	4972.399414	4973.68127201115	4967.62037453869
1242	-1.3	4973.117188	4973.36502615719	4967.34967870985
1243	-1.3	4967.805664	4973.04979915314	4967.08001357084
1244	-1.3	4970.57666	4972.7355847047	4966.81137183254
1245	-1.3	4969.243652	4972.42237657569	4966.54374628076
1246	-1.3	4968.925293	4972.11016858735	4966.27712977523
1247	-1.3	4972.803711	4971.79895461759	4966.01151524856
1248	-1.3	4976.572266	4971.48872860036	4965.74689570536
1249	-1.3	4971.366211	4971.17948452493	4965.48326422118
1250	-1.3	4971.904297	4970.87121643522	4965.22061394164
1251	-1.3	4970.328125	4970.56391842915	4964.95893808146
1252	-1.3	4974.567871	4970.25758465799	4964.69822992358
1253	-1.3	4967.632324	4969.95220932572	4964.43848281825
1254	-1.3	4966.291016	4969.64778668839	4964.17969018212
1255	-1.3	4970.811035	4969.3443110535	4963.92184549743
1256	-1.3	4969.981445	4969.0417767794	4963.66494231111
1257	-1.3	4972.912109	4968.74017827465	4963.40897423394
1258	-1.3	4975.624512	4968.43950999749	4963.15393493976
1259	-1.3	4974.127441	4968.13976645518	4962.89981816461
1260	-1.3	4975.423828	4967.84094220347	4962.64661770597
1261	-1.3	4975.754883	4967.54303184604	4962.39432742194
1262	-1.3	4974.802246	4967.24603003389	4962.14294123047
1263	-1.3	4977.025879	4966.94993146483	4961.89245310864
1264	-1.3	4978.161133	4966.65473088292	4961.64285709183
1265	-1.3	4977.146484	4966.36042307794	4961.39414727305
1266	-1.3	4970.352051	4966.06700288484	4961.14631780217
1267	-1.3	4976.198242	4965.77446518327	4960.89936288522
1268	-1.3	4973.989258	4965.48280489701	4960.65327678371
1269	-1.3	4970.29834	4965.19201699347	4960.40805381386
1270	-1.3	4970.931152	4964.90209648325	4960.163688346
1271	-1.3	4973.51123	4964.61303841956	4959.92017480385
1272	-1.3	4968.872559	4964.32483789783	4959.67750766388
1273	-1.3	4970.662598	4964.03749005513	4959.43568145461
1274	-1.3	4967.554199	4963.75099006979	4959.19469075605
1275	-1.3	4966.303223	4963.46533316089	4958.95453019898
1276	-1.3	4971.73584	4963.1805145878	4958.71519446439
1277	-1.3	4967.85791	4962.89652964974	4958.47667828282
1278	-1.3	4969.98877	4962.61337368533	4958.2389764338
1279	-1.3	4973.17627	4962.33104207216	4958.00208374522
1280	-1.3	4968.199707	4962.04953022636	4957.76599509275
1281	-1.3	4970.291016	4961.76883360212	4957.53070539927
1282	-1.3	4970.44873	4961.48894769137	4957.29620963431
1283	-1.3	4967.245605	4961.20986802326	4957.06250281346
1284	-1.3	4967.673828	4960.93159016381	4956.82957999783
1285	-1.3	4971.139648	4960.65410971552	4956.59743629353
1286	-1.3	4968.228516	4960.3774223169	4956.36606685111
1287	-1.3	4968.442871	4960.10152364215	4956.135466865
1288	-1.3	4966.803223	4959.82640940074	4955.90563157308
1289	-1.3	4964.076172	4959.55207533702	4955.67655625607
1290	-1.3	4966.517578	4959.27851722986	4955.44823623708
1291	-1.3	4964.826172	4959.00573089228	4955.2206668811
1292	-1.3	4965.100098	4958.73371217105	4954.99384359449
1293	-1.3	4963.916504	4958.46245694639	4954.76776182453
1294	-1.3	4965.254883	4958.19196113155	4954.54241705893
1295	-1.3	4970.099609	4957.92222067247	4954.31780482534
1296	-1.3	4964.987305	4957.65323154746	4954.09392069091
1297	-1.3	4965.736816	4957.38498976686	4953.87076026182
1298	-1.3	4967.525391	4957.11749137264	4953.64831918284
1299	-1.3	4966.029297	4956.85073243814	4953.4265931369
1300	-1.3	4967.364746	4956.58470906769	4953.20557784459
1301	-1.3	4964.338379	4956.31941739632	4952.98526906382
1302	-1.3	4961.660156	4956.0548535894	4952.76566258932
1303	-1.3	4960.888184	4955.79101384235	4952.54675425226
1304	-1.3	4961.969727	4955.52789438032	4952.32853991982
1305	-1.3	4960.52002	4955.2654914579	4952.1110154948
1306	-1.3	4964.612305	4955.00380135876	4951.89417691519
1307	-1.3	4967.674316	4954.74282039542	4951.67802015379
1308	-1.3	4965.176758	4954.4825449089	4951.46254121784
1309	-1.3	4964.77832	4954.22297126844	4951.2477361486
1310	-1.3	4965.291016	4953.96409587124	4951.03360102099
1311	-1.3	4963.677734	4953.70591514212	4950.82013194319
1312	-1.3	4967.120117	4953.44842553329	4950.60732505632
1313	-1.3	4963.09375	4953.19162352404	4950.39517653403
1314	-1.3	4963.666016	4952.93550562047	4950.18368258214
1315	-1.3	4964.516602	4952.68006835522	4949.97283943834
1316	-1.3	4970.238281	4952.42530828722	4949.76264337178
1317	-1.3	4965.95166	4952.17122200139	4949.55309068273
1318	-1.3	4962.243652	4951.91780610841	4949.34417770228
1319	-1.3	4964.308105	4951.66505724446	4949.13590079197
1320	-1.3	4962.475586	4951.41297207091	4948.92825634349
1321	-1.3	4961.012695	4951.16154727416	4948.72124077829
1322	-1.3	4967.130859	4950.91077956534	4948.51485054734
1323	-1.3	4965.177734	4950.66066568003	4948.30908213075
1324	-1.3	4964.088379	4950.4112023781	4948.10393203748
1325	-1.3	4964.492676	4950.1623864434	4947.89939680504
1326	-1.3	4970.137207	4949.91421468356	4947.69547299916
1327	-1.3	4967.043457	4949.66668392974	4947.49215721351
1328	-1.3	4964.112305	4949.41979103642	4947.28944606939
1329	-1.3	4963.02832	4949.17353288114	4947.08733621542
1330	-1.3	4965.196289	4948.9279063643	4946.88582432731
1331	-1.3	4966.107422	4948.68290840894	4946.6849071075
1332	-1.3	4967.078125	4948.43853596048	4946.48458128492
1333	-1.3	4965.456543	4948.19478598657	4946.28484361472
1334	-1.3	4962.885742	4947.95165547681	4946.08569087795
1335	-1.3	4963.165527	4947.70914144258	4945.88711988134
1336	-1.3	4965.551758	4947.46724091683	4945.68912745699
1337	-1.3	4957.51123	4947.22595095382	4945.49171046214
1338	-1.3	4958.45166	4946.985268629	4945.29486577888
1339	-1.3	4963.367676	4946.74519103874	4945.09859031392
1340	-1.3	4958.248535	4946.50571530016	4944.9028809983
1341	-1.3	4962.397949	4946.26683855094	4944.70773478717
1342	-1.3	4958.700195	4946.02855794908	4944.51314865954
1343	-1.3	4963.13623	4945.79087067277	4944.31911961803
1344	-1.3	4962.207031	4945.55377392016	4944.12564468859
1345	-1.3	4955.819824	4945.31726490919	4943.93272092034
1346	-1.3	4957.73291	4945.08134087739	4943.74034538526
1347	-1.3	4956.418457	4944.84599908169	4943.548515178
1348	-1.3	4959.574707	4944.61123679827	4943.35722741565
1349	-1.3	4961.897949	4944.37705132236	4943.16647923748
1350	-1.3	4958.551758	4944.14343996805	4942.97626780475
1351	-1.3	4966.268066	4943.91040006814	4942.78659030047
1352	-1.3	4962.52832	4943.67792897396	4942.5974439292
1353	-1.3	4964.683594	4943.44602405519	4942.40882591679
1354	-1.3	4966.137695	4943.21468269969	4942.22073351025
1355	-1.3	4959.608887	4942.98390231335	4942.03316397743
1356	-1.3	4966.180176	4942.75368031991	4941.84611460692
1357	-1.3	4966.672363	4942.52401416078	4941.65958270777
1358	-1.3	4963.635742	4942.29490129493	4941.47356560931
1359	-1.3	4966.756348	4942.06633919869	4941.28806066096
1360	-1.3	4967.622559	4941.83832536557	4941.10306523203
1361	-1.3	4964.273438	4941.61085730618	4940.9185767115
1362	-1.3	4962.314941	4941.383932548	4940.73459250785
1363	-1.3	4959.793457	4941.15754863527	4940.55111004889
1364	-1.3	4958.07666	4940.93170312881	4940.36812678151
1365	-1.3	4954.016113	4940.70639360592	4940.18564017154
1366	-1.3	4953.298828	4940.48161766016	4940.00364770358
1367	-1.3	4961.416504	4940.25737290127	4939.82214688076
1368	-1.3	4957.661133	4940.03365695499	4939.64113522462
1369	-1.3	4960.180176	4939.81046746293	4939.46061027488
1370	-1.3	4956.483887	4939.58780208242	4939.28056958933
1371	-1.3	4959.98291	4939.36565848639	4939.10101074358
1372	-1.3	4959.020996	4939.14403436321	4938.92193133094
1373	-1.3	4960.727051	4938.92292741656	4938.74332896226
1374	-1.3	4961.737793	4938.70233536529	4938.5652012657
1375	-1.3	4960.893555	4938.48225594331	4938.38754588665
1376	-1.3	4960.168457	4938.26268689943	4938.21036048749
1377	-1.3	4962.701172	4938.04362599724	4938.03364274748
1378	-1.3	4959.545898	4937.825071015	4937.85739036256
1379	-1.3	4962.891602	4937.60701974547	4937.68160104524
1380	-1.3	4957.971191	4937.38946999582	4937.5062725244
1381	-1.3	4957.696289	4937.17241958749	4937.33140254516
1382	-1.3	4957.868652	4936.95586635608	4937.15698886874
1383	-1.3	4956.65625	4936.73980815119	4936.98302927225
1384	-1.3	4956.845703	4936.52424283635	4936.80952154863
1385	-1.3	4959.894531	4936.30916828888	4936.63646350642
1386	-1.3	4963.778809	4936.09458239975	4936.46385296968
1387	-1.3	4961.120117	4935.88048307349	4936.29168777779
1388	-1.3	4956.948242	4935.66686822807	4936.11996578536
1389	-1.3	4956.994141	4935.45373579476	4935.94868486206
1390	-1.3	4951.467285	4935.24108371806	4935.77784289247
1391	-1.3	4954.402344	4935.02890995556	4935.60743777598
1392	-1.3	4954.834473	4934.81721247783	4935.43746742662
1393	-1.3	4954.911621	4934.60598926831	4935.26792977294
1394	-1.3	4960.459473	4934.39523832322	4935.0988227579
1395	-1.3	4960.465332	4934.18495765141	4934.93014433869
1396	-1.3	4959.092773	4933.97514527432	4934.76189248664
1397	-1.3	4960.572754	4933.76579922581	4934.59406518707
1398	-1.3	4960.613281	4933.55691755208	4934.42666043918
1399	-1.3	4963.742188	4933.34849831158	4934.25967625592
1400	-1.3	4964.558105	4933.1405395749	4934.09311066385
1401	-1.3	4963.587402	4932.93303942466	4933.92696170303
1402	-1.3	4959.894531	4932.72599595541	4933.76122742693
1403	-1.3	4960.256836	4932.51940727355	4933.59590590223
1404	-1.3	4958.183105	4932.31327149722	4933.4309952088
1405	-1.3	4954.362793	4932.10758675617	4933.26649343951
1406	-1.3	4955.708008	4931.90235119175	4933.10239870013
1407	-1.3	4952.452148	4931.69756295673	4932.93870910924
1408	-1.3	4953.22168	4931.49322021522	4932.77542279809
1409	-1.3	4958.196289	4931.28932114265	4932.61253791051
1410	-1.3	4953.038574	4931.08586392557	4932.45005260278
1411	-1.3	4955.192871	4930.88284676164	4932.28796504353
1412	-1.3	4952.185059	4930.6802678595	4932.12627341362
1413	-1.3	4957.601074	4930.4781254387	4931.96497590605
1414	-1.3	4955.321777	4930.2764177296	4931.80407072586
1415	-1.3	4955.749023	4930.0751429733	4931.64355608998
1416	-1.3	4955.511719	4929.87429942151	4931.48343022718
1417	-1.3	4957.553711	4929.67388533653	4931.32369137794
1418	-1.3	4954.515625	4929.47389899112	4931.16433779435
1419	-1.3	4954.793945	4929.2743386684	4931.00536774001
1420	-1.3	4956.111816	4929.07520266183	4930.84677948995
1421	-1.3	4960.620605	4928.87648927507	4930.68857133048
1422	-1.3	4954.486816	4928.67819682193	4930.53074155917
1423	-1.3	4954.646973	4928.48032362626	4930.37328848468
1424	-1.3	4949.682129	4928.28286802191	4930.2162104267
1425	-1.3	4950.653809	4928.08582835261	4930.05950571586
1426	-1.3	4951.475098	4927.88920297194	4929.90317269363
1427	-1.3	4953.69043	4927.6929902432	4929.74720971221
1428	-1.3	4951.11377	4927.49718853936	4929.59161513448
1429	-1.3	4949.565918	4927.30179624299	4929.43638733385
1430	-1.3	4955.760254	4927.10681174617	4929.28152469423
1431	-1.3	4953.127441	4926.91223345042	4929.12702560991
1432	-1.3	4953.30127	4926.71805976663	4928.97288848548
1433	-1.3	4952.844727	4926.52428911498	4928.81911173574
1434	-1.3	4949.977051	4926.3309199249	4928.66569378562
1435	-1.3	4949.084473	4926.13795063492	4928.51263307007
1436	-1.3	4947.584961	4925.9453796927	4928.35992803404
1437	-1.3	4953.760742	4925.75320555488	4928.20757713232
1438	-1.3	4956.330566	4925.56142668704	4928.05557882949
1439	-1.3	4957.749512	4925.37004156364	4927.90393159987
1440	-1.3	4960.90625	4925.17904866796	4927.75263392738
1441	-1.3	4959.324219	4924.98844649197	4927.6016843055
1442	-1.3	4954.149902	4924.79823353635	4927.4510812372
1443	-1.3	4951.878906	4924.60840831037	4927.30082323482
1444	-1.3	4958.445312	4924.41896933182	4927.15090882002
1445	-1.3	4956.82959	4924.22991512698	4927.00133652371
1446	-1.3	4955.097656	4924.04124423053	4926.85210488595
1447	-1.3	4952.819824	4923.8529551855	4926.7032124559
1448	-1.3	4955.453125	4923.66504654318	4926.55465779174
1449	-1.3	4954.241699	4923.4775168631	4926.40643946056
1450	-1.3	4954.890137	4923.29036471294	4926.25855603835
1451	-1.3	4946.482422	4923.10358866845	4926.11100610989
1452	-1.3	4945.871094	4922.91718731346	4925.96378826868
1453	-1.3	4953.90625	4922.73115923972	4925.81690111687
1454	-1.3	4947.603027	4922.54550304692	4925.67034326521
1455	-1.3	4955.314941	4922.36021734262	4925.52411333294
1456	-1.3	4957.186523	4922.17530074213	4925.37820994777
1457	-1.3	4951.051758	4921.99075186854	4925.23263174579
1458	-1.3	4949.605469	4921.80656935259	4925.08737737139
1459	-1.3	4948.272949	4921.62275183267	4924.9424454772
1460	-1.3	4957.120605	4921.4392979547	4924.79783472405
1461	-1.3	4949.674805	4921.25620637214	4924.65354378086
1462	-1.3	4950.741211	4921.0734757459	4924.50957132463
1463	-1.3	4952.980469	4920.89110474428	4924.36591604032
1464	-1.3	4947.476562	4920.70909204293	4924.22257662082
