time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = -7 V 	Vb = -8 V 	Vb = -9 V 	Vb = -10 V 
4.4044044044044E-5	2047396.48426982	1636746.12076283	1408809.68168805	1301683.29158107
4.5045045045045E-5	2056213.77639838	1643362.95362068	1413024.20034446	1304278.41805891
4.6046046046046E-5	2064865.23423175	1649885.95644097	1417200.45636515	1306858.98619926
4.7047047047047E-5	2073358.21936333	1656316.98651272	1421339.13825915	1309425.56585572
4.8048048048048E-5	2081696.02235206	1662660.8592141	1425440.91611722	1311977.49965424
4.9049049049049E-5	2089885.38558905	1668917.68731658	1429506.44226303	1314515.3543802
5.005005005005E-5	2097931.50216678	1675089.81709439	1433536.35187571	1317039.28453071
5.10510510510511E-5	2105839.29733939	1681181.68018193	1437530.64680497	1319549.44207368
5.20520520520521E-5	2113613.4466305	1687192.48812519	1441491.78004363	1322046.37289995
5.3053053053053E-5	2121258.39243608	1693126.47365985	1445417.88217257	1324529.03489058
5.40540540540541E-5	2128778.35927019	1698984.88576601	1449311.35998014	1326999.15409335
5.50550550550551E-5	2136177.3677844	1704769.62522157	1453172.75603308	1329455.69010362
5.60560560560561E-5	2143459.24767742	1710482.52198324	1457000.82581742	1331899.56529771
5.70570570570571E-5	2150627.64959886	1716125.33866179	1460798.47467273	1334330.13953251
5.80580580580581E-5	2157687.08727775	1721699.77378665	1464563.86482831	1336747.93859175
5.90590590590591E-5	2164638.80766382	1727206.80770854	1468299.26022451	1339153.09606705
6.00600600600601E-5	2171487.03401438	1732649.9913196	1472004.56716392	1341545.74346543
6.10610610610611E-5	2178234.80272401	1738028.23521967	1475680.26649845	1343926.38823657
6.20620620620621E-5	2184885.01849047	1743344.95886878	1479326.8276444	1346294.39993767
6.30630630630631E-5	2191440.46182234	1748600.93354934	1482944.70894219	1348650.2840212
6.40640640640641E-5	2197903.79601918	1753797.53183045	1486534.35800212	1350994.16407608
6.50650650650651E-5	2204277.57366815	1758936.08028243	1490096.21203671	1353326.16181162
6.60660660660661E-5	2210564.24269656	1764017.86150951	1493630.69818026	1355646.76557061
6.70670670670671E-5	2216766.15201643	1769044.11607149	1497137.69197596	1357954.98799041
6.80680680680681E-5	2222885.55679357	1774015.45071629	1500619.22677315	1360252.41559515
6.90690690690691E-5	2228925.50657297	1778934.80802683	1504073.54209677	1362538.06305352
7.00700700700701E-5	2234886.30570339	1783800.95110658	1507503.17068528	1364812.40985731
7.10710710710711E-5	2240770.85126168	1788616.73139418	1510906.36668827	1367075.92663489
7.20720720720721E-5	2246581.06958007	1793382.61737242	1514285.09208322	1369327.64464965
7.30730730730731E-5	2252318.81490528	1798099.63231727	1517639.18170063	1371569.10610059
7.40740740740741E-5	2257985.87295099	1802768.76834459	1520968.99220212	1373799.34434539
7.50750750750751E-5	2263583.96423409	1807390.98766262	1524274.87255967	1376019.17442451
7.60760760760761E-5	2269114.74721031	1811967.22376208	1527557.16427508	1378227.99296437
7.70770770770771E-5	2274579.82122366	1816497.84132603	1530816.20159165	1380426.25604064
7.80780780780781E-5	2279980.72928267	1820985.34341478	1534052.31169847	1382614.06405822
7.90790790790791E-5	2285318.96067555	1825428.42945736	1537265.8149275	1384791.51599621
8.00800800800801E-5	2290596.72582393	1829829.5367613	1540457.02494389	1386959.05366268
8.10810810810811E-5	2295813.86034313	1834188.9351804	1543626.24892969	1389115.74058129
8.20820820820821E-5	2300972.48789483	1838507.40784127	1546773.78776131	1391263.04531837
8.30830830830831E-5	2306073.90617918	1842785.71601955	1549899.45307474	1393400.03355931
8.40840840840841E-5	2311119.37019443	1847024.59994527	1553004.982962	1395527.14016218
8.50850850850851E-5	2316110.09409019	1851224.77957157	1556088.73442002	1397644.7924176
