time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = -7 V 	Vb = -8 V 	Vb = -9 V 	Vb = -10 V 
2.8E-5	1209267.97613474	1268820.26714259	1379617.24374327	1555604.50506928
2.9E-5	1210647.19458567	1272198.44676324	1386420.4176924	1567065.57420786
3E-5	1212024.78783097	1275566.60167596	1393180.78500583	1578394.83368687
3.1E-5	1213400.75862406	1278924.77510999	1399898.74435151	1589594.58581449
3.2E-5	1214775.10971299	1282273.01007605	1406574.68992512	1600667.08279719
3.3E-5	1216147.84384043	1285611.34936742	1413209.01150228	1611614.52795164
3.4E-5	1217518.96374372	1288939.835561	1419802.09449025	1622439.0768881
3.5E-5	1218888.47215483	1292258.5110184	1426354.31997917	1633142.83866555
3.6E-5	1220256.3718004	1295567.41788699	1432866.06479279	1643727.87691916
3.7E-5	1221622.66540176	1298866.59810099	1439337.7015388	1654196.21096058
3.8E-5	1222987.35567489	1302156.09338251	1445769.59865854	1664549.81685138
3.9E-5	1224350.4453305	1305435.9452426	1452162.12047636	1674790.62845038
4E-5	1225711.93707396	1308706.19498233	1458515.62724839	1684920.53843513
4.1E-5	1227071.83360539	1311966.88369383	1464830.47521087	1694941.39929822
4.2E-5	1228430.13761961	1315218.05226136	1471107.01662801	1704855.02431885
4.3E-5	1229786.85180618	1318459.74136231	1477345.59983931	1714663.18851019
4.4E-5	1231141.97884939	1321691.99146828	1483546.56930642	1724367.62954303
4.5E-5	1232495.52142829	1324914.84284613	1489710.26565949	1733970.04864625
4.6E-5	1233847.48221669	1328128.33555896	1495837.02574309	1743472.11148463
4.7E-5	1235197.86388317	1331332.50946723	1501927.18266159	1752875.44901445
4.8E-5	1236546.66909108	1334527.40422968	1507981.06582403	1762181.65831743
4.9E-5	1237893.90049857	1337713.05930447	1513999.00098859	1771392.30341355
5E-5	1239239.56075859	1340889.51395012	1519981.3103065	1780508.91605312
5.1E-5	1240583.65251889	1344056.80722657	1525928.31236552	1789532.99648872
5.2E-5	1241926.17842203	1347214.97799616	1531840.3222329	1798466.01422737
5.3E-5	1243267.14110543	1350364.06492471	1537717.65149789	1807309.40876357
5.4E-5	1244606.54320131	1353504.10648244	1543560.60831376	1816064.59029344
5.5E-5	1245944.38733677	1356635.14094505	1549369.49743935	1824732.94041072
5.6E-5	1247280.67613373	1359757.20639467	1555144.62028017	1833315.81278474
5.7E-5	1248615.41220901	1362870.34072092	1560886.27492898	1841814.53382117
5.8E-5	1249948.59817429	1365974.58162181	1566594.75620597	1850230.40330564
5.9E-5	1251280.23663614	1369069.96660482	1572270.35569844	1858564.69503097
6E-5	1252610.33019601	1372156.53298785	1577913.36180001	1866818.65740816
6.1E-5	1253938.88145028	1375234.31790019	1583524.05974938	1874993.51406177
6.2E-5	1255265.89299023	1378303.35828353	1589102.7316687	1883090.46440994
6.3E-5	1256591.36740205	1381363.69089291	1594649.65660137	1891110.68422956
6.4E-5	1257915.30726689	1384415.3522977	1600165.1105495	1899055.32620689
6.5E-5	1259237.71516082	1387458.37888259	1605649.36651086	1906925.52047403
6.6E-5	1260558.59365489	1390492.80684852	1611102.69451544	1914722.37513168
6.7E-5	1261877.94531508	1393518.67221366	1616525.36166152	1922446.97675844
6.8E-5	1263195.77270235	1396536.01081436	1621917.63215135	1930100.39090707
6.9E-5	1264512.07837266	1399544.8583061	1627279.76732639	1937683.66258811
7E-5	1265826.86487693	1402545.25016447	1632612.02570212	1945197.81674098
7.1E-5	1267140.13476111	1405537.22168605	1637914.66300238	1952643.85869324
7.2E-5	1268451.89056613	1408520.80798944	1643187.93219343	1960022.77460794
7.3E-5	1269762.13482796	1411496.04401611	1648432.0835174	1967335.53191967
7.4E-5	1271070.8700776	1414462.96453138	1653647.36452553	1974583.07975951
7.5E-5	1272378.09884107	1417421.60412537	1658834.02011084	1981766.34936911
7.6E-5	1273683.82363944	1420371.99721386	1663992.29254047	1988886.25450432
7.7E-5	1274988.04698885	1423314.17803928	1669122.42148764	1995943.69182851
7.8E-5	1276290.77140049	1426248.18067158	1674224.64406319	2002939.54129603
7.9E-5	1277591.99938064	1429174.03900917	1679299.19484669	2009874.66652591
8E-5	1278891.73343066	1432091.78677983	1684346.30591724	2016749.91516612
8.1E-5	1280189.97604699	1435001.45754158	1689366.20688382	2023566.11924869
8.2E-5	1281486.72972119	1437903.08468366	1694359.1249153	2030324.09553591
8.3E-5	1282781.99693993	1440796.70142732	1699325.28477005	2037024.64585777
8.4E-5	1284075.78018499	1443682.34082682	1704264.90882521	2043668.55744104
8.5E-5	1285368.0819333	1446560.03577026	1709178.21710556	2050256.60323003
8.6E-5	1286658.90465692	1449429.81898046	1714065.42731202	2056789.54219942
8.7E-5	1287948.25082307	1452291.72301589	1718926.75484986	2063268.11965926
8.8E-5	1289236.1228941	1455145.78027151	1723762.41285644	2069693.06755237
8.9E-5	1290522.52332757	1457992.02297964	1728572.61222869	2076065.10474439
9E-5	1291807.45457618	1460830.48321088	1733357.56165025	2082384.9373067
9.1E-5	1293090.91908785	1463661.1928749	1738117.46761816	2088653.25879222
9.2E-5	1294372.91930568	1466484.18372138	1742852.53446933	2094870.75050458
9.3E-5	1295653.45766798	1469299.48734081	1747562.96440659	2101038.0817605
9.4E-5	1296932.53660826	1472107.13516538	1752248.9575245	2107155.91014589
9.5E-5	1298210.15855527	1474907.15846981	1756910.71183467	2113224.88176557
9.6E-5	1299486.325933	1477699.5883722	1761548.42329097	2119245.63148696
9.7E-5	1300761.04116067	1480484.45583489	1766162.28581423	2125218.78317778
9.8E-5	1302034.30665276	1483261.79166528	1770752.49131673	2131144.94993805
9.9E-5	1303306.124819	1486031.62651667	1775319.22972634	2137024.73432637
1E-4	1304576.49806441	1488793.99088908	1779862.68901037	2142858.72858077
1.01E-4	1305845.42878926	1491548.9151301	1784383.05519907	2148647.51483431
1.02E-4	1307112.91938914	1494296.42943571	1788880.5124089	2154391.66532534
1.03E-4	1308378.97225492	1497036.56385105	1793355.24286543	2160091.74260283
1.04E-4	1309643.58977278	1499769.34827132	1797807.426926	2165748.29972677
1.05E-4	1310906.77432422	1502494.81244252	1802237.24310203	2171361.88046372
1.06E-4	1312168.52828606	1505212.98596228	1806644.86808111	2176933.01947778
1.07E-4	1313428.85403047	1507923.89828067	1811030.47674877	2182462.24251696
1.08E-4	1314687.75392495	1510627.57870099	1815394.24220996	2187950.0665952
1.09E-4	1315945.23033234	1513324.05638058	1819736.33581026	2193397.00017003
1.1E-4	1317201.28561087	1516013.36033158	1824056.92715685	2198803.54331608
1.11E-4	1318455.92211413	1518695.51942176	1828356.18413916	2204170.18789448
1.12E-4	1319709.14219108	1521370.56237525	1832634.27294929	2209497.41771832
1.13E-4	1320960.94818608	1524038.51777339	1836891.35810211	2214785.70871424
1.14E-4	1322211.34243888	1526699.41405544	1841127.60245521	2220035.52908022
1.15E-4	1323460.32728466	1529353.27951937	1845343.16722848	2225247.33943975
