time (s)	Current (A)	Current (A)
	Device 1	Device 2
0	0	0
2.609E-8	2.088E-6	5.567E-11
7.828E-8	6.263E-6	1.67E-10
1.827E-7	1.461E-5	3.897E-10
3.914E-7	3.131E-5	8.35E-10
8.089E-7	6.471E-5	1.726E-9
1.644E-6	1.315E-4	3.507E-9
3.314E-6	2.651E-4	7.07E-9
6.654E-6	5.323E-4	1.42E-8
1.333E-5	0.001067	2.845E-8
2.669E-5	0.002136	5.695E-8
5.341E-5	0.004273	1.14E-7
1.034E-4	0.008273	2.206E-7
1.534E-4	0.01227	3.273E-7
2.034E-4	0.01627	4.34E-7
2.534E-4	0.02027	5.407E-7
3.034E-4	0.02427	6.474E-7
3.534E-4	0.02827	7.542E-7
4.034E-4	0.03227	8.609E-7
4.534E-4	0.03627	9.677E-7
5.034E-4	0.04027	1.075E-6
5.534E-4	0.04427	1.181E-6
6.034E-4	0.04827	1.288E-6
6.534E-4	0.05227	1.395E-6
7.034E-4	0.05627	1.502E-6
7.534E-4	0.06027	1.609E-6
8.034E-4	0.06427	1.716E-6
8.534E-4	0.06827	1.824E-6
9.034E-4	0.07227	1.931E-6
9.534E-4	0.07627	2.038E-6
0.001003	0.08027	2.145E-6
0.001053	0.08427	2.253E-6
0.001103	0.08827	2.36E-6
0.001153	0.09227	2.468E-6
0.001203	0.09627	2.576E-6
0.001253	0.1003	2.683E-6
0.001303	0.1043	2.791E-6
0.001353	0.1083	2.899E-6
0.001403	0.1123	3.007E-6
0.001453	0.1163	3.115E-6
0.001503	0.1203	3.223E-6
0.001553	0.1243	3.332E-6
0.001603	0.1283	3.44E-6
0.001653	0.1323	3.549E-6
0.001703	0.1363	3.657E-6
0.001753	0.1403	3.766E-6
0.001803	0.1443	3.875E-6
0.001853	0.1483	3.984E-6
0.001903	0.1523	4.093E-6
0.001953	0.1563	4.202E-6
0.002003	0.1603	4.312E-6
0.002053	0.1643	4.421E-6
0.002103	0.1683	4.531E-6
0.002153	0.1723	4.641E-6
0.002203	0.1763	4.751E-6
0.002253	0.1803	4.861E-6
0.002303	0.1843	4.971E-6
0.002353	0.1883	5.082E-6
0.002403	0.1923	5.192E-6
0.002453	0.1963	5.303E-6
0.002503	0.2003	5.414E-6
0.002553	0.2043	5.525E-6
0.002603	0.2083	5.636E-6
0.002653	0.2123	5.748E-6
0.002703	0.2163	5.86E-6
0.002753	0.2203	5.971E-6
0.002803	0.2243	6.083E-6
0.002853	0.2283	6.196E-6
0.002903	0.2323	6.308E-6
0.002953	0.2363	6.421E-6
0.003003	0.2403	6.533E-6
0.003053	0.2443	6.646E-6
0.003103	0.2483	6.76E-6
0.003153	0.2523	6.873E-6
0.003203	0.2563	6.987E-6
0.003253	0.2603	7.1E-6
0.003303	0.2643	7.214E-6
0.003353	0.2683	7.329E-6
0.003403	0.2723	7.443E-6
0.003453	0.2763	7.558E-6
0.003503	0.2803	7.673E-6
0.003553	0.2843	7.788E-6
0.003603	0.2883	7.903E-6
0.003653	0.2923	8.019E-6
0.003703	0.2963	8.135E-6
0.003753	0.3003	8.251E-6
0.003803	0.3043	8.367E-6
0.003853	0.3083	8.484E-6
0.003903	0.3123	8.6E-6
0.003953	0.3163	8.718E-6
0.004003	0.3203	8.835E-6
0.004053	0.3243	8.952E-6
0.004103	0.3283	9.07E-6
0.004153	0.3323	9.188E-6
0.004203	0.3363	9.307E-6
0.004253	0.3403	9.425E-6
0.004303	0.3443	9.544E-6
0.004353	0.3483	9.663E-6
0.004403	0.3523	9.783E-6
0.004453	0.3563	9.903E-6
0.004503	0.3603	1.002E-5
0.004553	0.3643	1.014E-5
0.004603	0.3683	1.026E-5
0.004653	0.3723	1.038E-5
0.004703	0.3763	1.051E-5
0.004753	0.3803	1.063E-5
0.004803	0.3843	1.075E-5
0.004853	0.3883	1.087E-5
0.004903	0.3923	1.099E-5
0.004953	0.3963	1.112E-5
0.005003	0.4003	1.124E-5
0.005053	0.4043	1.136E-5
0.005103	0.4083	1.149E-5
0.005153	0.4123	1.161E-5
0.005203	0.4163	1.173E-5
0.005253	0.4203	1.186E-5
0.005303	0.4243	1.198E-5
0.005353	0.4283	1.211E-5
0.005403	0.4323	1.223E-5
0.005453	0.4363	1.236E-5
0.005503	0.4403	1.249E-5
0.005553	0.4443	1.261E-5
0.005603	0.4483	1.274E-5
0.005653	0.4523	1.287E-5
0.005703	0.4563	1.299E-5
0.005753	0.4603	1.312E-5
0.005803	0.4643	1.325E-5
0.005853	0.4683	1.338E-5
0.005903	0.4723	1.351E-5
0.005953	0.4763	1.364E-5
0.006003	0.4803	1.377E-5
0.006053	0.4843	1.39E-5
0.006103	0.4883	1.403E-5
0.006153	0.4923	1.416E-5
0.006203	0.4963	1.429E-5
0.006253	0.5003	1.442E-5
0.006303	0.5043	1.455E-5
0.006353	0.5083	1.469E-5
0.006403	0.5123	1.482E-5
0.006453	0.5163	1.495E-5
0.006503	0.5203	1.509E-5
0.006553	0.5243	1.522E-5
0.006603	0.5283	1.535E-5
0.006653	0.5323	1.549E-5
0.006703	0.5363	1.562E-5
0.006753	0.5403	1.576E-5
0.006803	0.5443	1.59E-5
0.006853	0.5483	1.603E-5
0.006903	0.5523	1.617E-5
0.006953	0.5563	1.631E-5
0.007003	0.5603	1.644E-5
0.007053	0.5643	1.658E-5
0.007103	0.5683	1.672E-5
0.007153	0.5723	1.686E-5
0.007203	0.5763	1.7E-5
0.007253	0.5803	1.714E-5
0.007303	0.5843	1.728E-5
0.007353	0.5883	1.742E-5
0.007403	0.5923	1.756E-5
0.007453	0.5963	1.77E-5
0.007503	0.6003	1.784E-5
0.007553	0.6043	1.799E-5
0.007603	0.6083	1.813E-5
0.007653	0.6123	1.827E-5
0.007703	0.6163	1.842E-5
0.007753	0.6203	1.856E-5
0.007803	0.6243	1.871E-5
0.007853	0.6283	1.885E-5
0.007903	0.6323	1.9E-5
0.007953	0.6363	1.914E-5
0.008003	0.6403	1.929E-5
0.008053	0.6443	1.944E-5
0.008103	0.6483	1.959E-5
0.008153	0.6523	1.973E-5
0.008203	0.6563	1.988E-5
0.008253	0.6603	2.003E-5
0.008303	0.6643	2.018E-5
0.008353	0.6683	2.033E-5
0.008403	0.6723	2.048E-5
0.008453	0.6763	2.064E-5
0.008503	0.6803	2.079E-5
0.008553	0.6843	2.094E-5
0.008603	0.6883	2.109E-5
0.008653	0.6923	2.125E-5
0.008703	0.6963	2.14E-5
0.008753	0.7003	2.156E-5
0.008803	0.7043	2.171E-5
0.008853	0.7083	2.187E-5
0.008903	0.7123	2.202E-5
0.008953	0.7163	2.218E-5
0.009003	0.7203	2.234E-5
0.009053	0.7243	2.25E-5
0.009103	0.7283	2.266E-5
0.009153	0.7323	2.281E-5
0.009203	0.7363	2.297E-5
0.009253	0.7403	2.314E-5
0.009303	0.7443	2.33E-5
0.009353	0.7483	2.346E-5
0.009403	0.7523	2.362E-5
0.009453	0.7563	2.378E-5
0.009503	0.7603	2.395E-5
0.009553	0.7643	2.411E-5
0.009603	0.7683	2.428E-5
0.009653	0.7723	2.444E-5
0.009703	0.7763	2.461E-5
0.009753	0.7803	2.478E-5
0.009803	0.7843	2.494E-5
0.009853	0.7883	2.511E-5
0.009903	0.7923	2.528E-5
0.009953	0.7963	2.545E-5
0.01	0.8003	2.562E-5
0.01005	0.8043	2.579E-5
0.0101	0.8083	2.596E-5
0.01015	0.8123	2.614E-5
0.0102	0.8163	2.631E-5
0.01025	0.8203	2.648E-5
0.0103	0.8243	2.666E-5
0.01035	0.8283	2.683E-5
0.0104	0.8323	2.701E-5
0.01045	0.8363	2.718E-5
0.0105	0.8403	2.736E-5
0.01055	0.8443	2.754E-5
0.0106	0.8483	2.772E-5
0.01065	0.8523	2.79E-5
0.0107	0.8563	2.808E-5
0.01075	0.8603	2.826E-5
0.0108	0.8643	2.844E-5
0.01085	0.8683	2.862E-5
0.0109	0.8723	2.881E-5
0.01095	0.8763	2.899E-5
0.011	0.8803	2.918E-5
0.01105	0.8843	2.936E-5
0.0111	0.8883	2.955E-5
0.01115	0.8923	2.974E-5
0.0112	0.8963	2.993E-5
0.01125	0.9003	3.011E-5
0.0113	0.9043	3.03E-5
0.01135	0.9083	3.05E-5
0.0114	0.9123	3.069E-5
0.01145	0.9163	3.088E-5
0.0115	0.9203	3.107E-5
0.01155	0.9243	3.127E-5
0.0116	0.9283	3.146E-5
0.01165	0.9323	3.166E-5
0.0117	0.9363	3.185E-5
0.01175	0.9403	3.205E-5
0.0118	0.9443	3.225E-5
0.01185	0.9483	3.245E-5
0.0119	0.9523	3.265E-5
0.01195	0.9563	3.285E-5
0.012	0.9603	3.305E-5
0.01205	0.9643	3.326E-5
0.0121	0.9683	3.346E-5
0.01215	0.9723	3.367E-5
0.0122	0.9763	3.387E-5
0.01225	0.9803	3.408E-5
0.0123	0.9843	3.429E-5
0.01235	0.9883	3.45E-5
0.0124	0.9923	3.471E-5
0.01245	0.9963	3.492E-5
0.0125	1	3.513E-5
0.01255	1.004	3.534E-5
0.0126	1.008	3.556E-5
0.01265	1.012	3.577E-5
0.0127	1.016	3.599E-5
0.01275	1.02	3.62E-5
0.0128	1.024	3.642E-5
0.01285	1.028	3.664E-5
0.0129	1.032	3.686E-5
0.01295	1.036	3.708E-5
0.013	1.04	3.731E-5
0.01305	1.044	3.753E-5
0.0131	1.048	3.776E-5
0.01315	1.052	3.798E-5
0.0132	1.056	3.821E-5
0.01325	1.06	3.844E-5
0.0133	1.064	3.867E-5
0.01335	1.068	3.89E-5
0.0134	1.072	3.913E-5
0.01345	1.076	3.937E-5
0.0135	1.08	3.96E-5
0.01355	1.084	3.984E-5
0.0136	1.088	4.008E-5
0.01365	1.092	4.032E-5
0.0137	1.096	4.056E-5
0.01375	1.1	4.08E-5
0.0138	1.104	4.105E-5
0.01385	1.108	4.13E-5
0.0139	1.112	4.154E-5
0.01395	1.116	4.18E-5
0.014	1.12	4.205E-5
0.01405	1.124	4.23E-5
0.0141	1.128	4.256E-5
0.01415	1.132	4.281E-5
0.0142	1.136	4.307E-5
0.01425	1.14	4.334E-5
0.0143	1.144	4.36E-5
0.01435	1.148	4.386E-5
0.0144	1.152	4.413E-5
0.01445	1.156	4.44E-5
0.0145	1.16	4.468E-5
0.01455	1.164	4.495E-5
0.0146	1.168	4.523E-5
0.01465	1.172	4.551E-5
0.0147	1.176	4.579E-5
0.01475	1.18	4.607E-5
0.0148	1.184	4.636E-5
0.01485	1.188	4.665E-5
0.0149	1.192	4.695E-5
0.01495	1.196	4.724E-5
0.015	1.2	4.754E-5
0.01505	1.204	4.784E-5
0.0151	1.208	4.815E-5
0.01515	1.212	4.845E-5
0.0152	1.216	4.876E-5
0.01525	1.22	4.908E-5
0.0153	1.224	4.939E-5
0.01535	1.228	4.971E-5
0.0154	1.232	5.003E-5
0.01545	1.236	5.036E-5
0.0155	1.24	5.069E-5
0.01555	1.244	5.102E-5
0.0156	1.248	5.135E-5
0.01565	1.252	5.169E-5
0.0157	1.256	5.203E-5
0.01575	1.26	5.238E-5
0.0158	1.264	5.273E-5
0.01585	1.268	5.308E-5
0.0159	1.272	5.343E-5
0.01595	1.276	5.379E-5
0.016	1.28	5.415E-5
0.01605	1.284	5.451E-5
0.0161	1.288	5.488E-5
0.01615	1.292	5.525E-5
0.0162	1.296	5.562E-5
0.01625	1.3	5.6E-5
0.0163	1.304	5.637E-5
0.01635	1.308	5.676E-5
0.0164	1.312	5.714E-5
0.01645	1.316	5.753E-5
0.0165	1.32	5.792E-5
0.01655	1.324	5.832E-5
0.0166	1.328	5.871E-5
0.01665	1.332	5.911E-5
0.0167	1.336	5.952E-5
0.01675	1.34	5.992E-5
0.0168	1.344	6.033E-5
0.01685	1.348	6.075E-5
0.0169	1.352	6.116E-5
0.01695	1.356	6.158E-5
0.017	1.36	6.2E-5
0.01705	1.364	6.243E-5
0.0171	1.368	6.286E-5
0.01715	1.372	6.329E-5
0.0172	1.376	6.372E-5
0.01725	1.38	6.416E-5
0.0173	1.384	6.46E-5
0.01735	1.388	6.505E-5
0.0174	1.392	6.549E-5
0.01745	1.396	6.594E-5
0.0175	1.4	6.639E-5
0.01755	1.404	6.685E-5
0.0176	1.408	6.731E-5
0.01765	1.412	6.777E-5
0.0177	1.416	6.824E-5
0.01775	1.42	6.871E-5
0.0178	1.424	6.918E-5
0.01785	1.428	6.965E-5
0.0179	1.432	7.013E-5
0.01795	1.436	7.061E-5
0.018	1.44	7.109E-5
0.01805	1.444	7.158E-5
0.0181	1.448	7.207E-5
0.01815	1.452	7.257E-5
0.0182	1.456	7.306E-5
0.01825	1.46	7.356E-5
0.0183	1.464	7.407E-5
0.01835	1.468	7.457E-5
0.0184	1.472	7.508E-5
0.01845	1.476	7.56E-5
0.0185	1.48	7.611E-5
0.01855	1.484	7.663E-5
0.0186	1.488	7.716E-5
0.01865	1.492	7.768E-5
0.0187	1.496	7.821E-5
0.01875	1.5	7.874E-5
0.0188	1.504	7.928E-5
0.01885	1.508	7.982E-5
0.0189	1.512	8.036E-5
0.01895	1.516	8.091E-5
0.019	1.52	8.146E-5
0.01905	1.524	8.202E-5
0.0191	1.528	8.257E-5
0.01915	1.532	8.313E-5
0.0192	1.536	8.37E-5
0.01925	1.54	8.427E-5
0.0193	1.544	8.484E-5
0.01935	1.548	8.541E-5
0.0194	1.552	8.599E-5
0.01945	1.556	8.657E-5
0.0195	1.56	8.716E-5
0.01955	1.564	8.775E-5
0.0196	1.568	8.834E-5
0.01965	1.572	8.894E-5
0.0197	1.576	8.954E-5
0.01975	1.58	9.014E-5
0.0198	1.584	9.075E-5
0.01985	1.588	9.136E-5
0.0199	1.592	9.198E-5
0.01995	1.596	9.26E-5
0.02	1.6	9.322E-5
0.02005	1.604	9.385E-5
0.0201	1.608	9.448E-5
0.02015	1.612	9.511E-5
0.0202	1.616	9.575E-5
0.02025	1.62	9.639E-5
0.0203	1.624	9.704E-5
0.02035	1.628	9.769E-5
0.0204	1.632	9.834E-5
0.02045	1.636	9.9E-5
0.0205	1.64	9.966E-5
0.02055	1.644	1.003E-4
0.0206	1.648	1.01E-4
0.02065	1.652	1.017E-4
0.0207	1.656	1.023E-4
0.02075	1.66	1.03E-4
0.0208	1.664	1.037E-4
0.02085	1.668	1.044E-4
0.0209	1.672	1.051E-4
0.02095	1.676	1.058E-4
0.021	1.68	1.065E-4
0.02105	1.684	1.072E-4
0.0211	1.688	1.079E-4
0.02115	1.692	1.086E-4
0.0212	1.696	1.094E-4
0.02125	1.7	1.101E-4
0.0213	1.704	1.108E-4
0.02135	1.708	1.115E-4
0.0214	1.712	1.123E-4
0.02145	1.716	1.13E-4
0.0215	1.72	1.138E-4
0.02155	1.724	1.145E-4
0.0216	1.728	1.153E-4
0.02165	1.732	1.16E-4
0.0217	1.736	1.168E-4
0.02175	1.74	1.176E-4
0.0218	1.744	1.183E-4
0.02185	1.748	1.191E-4
0.0219	1.752	1.199E-4
0.02195	1.756	1.207E-4
0.022	1.76	1.215E-4
0.02205	1.764	1.222E-4
0.0221	1.768	1.23E-4
0.02215	1.772	1.238E-4
0.0222	1.776	1.247E-4
0.02225	1.78	1.255E-4
0.0223	1.784	1.263E-4
0.02235	1.788	1.271E-4
0.0224	1.792	1.279E-4
0.02245	1.796	1.288E-4
0.0225	1.8	1.296E-4
0.02255	1.804	1.304E-4
0.0226	1.808	1.313E-4
0.02265	1.812	1.321E-4
0.0227	1.816	1.33E-4
0.02275	1.82	1.338E-4
0.0228	1.824	1.347E-4
0.02285	1.828	1.356E-4
0.0229	1.832	1.364E-4
0.02295	1.836	1.373E-4
0.023	1.84	1.382E-4
0.02305	1.844	1.391E-4
0.0231	1.848	1.4E-4
0.02315	1.852	1.409E-4
0.0232	1.856	1.418E-4
0.02325	1.86	1.427E-4
0.0233	1.864	1.436E-4
0.02335	1.868	1.445E-4
0.0234	1.872	1.454E-4
0.02345	1.876	1.464E-4
0.0235	1.88	1.473E-4
0.02355	1.884	1.482E-4
0.0236	1.888	1.492E-4
0.02365	1.892	1.501E-4
0.0237	1.896	1.511E-4
0.02375	1.9	1.52E-4
0.0238	1.904	1.53E-4
0.02385	1.908	1.54E-4
0.0239	1.912	1.549E-4
0.02395	1.916	1.559E-4
0.024	1.92	1.569E-4
0.02405	1.924	1.579E-4
0.0241	1.928	1.589E-4
0.02415	1.932	1.599E-4
0.0242	1.936	1.609E-4
0.02425	1.94	1.619E-4
0.0243	1.944	1.629E-4
0.02435	1.948	1.639E-4
0.0244	1.952	1.649E-4
0.02445	1.956	1.66E-4
0.0245	1.96	1.67E-4
0.02455	1.964	1.68E-4
0.0246	1.968	1.691E-4
0.02465	1.972	1.701E-4
0.0247	1.976	1.712E-4
0.02475	1.98	1.723E-4
0.0248	1.984	1.733E-4
0.02485	1.988	1.744E-4
0.0249	1.992	1.755E-4
0.02495	1.996	1.766E-4
0.025	2	1.776E-4
0.025	2	1.776E-4
0.025	2	1.776E-4
0.025	2	1.776E-4
0.025	2	1.776E-4
0.025	2	1.776E-4
0.025	2	1.775E-4
0.02501	1.999	1.775E-4
0.02501	1.999	1.773E-4
0.02503	1.998	1.77E-4
0.02505	1.996	1.765E-4
0.0251	1.992	1.754E-4
0.02515	1.988	1.744E-4
0.0252	1.984	1.734E-4
0.02525	1.98	1.724E-4
0.0253	1.976	1.713E-4
0.02535	1.972	1.703E-4
0.0254	1.968	1.693E-4
0.02545	1.964	1.683E-4
0.0255	1.96	1.674E-4
0.02555	1.956	1.664E-4
0.0256	1.952	1.654E-4
0.02565	1.948	1.644E-4
0.0257	1.944	1.635E-4
0.02575	1.94	1.625E-4
0.0258	1.936	1.615E-4
0.02585	1.932	1.606E-4
0.0259	1.928	1.596E-4
0.02595	1.924	1.587E-4
0.026	1.92	1.578E-4
0.02605	1.916	1.568E-4
0.0261	1.912	1.559E-4
0.02615	1.908	1.55E-4
0.0262	1.904	1.541E-4
0.02625	1.9	1.532E-4
0.0263	1.896	1.523E-4
0.02635	1.892	1.514E-4
0.0264	1.888	1.505E-4
0.02645	1.884	1.496E-4
0.0265	1.88	1.487E-4
0.02655	1.876	1.478E-4
0.0266	1.872	1.469E-4
0.02665	1.868	1.46E-4
0.0267	1.864	1.452E-4
0.02675	1.86	1.443E-4
0.0268	1.856	1.435E-4
0.02685	1.852	1.426E-4
0.0269	1.848	1.418E-4
0.02695	1.844	1.409E-4
0.027	1.84	1.401E-4
0.02705	1.836	1.392E-4
0.0271	1.832	1.384E-4
0.02715	1.828	1.376E-4
0.0272	1.824	1.367E-4
0.02725	1.82	1.359E-4
0.0273	1.816	1.351E-4
0.02735	1.812	1.343E-4
0.0274	1.808	1.335E-4
0.02745	1.804	1.327E-4
0.0275	1.8	1.319E-4
0.02755	1.796	1.311E-4
0.0276	1.792	1.303E-4
0.02765	1.788	1.295E-4
0.0277	1.784	1.287E-4
0.02775	1.78	1.28E-4
0.0278	1.776	1.272E-4
0.02785	1.772	1.264E-4
0.0279	1.768	1.257E-4
0.02795	1.764	1.249E-4
0.028	1.76	1.241E-4
0.02805	1.756	1.234E-4
0.0281	1.752	1.226E-4
0.02815	1.748	1.219E-4
0.0282	1.744	1.212E-4
0.02825	1.74	1.204E-4
0.0283	1.736	1.197E-4
0.02835	1.732	1.19E-4
0.0284	1.728	1.182E-4
0.02845	1.724	1.175E-4
0.0285	1.72	1.168E-4
0.02855	1.716	1.161E-4
0.0286	1.712	1.154E-4
0.02865	1.708	1.147E-4
0.0287	1.704	1.14E-4
0.02875	1.7	1.133E-4
0.0288	1.696	1.126E-4
0.02885	1.692	1.119E-4
0.0289	1.688	1.112E-4
0.02895	1.684	1.105E-4
0.029	1.68	1.098E-4
0.02905	1.676	1.092E-4
0.0291	1.672	1.085E-4
0.02915	1.668	1.078E-4
0.0292	1.664	1.072E-4
0.02925	1.66	1.065E-4
0.0293	1.656	1.059E-4
0.02935	1.652	1.052E-4
0.0294	1.648	1.046E-4
0.02945	1.644	1.039E-4
0.0295	1.64	1.033E-4
0.02955	1.636	1.026E-4
0.0296	1.632	1.02E-4
0.02965	1.628	1.014E-4
0.0297	1.624	1.008E-4
0.02975	1.62	1.001E-4
0.0298	1.616	9.952E-5
0.02985	1.612	9.891E-5
0.0299	1.608	9.83E-5
0.02995	1.604	9.769E-5
0.03	1.6	9.709E-5
0.03005	1.596	9.649E-5
0.0301	1.592	9.589E-5
0.03015	1.588	9.53E-5
0.0302	1.584	9.471E-5
0.03025	1.58	9.413E-5
0.0303	1.576	9.355E-5
0.03035	1.572	9.297E-5
0.0304	1.568	9.239E-5
0.03045	1.564	9.182E-5
0.0305	1.56	9.126E-5
0.03055	1.556	9.069E-5
0.0306	1.552	9.013E-5
0.03065	1.548	8.957E-5
0.0307	1.544	8.902E-5
0.03075	1.54	8.847E-5
0.0308	1.536	8.792E-5
0.03085	1.532	8.738E-5
0.0309	1.528	8.684E-5
0.03095	1.524	8.63E-5
0.031	1.52	8.577E-5
0.03105	1.516	8.524E-5
0.0311	1.512	8.471E-5
0.03115	1.508	8.419E-5
0.0312	1.504	8.366E-5
0.03125	1.5	8.315E-5
0.0313	1.496	8.263E-5
0.03135	1.492	8.212E-5
0.0314	1.488	8.161E-5
0.03145	1.484	8.111E-5
0.0315	1.48	8.06E-5
0.03155	1.476	8.01E-5
0.0316	1.472	7.961E-5
0.03165	1.468	7.911E-5
0.0317	1.464	7.862E-5
0.03175	1.46	7.814E-5
0.0318	1.456	7.765E-5
0.03185	1.452	7.717E-5
0.0319	1.448	7.669E-5
0.03195	1.444	7.621E-5
0.032	1.44	7.574E-5
0.03205	1.436	7.527E-5
0.0321	1.432	7.48E-5
0.03215	1.428	7.434E-5
0.0322	1.424	7.387E-5
0.03225	1.42	7.342E-5
0.0323	1.416	7.296E-5
0.03235	1.412	7.25E-5
0.0324	1.408	7.205E-5
0.03245	1.404	7.16E-5
0.0325	1.4	7.116E-5
0.03255	1.396	7.072E-5
0.0326	1.392	7.027E-5
0.03265	1.388	6.984E-5
0.0327	1.384	6.94E-5
0.03275	1.38	6.897E-5
0.0328	1.376	6.854E-5
0.03285	1.372	6.811E-5
0.0329	1.368	6.769E-5
0.03295	1.364	6.726E-5
0.033	1.36	6.684E-5
0.03305	1.356	6.642E-5
0.0331	1.352	6.601E-5
0.03315	1.348	6.56E-5
0.0332	1.344	6.519E-5
0.03325	1.34	6.478E-5
0.0333	1.336	6.437E-5
0.03335	1.332	6.397E-5
0.0334	1.328	6.357E-5
0.03345	1.324	6.317E-5
0.0335	1.32	6.277E-5
0.03355	1.316	6.238E-5
0.0336	1.312	6.199E-5
0.03365	1.308	6.16E-5
0.0337	1.304	6.121E-5
0.03375	1.3	6.083E-5
0.0338	1.296	6.044E-5
0.03385	1.292	6.006E-5
0.0339	1.288	5.969E-5
0.03395	1.284	5.931E-5
0.034	1.28	5.894E-5
0.03405	1.276	5.857E-5
0.0341	1.272	5.82E-5
0.03415	1.268	5.783E-5
0.0342	1.264	5.746E-5
0.03425	1.26	5.71E-5
0.0343	1.256	5.674E-5
0.03435	1.252	5.638E-5
0.0344	1.248	5.602E-5
0.03445	1.244	5.567E-5
0.0345	1.24	5.532E-5
0.03455	1.236	5.497E-5
0.0346	1.232	5.462E-5
0.03465	1.228	5.427E-5
0.0347	1.224	5.393E-5
0.03475	1.22	5.359E-5
0.0348	1.216	5.324E-5
0.03485	1.212	5.291E-5
0.0349	1.208	5.257E-5
0.03495	1.204	5.223E-5
0.035	1.2	5.19E-5
0.03505	1.196	5.157E-5
0.0351	1.192	5.124E-5
0.03515	1.188	5.092E-5
0.0352	1.184	5.059E-5
0.03525	1.18	5.027E-5
0.0353	1.176	4.995E-5
0.03535	1.172	4.963E-5
0.0354	1.168	4.931E-5
0.03545	1.164	4.899E-5
0.0355	1.16	4.868E-5
0.03555	1.156	4.837E-5
0.0356	1.152	4.805E-5
0.03565	1.148	4.775E-5
0.0357	1.144	4.744E-5
0.03575	1.14	4.713E-5
0.0358	1.136	4.683E-5
0.03585	1.132	4.653E-5
0.0359	1.128	4.623E-5
0.03595	1.124	4.593E-5
0.036	1.12	4.563E-5
0.03605	1.116	4.534E-5
0.0361	1.112	4.504E-5
0.03615	1.108	4.475E-5
0.0362	1.104	4.446E-5
0.03625	1.1	4.417E-5
0.0363	1.096	4.389E-5
0.03635	1.092	4.36E-5
0.0364	1.088	4.332E-5
0.03645	1.084	4.303E-5
0.0365	1.08	4.275E-5
0.03655	1.076	4.247E-5
0.0366	1.072	4.22E-5
0.03665	1.068	4.192E-5
0.0367	1.064	4.165E-5
0.03675	1.06	4.137E-5
0.0368	1.056	4.11E-5
0.03685	1.052	4.083E-5
0.0369	1.048	4.056E-5
0.03695	1.044	4.03E-5
0.037	1.04	4.003E-5
0.03705	1.036	3.977E-5
0.0371	1.032	3.951E-5
0.03715	1.028	3.925E-5
0.0372	1.024	3.899E-5
0.03725	1.02	3.873E-5
0.0373	1.016	3.847E-5
0.03735	1.012	3.822E-5
0.0374	1.008	3.796E-5
0.03745	1.004	3.771E-5
0.0375	0.9997	3.746E-5
0.03755	0.9957	3.721E-5
0.0376	0.9917	3.696E-5
0.03765	0.9877	3.671E-5
0.0377	0.9837	3.647E-5
0.03775	0.9797	3.622E-5
0.0378	0.9757	3.598E-5
0.03785	0.9717	3.574E-5
0.0379	0.9677	3.55E-5
0.03795	0.9637	3.526E-5
0.038	0.9597	3.502E-5
0.03805	0.9557	3.478E-5
0.0381	0.9517	3.455E-5
0.03815	0.9477	3.431E-5
0.0382	0.9437	3.408E-5
0.03825	0.9397	3.385E-5
0.0383	0.9357	3.362E-5
0.03835	0.9317	3.339E-5
0.0384	0.9277	3.316E-5
0.03845	0.9237	3.294E-5
0.0385	0.9197	3.271E-5
0.03855	0.9157	3.249E-5
0.0386	0.9117	3.226E-5
0.03865	0.9077	3.204E-5
0.0387	0.9037	3.182E-5
0.03875	0.8997	3.16E-5
0.0388	0.8957	3.138E-5
0.03885	0.8917	3.117E-5
0.0389	0.8877	3.095E-5
0.03895	0.8837	3.074E-5
0.039	0.8797	3.052E-5
0.03905	0.8757	3.031E-5
0.0391	0.8717	3.01E-5
0.03915	0.8677	2.989E-5
0.0392	0.8637	2.968E-5
0.03925	0.8597	2.947E-5
0.0393	0.8557	2.926E-5
0.03935	0.8517	2.906E-5
0.0394	0.8477	2.885E-5
0.03945	0.8437	2.865E-5
0.0395	0.8397	2.844E-5
0.03955	0.8357	2.824E-5
0.0396	0.8317	2.804E-5
0.03965	0.8277	2.784E-5
0.0397	0.8237	2.764E-5
0.03975	0.8197	2.745E-5
0.0398	0.8157	2.725E-5
0.03985	0.8117	2.705E-5
0.0399	0.8077	2.686E-5
0.03995	0.8037	2.666E-5
0.04	0.7997	2.647E-5
0.04005	0.7957	2.628E-5
0.0401	0.7917	2.609E-5
0.04015	0.7877	2.59E-5
0.0402	0.7837	2.571E-5
0.04025	0.7797	2.552E-5
0.0403	0.7757	2.533E-5
0.04035	0.7717	2.515E-5
0.0404	0.7677	2.496E-5
0.04045	0.7637	2.478E-5
0.0405	0.7597	2.46E-5
0.04055	0.7557	2.441E-5
0.0406	0.7517	2.423E-5
0.04065	0.7477	2.405E-5
0.0407	0.7437	2.387E-5
0.04075	0.7397	2.369E-5
0.0408	0.7357	2.351E-5
0.04085	0.7317	2.334E-5
0.0409	0.7277	2.316E-5
0.04095	0.7237	2.298E-5
0.041	0.7197	2.281E-5
0.04105	0.7157	2.264E-5
0.0411	0.7117	2.246E-5
0.04115	0.7077	2.229E-5
0.0412	0.7037	2.212E-5
0.04125	0.6997	2.195E-5
0.0413	0.6957	2.178E-5
0.04135	0.6917	2.161E-5
0.0414	0.6877	2.144E-5
0.04145	0.6837	2.127E-5
0.0415	0.6797	2.111E-5
0.04155	0.6757	2.094E-5
