time (s)	Current (A)	Current (A)
	Device 1	Device 2
0.0649	-1.192	-4.656E-5
0.06491	-1.193	-4.661E-5
0.06492	-1.194	-4.667E-5
0.06493	-1.195	-4.672E-5
0.06494	-1.195	-4.677E-5
0.06495	-1.196	-4.682E-5
0.06496	-1.197	-4.687E-5
0.06497	-1.198	-4.693E-5
0.06498	-1.198	-4.698E-5
0.06499	-1.199	-4.703E-5
0.065	-1.2	-4.708E-5
0.06501	-1.2	-4.714E-5
0.06501	-1.201	-4.719E-5
0.06502	-1.202	-4.724E-5
0.06503	-1.203	-4.729E-5
0.06504	-1.203	-4.735E-5
0.06505	-1.204	-4.74E-5
0.06506	-1.205	-4.745E-5
0.06507	-1.206	-4.75E-5
0.06508	-1.206	-4.756E-5
0.06509	-1.207	-4.761E-5
0.0651	-1.208	-4.766E-5
0.06511	-1.208	-4.772E-5
0.06511	-1.209	-4.777E-5
0.06512	-1.21	-4.782E-5
0.06513	-1.211	-4.788E-5
0.06514	-1.211	-4.793E-5
0.06515	-1.212	-4.799E-5
0.06516	-1.213	-4.804E-5
0.06517	-1.214	-4.809E-5
0.06518	-1.214	-4.815E-5
0.06519	-1.215	-4.82E-5
0.0652	-1.216	-4.826E-5
0.06521	-1.217	-4.831E-5
0.06522	-1.217	-4.837E-5
0.06522	-1.218	-4.842E-5
0.06523	-1.219	-4.848E-5
0.06524	-1.219	-4.853E-5
0.06525	-1.22	-4.859E-5
0.06526	-1.221	-4.864E-5
0.06527	-1.222	-4.87E-5
0.06528	-1.222	-4.876E-5
0.06529	-1.223	-4.881E-5
0.0653	-1.224	-4.887E-5
0.06531	-1.225	-4.893E-5
0.06532	-1.225	-4.898E-5
0.06533	-1.226	-4.904E-5
0.06534	-1.227	-4.91E-5
0.06535	-1.228	-4.916E-5
0.06536	-1.228	-4.921E-5
0.06537	-1.229	-4.927E-5
0.06538	-1.23	-4.933E-5
0.06538	-1.231	-4.939E-5
0.06539	-1.232	-4.945E-5
0.0654	-1.232	-4.951E-5
0.06541	-1.233	-4.957E-5
0.06542	-1.234	-4.963E-5
0.06543	-1.235	-4.969E-5
0.06544	-1.235	-4.975E-5
0.06545	-1.236	-4.981E-5
0.06546	-1.237	-4.987E-5
0.06547	-1.238	-4.994E-5
0.06548	-1.239	-5E-5
0.06549	-1.239	-5.006E-5
0.0655	-1.24	-5.012E-5
0.06551	-1.241	-5.019E-5
0.06552	-1.242	-5.025E-5
0.06553	-1.243	-5.032E-5
0.06554	-1.244	-5.038E-5
0.06555	-1.244	-5.045E-5
0.06557	-1.245	-5.052E-5
0.06558	-1.246	-5.058E-5
0.06559	-1.247	-5.065E-5
0.0656	-1.248	-5.072E-5
0.06561	-1.249	-5.079E-5
0.06562	-1.25	-5.086E-5
0.06563	-1.25	-5.093E-5
0.06564	-1.251	-5.1E-5
0.06565	-1.252	-5.108E-5
0.06566	-1.253	-5.115E-5
0.06568	-1.254	-5.122E-5
0.06569	-1.255	-5.13E-5
0.0657	-1.256	-5.138E-5
0.06571	-1.257	-5.146E-5
0.06572	-1.258	-5.154E-5
0.06574	-1.259	-5.162E-5
0.06575	-1.26	-5.17E-5
0.06576	-1.261	-5.179E-5
0.06578	-1.262	-5.188E-5
0.06579	-1.263	-5.197E-5
0.0658	-1.264	-5.206E-5
0.06582	-1.265	-5.216E-5
0.06583	-1.267	-5.226E-5
0.06585	-1.268	-5.237E-5
0.06587	-1.269	-5.248E-5
0.06588	-1.271	-5.26E-5
0.0659	-1.272	-5.273E-5
0.06593	-1.274	-5.289E-5
0.06596	-1.277	-5.31E-5
0.06598	-1.278	-5.324E-5
0.066	-1.28	-5.339E-5
0.06602	-1.282	-5.353E-5
0.06604	-1.283	-5.364E-5
0.06605	-1.284	-5.375E-5
0.06607	-1.285	-5.385E-5
0.06608	-1.287	-5.395E-5
0.06609	-1.288	-5.404E-5
0.06611	-1.289	-5.414E-5
0.06612	-1.29	-5.423E-5
0.06613	-1.291	-5.432E-5
0.06615	-1.292	-5.44E-5
0.06616	-1.293	-5.449E-5
0.06617	-1.294	-5.457E-5
0.06618	-1.295	-5.466E-5
0.06619	-1.295	-5.474E-5
0.0662	-1.296	-5.482E-5
0.06622	-1.297	-5.49E-5
0.06623	-1.298	-5.498E-5
0.06624	-1.299	-5.506E-5
0.06625	-1.3	-5.514E-5
0.06626	-1.301	-5.521E-5
0.06627	-1.302	-5.529E-5
0.06628	-1.302	-5.537E-5
0.06629	-1.303	-5.544E-5
0.0663	-1.304	-5.552E-5
0.06631	-1.305	-5.559E-5
0.06632	-1.306	-5.567E-5
0.06633	-1.307	-5.574E-5
0.06634	-1.307	-5.581E-5
0.06635	-1.308	-5.589E-5
0.06636	-1.309	-5.596E-5
0.06637	-1.31	-5.603E-5
0.06638	-1.311	-5.611E-5
0.06639	-1.311	-5.618E-5
0.0664	-1.312	-5.625E-5
0.06641	-1.313	-5.632E-5
0.06642	-1.314	-5.639E-5
0.06643	-1.314	-5.646E-5
0.06644	-1.315	-5.653E-5
0.06645	-1.316	-5.66E-5
0.06646	-1.317	-5.667E-5
0.06647	-1.317	-5.675E-5
0.06648	-1.318	-5.682E-5
0.06649	-1.319	-5.689E-5
0.0665	-1.32	-5.696E-5
0.0665	-1.32	-5.703E-5
0.06651	-1.321	-5.709E-5
0.06652	-1.322	-5.716E-5
0.06653	-1.323	-5.723E-5
0.06654	-1.323	-5.73E-5
0.06655	-1.324	-5.737E-5
0.06656	-1.325	-5.744E-5
0.06657	-1.325	-5.751E-5
0.06658	-1.326	-5.758E-5
0.06659	-1.327	-5.765E-5
0.0666	-1.328	-5.772E-5
0.0666	-1.328	-5.779E-5
0.06661	-1.329	-5.786E-5
0.06662	-1.33	-5.792E-5
0.06663	-1.33	-5.799E-5
0.06664	-1.331	-5.806E-5
0.06665	-1.332	-5.813E-5
0.06666	-1.333	-5.82E-5
0.06667	-1.333	-5.827E-5
0.06668	-1.334	-5.834E-5
0.06668	-1.335	-5.84E-5
0.06669	-1.335	-5.847E-5
0.0667	-1.336	-5.854E-5
0.06671	-1.337	-5.861E-5
0.06672	-1.338	-5.868E-5
0.06673	-1.338	-5.875E-5
0.06674	-1.339	-5.882E-5
0.06675	-1.34	-5.889E-5
0.06675	-1.34	-5.895E-5
0.06676	-1.341	-5.902E-5
0.06677	-1.342	-5.909E-5
0.06678	-1.342	-5.916E-5
0.06679	-1.343	-5.923E-5
0.0668	-1.344	-5.93E-5
0.06681	-1.344	-5.937E-5
0.06681	-1.345	-5.944E-5
0.06682	-1.346	-5.951E-5
0.06683	-1.347	-5.958E-5
0.06684	-1.347	-5.965E-5
0.06685	-1.348	-5.972E-5
0.06686	-1.349	-5.979E-5
0.06687	-1.349	-5.986E-5
0.06688	-1.35	-5.992E-5
0.06688	-1.351	-5.999E-5
0.06689	-1.351	-6.006E-5
0.0669	-1.352	-6.013E-5
0.06691	-1.353	-6.02E-5
0.06692	-1.353	-6.028E-5
0.06693	-1.354	-6.035E-5
0.06694	-1.355	-6.042E-5
0.06694	-1.356	-6.049E-5
0.06695	-1.356	-6.056E-5
0.06696	-1.357	-6.063E-5
0.06697	-1.358	-6.07E-5
0.06698	-1.358	-6.077E-5
0.06699	-1.359	-6.084E-5
0.067	-1.36	-6.091E-5
0.067	-1.36	-6.098E-5
0.06701	-1.361	-6.106E-5
0.06702	-1.362	-6.113E-5
0.06703	-1.362	-6.12E-5
0.06704	-1.363	-6.127E-5
0.06705	-1.364	-6.134E-5
0.06706	-1.365	-6.142E-5
0.06707	-1.365	-6.149E-5
0.06707	-1.366	-6.156E-5
0.06708	-1.367	-6.163E-5
0.06709	-1.367	-6.171E-5
0.0671	-1.368	-6.178E-5
0.06711	-1.369	-6.185E-5
0.06712	-1.369	-6.193E-5
0.06713	-1.37	-6.2E-5
0.06714	-1.371	-6.207E-5
0.06714	-1.372	-6.215E-5
0.06715	-1.372	-6.222E-5
0.06716	-1.373	-6.23E-5
0.06717	-1.374	-6.237E-5
0.06718	-1.374	-6.244E-5
0.06719	-1.375	-6.252E-5
0.0672	-1.376	-6.259E-5
0.06721	-1.376	-6.267E-5
0.06721	-1.377	-6.275E-5
0.06722	-1.378	-6.282E-5
0.06723	-1.379	-6.29E-5
0.06724	-1.379	-6.297E-5
0.06725	-1.38	-6.305E-5
0.06726	-1.381	-6.313E-5
0.06727	-1.381	-6.32E-5
0.06728	-1.382	-6.328E-5
0.06729	-1.383	-6.336E-5
0.06729	-1.384	-6.343E-5
0.0673	-1.384	-6.351E-5
0.06731	-1.385	-6.359E-5
0.06732	-1.386	-6.367E-5
0.06733	-1.386	-6.375E-5
0.06734	-1.387	-6.383E-5
0.06735	-1.388	-6.39E-5
0.06736	-1.389	-6.398E-5
0.06737	-1.389	-6.406E-5
0.06738	-1.39	-6.414E-5
0.06738	-1.391	-6.422E-5
0.06739	-1.391	-6.43E-5
0.0674	-1.392	-6.438E-5
0.06741	-1.393	-6.446E-5
0.06742	-1.394	-6.454E-5
0.06743	-1.394	-6.463E-5
0.06744	-1.395	-6.471E-5
0.06745	-1.396	-6.479E-5
0.06746	-1.397	-6.487E-5
0.06747	-1.397	-6.495E-5
0.06748	-1.398	-6.504E-5
0.06749	-1.399	-6.512E-5
0.06749	-1.4	-6.52E-5
0.0675	-1.4	-6.529E-5
0.06751	-1.401	-6.537E-5
0.06752	-1.402	-6.545E-5
0.06753	-1.403	-6.554E-5
0.06754	-1.403	-6.562E-5
0.06755	-1.404	-6.571E-5
0.06756	-1.405	-6.579E-5
0.06757	-1.406	-6.588E-5
0.06758	-1.406	-6.597E-5
0.06759	-1.407	-6.605E-5
0.0676	-1.408	-6.614E-5
0.06761	-1.409	-6.623E-5
0.06762	-1.409	-6.631E-5
0.06763	-1.41	-6.64E-5
0.06764	-1.411	-6.649E-5
0.06765	-1.412	-6.658E-5
0.06766	-1.413	-6.667E-5
0.06767	-1.413	-6.676E-5
0.06768	-1.414	-6.685E-5
0.06769	-1.415	-6.694E-5
0.0677	-1.416	-6.703E-5
0.06771	-1.416	-6.712E-5
0.06772	-1.417	-6.721E-5
0.06773	-1.418	-6.73E-5
0.06774	-1.419	-6.739E-5
0.06775	-1.42	-6.748E-5
0.06775	-1.42	-6.758E-5
0.06776	-1.421	-6.767E-5
0.06778	-1.422	-6.776E-5
0.06779	-1.423	-6.786E-5
0.0678	-1.424	-6.795E-5
0.06781	-1.424	-6.804E-5
0.06782	-1.425	-6.814E-5
0.06783	-1.426	-6.824E-5
0.06784	-1.427	-6.833E-5
0.06785	-1.428	-6.843E-5
0.06786	-1.429	-6.852E-5
0.06787	-1.429	-6.862E-5
0.06788	-1.43	-6.872E-5
0.06789	-1.431	-6.882E-5
0.0679	-1.432	-6.892E-5
0.06791	-1.433	-6.902E-5
0.06792	-1.433	-6.912E-5
0.06793	-1.434	-6.922E-5
0.06794	-1.435	-6.932E-5
0.06795	-1.436	-6.942E-5
0.06796	-1.437	-6.952E-5
0.06797	-1.438	-6.962E-5
0.06798	-1.439	-6.972E-5
0.06799	-1.439	-6.983E-5
0.068	-1.44	-6.993E-5
0.06801	-1.441	-7.003E-5
0.06803	-1.442	-7.014E-5
0.06804	-1.443	-7.024E-5
0.06805	-1.444	-7.035E-5
0.06806	-1.445	-7.046E-5
0.06807	-1.446	-7.056E-5
0.06808	-1.446	-7.067E-5
0.06809	-1.447	-7.078E-5
0.0681	-1.448	-7.089E-5
0.06811	-1.449	-7.1E-5
0.06812	-1.45	-7.111E-5
0.06814	-1.451	-7.122E-5
0.06815	-1.452	-7.133E-5
0.06816	-1.453	-7.144E-5
0.06817	-1.454	-7.155E-5
0.06818	-1.454	-7.166E-5
0.06819	-1.455	-7.178E-5
0.0682	-1.456	-7.189E-5
0.06822	-1.457	-7.2E-5
0.06823	-1.458	-7.212E-5
0.06824	-1.459	-7.224E-5
0.06825	-1.46	-7.235E-5
0.06826	-1.461	-7.247E-5
0.06827	-1.462	-7.259E-5
0.06829	-1.463	-7.271E-5
0.0683	-1.464	-7.282E-5
0.06831	-1.465	-7.294E-5
0.06832	-1.466	-7.307E-5
0.06833	-1.467	-7.319E-5
0.06835	-1.468	-7.331E-5
0.06836	-1.469	-7.343E-5
0.06837	-1.47	-7.355E-5
0.06838	-1.471	-7.368E-5
0.06839	-1.472	-7.38E-5
0.06841	-1.473	-7.393E-5
0.06842	-1.474	-7.406E-5
0.06843	-1.475	-7.418E-5
0.06844	-1.476	-7.431E-5
0.06846	-1.477	-7.444E-5
0.06847	-1.478	-7.457E-5
0.06848	-1.479	-7.47E-5
0.06849	-1.48	-7.483E-5
0.06851	-1.481	-7.496E-5
0.06852	-1.482	-7.51E-5
0.06853	-1.483	-7.523E-5
0.06855	-1.484	-7.537E-5
0.06856	-1.485	-7.55E-5
0.06857	-1.486	-7.564E-5
0.06859	-1.487	-7.577E-5
0.0686	-1.488	-7.591E-5
0.06861	-1.489	-7.605E-5
0.06863	-1.49	-7.619E-5
0.06864	-1.491	-7.633E-5
0.06865	-1.492	-7.648E-5
0.06867	-1.493	-7.662E-5
0.06868	-1.494	-7.676E-5
0.06869	-1.495	-7.691E-5
0.06871	-1.497	-7.705E-5
0.06872	-1.498	-7.72E-5
0.06873	-1.499	-7.735E-5
0.06875	-1.5	-7.75E-5
0.06876	-1.501	-7.765E-5
0.06878	-1.502	-7.78E-5
0.06879	-1.503	-7.795E-5
0.06881	-1.504	-7.81E-5
0.06882	-1.506	-7.826E-5
0.06883	-1.507	-7.841E-5
0.06885	-1.508	-7.857E-5
0.06886	-1.509	-7.873E-5
0.06888	-1.51	-7.889E-5
0.06889	-1.511	-7.905E-5
0.06891	-1.513	-7.921E-5
0.06892	-1.514	-7.937E-5
0.06894	-1.515	-7.953E-5
0.06895	-1.516	-7.97E-5
0.06897	-1.517	-7.986E-5
0.06898	-1.519	-8.003E-5
0.069	-1.52	-8.02E-5
0.06901	-1.521	-8.037E-5
0.06903	-1.522	-8.054E-5
0.06904	-1.524	-8.071E-5
0.06906	-1.525	-8.089E-5
0.06908	-1.526	-8.106E-5
0.06909	-1.527	-8.124E-5
0.06911	-1.529	-8.142E-5
0.06912	-1.53	-8.16E-5
0.06914	-1.531	-8.178E-5
0.06916	-1.532	-8.196E-5
0.06917	-1.534	-8.215E-5
0.06919	-1.535	-8.233E-5
0.06921	-1.536	-8.252E-5
0.06922	-1.538	-8.271E-5
0.06924	-1.539	-8.29E-5
0.06926	-1.54	-8.309E-5
0.06927	-1.542	-8.328E-5
0.06929	-1.543	-8.348E-5
0.06931	-1.545	-8.367E-5
0.06932	-1.546	-8.387E-5
0.06934	-1.547	-8.407E-5
0.06936	-1.549	-8.427E-5
0.06938	-1.55	-8.447E-5
0.06939	-1.551	-8.468E-5
0.06941	-1.553	-8.489E-5
0.06943	-1.554	-8.51E-5
0.06945	-1.556	-8.531E-5
0.06947	-1.557	-8.552E-5
0.06948	-1.559	-8.573E-5
0.0695	-1.56	-8.595E-5
0.06952	-1.562	-8.617E-5
0.06954	-1.563	-8.639E-5
0.06956	-1.565	-8.661E-5
0.06958	-1.566	-8.683E-5
0.0696	-1.568	-8.706E-5
0.06962	-1.569	-8.729E-5
0.06963	-1.571	-8.752E-5
0.06965	-1.572	-8.775E-5
0.06967	-1.574	-8.798E-5
0.06969	-1.575	-8.822E-5
0.06971	-1.577	-8.846E-5
0.06973	-1.579	-8.87E-5
0.06975	-1.58	-8.894E-5
0.06977	-1.582	-8.919E-5
0.06979	-1.583	-8.944E-5
0.06981	-1.585	-8.969E-5
0.06983	-1.587	-8.994E-5
0.06986	-1.588	-9.02E-5
0.06988	-1.59	-9.045E-5
0.0699	-1.592	-9.071E-5
0.06992	-1.593	-9.098E-5
0.06994	-1.595	-9.124E-5
0.06996	-1.597	-9.151E-5
0.06998	-1.599	-9.178E-5
0.07001	-1.6	-9.205E-5
0.07003	-1.602	-9.233E-5
0.07005	-1.604	-9.261E-5
0.07007	-1.606	-9.289E-5
0.07009	-1.608	-9.318E-5
0.07012	-1.609	-9.346E-5
0.07014	-1.611	-9.375E-5
0.07016	-1.613	-9.405E-5
0.07019	-1.615	-9.434E-5
0.07021	-1.617	-9.464E-5
0.07023	-1.619	-9.494E-5
0.07026	-1.62	-9.525E-5
0.07028	-1.622	-9.556E-5
0.0703	-1.624	-9.587E-5
0.07033	-1.626	-9.618E-5
0.07035	-1.628	-9.65E-5
0.07038	-1.63	-9.682E-5
0.0704	-1.632	-9.715E-5
0.07043	-1.634	-9.748E-5
0.07045	-1.636	-9.781E-5
0.07048	-1.638	-9.814E-5
0.0705	-1.64	-9.848E-5
0.07053	-1.642	-9.882E-5
0.07055	-1.644	-9.917E-5
0.07058	-1.646	-9.952E-5
0.07061	-1.649	-9.987E-5
0.07063	-1.651	-1.002E-4
0.07066	-1.653	-1.006E-4
0.07069	-1.655	-1.01E-4
0.07071	-1.657	-1.013E-4
0.07074	-1.659	-1.017E-4
0.07077	-1.661	-1.021E-4
0.0708	-1.664	-1.024E-4
0.07082	-1.666	-1.028E-4
0.07085	-1.668	-1.032E-4
0.07088	-1.67	-1.036E-4
0.07091	-1.673	-1.04E-4
0.07094	-1.675	-1.044E-4
0.07097	-1.677	-1.048E-4
0.07099	-1.68	-1.052E-4
0.07102	-1.682	-1.056E-4
0.07105	-1.684	-1.061E-4
0.07108	-1.687	-1.065E-4
0.07111	-1.689	-1.069E-4
0.07114	-1.691	-1.073E-4
0.07117	-1.694	-1.078E-4
0.0712	-1.696	-1.082E-4
0.07123	-1.699	-1.087E-4
0.07127	-1.701	-1.091E-4
0.0713	-1.704	-1.096E-4
0.07133	-1.706	-1.1E-4
0.07136	-1.709	-1.105E-4
0.07139	-1.711	-1.11E-4
0.07142	-1.714	-1.114E-4
0.07146	-1.716	-1.119E-4
0.07149	-1.719	-1.124E-4
0.07152	-1.722	-1.129E-4
0.07155	-1.724	-1.134E-4
0.07159	-1.727	-1.139E-4
0.07162	-1.73	-1.144E-4
0.07166	-1.732	-1.149E-4
0.07169	-1.735	-1.155E-4
0.07172	-1.738	-1.16E-4
0.07176	-1.741	-1.165E-4
0.07179	-1.744	-1.171E-4
0.07183	-1.746	-1.176E-4
0.07187	-1.749	-1.182E-4
0.0719	-1.752	-1.188E-4
0.07194	-1.755	-1.193E-4
0.07198	-1.758	-1.199E-4
0.07201	-1.761	-1.205E-4
0.07205	-1.764	-1.211E-4
0.07209	-1.767	-1.217E-4
0.07213	-1.77	-1.223E-4
0.07217	-1.773	-1.23E-4
0.07221	-1.776	-1.236E-4
0.07225	-1.78	-1.243E-4
0.07229	-1.783	-1.249E-4
0.07233	-1.786	-1.256E-4
0.07237	-1.79	-1.263E-4
0.07241	-1.793	-1.27E-4
0.07246	-1.797	-1.277E-4
0.0725	-1.8	-1.285E-4
0.07255	-1.804	-1.293E-4
0.07259	-1.808	-1.301E-4
0.07264	-1.811	-1.309E-4
0.07269	-1.816	-1.318E-4
0.07275	-1.82	-1.327E-4
0.0728	-1.824	-1.336E-4
0.07286	-1.829	-1.347E-4
0.07292	-1.834	-1.358E-4
0.07299	-1.839	-1.369E-4
0.07305	-1.844	-1.38E-4
0.07312	-1.849	-1.392E-4
0.07318	-1.855	-1.404E-4
0.07325	-1.86	-1.416E-4
0.07331	-1.864	-1.426E-4
0.07336	-1.869	-1.436E-4
0.07341	-1.873	-1.445E-4
0.07345	-1.876	-1.453E-4
0.0735	-1.88	-1.462E-4
0.07354	-1.883	-1.469E-4
0.07358	-1.886	-1.477E-4
0.07362	-1.889	-1.485E-4
0.07366	-1.893	-1.492E-4
0.07369	-1.896	-1.499E-4
0.07373	-1.899	-1.506E-4
0.07377	-1.901	-1.513E-4
0.0738	-1.904	-1.52E-4
0.07384	-1.907	-1.527E-4
0.07387	-1.91	-1.533E-4
0.07391	-1.912	-1.54E-4
0.07394	-1.915	-1.547E-4
0.07397	-1.918	-1.553E-4
0.074	-1.92	-1.559E-4
0.07404	-1.923	-1.566E-4
0.07407	-1.925	-1.572E-4
0.0741	-1.928	-1.578E-4
0.07413	-1.93	-1.584E-4
0.07416	-1.933	-1.59E-4
0.07419	-1.935	-1.596E-4
0.07422	-1.937	-1.602E-4
0.07425	-1.94	-1.608E-4
0.07428	-1.942	-1.614E-4
0.0743	-1.944	-1.62E-4
0.07433	-1.947	-1.625E-4
0.07436	-1.949	-1.631E-4
0.07439	-1.951	-1.637E-4
0.07442	-1.953	-1.643E-4
0.07444	-1.955	-1.648E-4
0.07447	-1.958	-1.654E-4
0.0745	-1.96	-1.659E-4
0.07452	-1.962	-1.665E-4
0.07455	-1.964	-1.67E-4
0.07458	-1.966	-1.676E-4
0.0746	-1.968	-1.681E-4
0.07463	-1.97	-1.687E-4
0.07465	-1.972	-1.692E-4
0.07468	-1.974	-1.698E-4
0.0747	-1.976	-1.703E-4
0.07473	-1.978	-1.708E-4
0.07475	-1.98	-1.714E-4
0.07478	-1.982	-1.719E-4
0.0748	-1.984	-1.724E-4
0.07483	-1.986	-1.73E-4
0.07485	-1.988	-1.735E-4
0.07488	-1.99	-1.74E-4
0.0749	-1.992	-1.745E-4
0.07492	-1.994	-1.75E-4
0.07495	-1.996	-1.756E-4
0.07497	-1.998	-1.761E-4
0.07499	-2	-1.766E-4
0.075	-2	-1.767E-4
0.075	-2	-1.767E-4
0.075	-2	-1.767E-4
0.075	-2	-1.767E-4
0.075	-2	-1.767E-4
0.075	-2	-1.767E-4
0.075	-2	-1.766E-4
0.07501	-1.999	-1.766E-4
0.07501	-1.999	-1.764E-4
0.07503	-1.998	-1.762E-4
0.07504	-1.997	-1.759E-4
0.07505	-1.996	-1.756E-4
0.07506	-1.995	-1.754E-4
0.07508	-1.994	-1.751E-4
0.07509	-1.993	-1.749E-4
0.0751	-1.992	-1.746E-4
0.07511	-1.991	-1.744E-4
0.07513	-1.99	-1.741E-4
0.07514	-1.989	-1.739E-4
0.07515	-1.988	-1.736E-4
0.07516	-1.987	-1.734E-4
0.07518	-1.986	-1.731E-4
0.07519	-1.985	-1.728E-4
0.0752	-1.984	-1.726E-4
0.07521	-1.983	-1.723E-4
0.07523	-1.982	-1.721E-4
0.07524	-1.981	-1.718E-4
0.07525	-1.98	-1.716E-4
0.07526	-1.979	-1.713E-4
0.07528	-1.978	-1.711E-4
0.07529	-1.977	-1.708E-4
0.0753	-1.976	-1.706E-4
0.07532	-1.975	-1.703E-4
0.07533	-1.974	-1.7E-4
0.07534	-1.973	-1.698E-4
0.07535	-1.972	-1.695E-4
0.07537	-1.971	-1.693E-4
0.07538	-1.97	-1.69E-4
0.07539	-1.969	-1.688E-4
0.07541	-1.968	-1.685E-4
0.07542	-1.966	-1.682E-4
0.07543	-1.965	-1.68E-4
0.07545	-1.964	-1.677E-4
0.07546	-1.963	-1.675E-4
0.07547	-1.962	-1.672E-4
0.07549	-1.961	-1.669E-4
0.0755	-1.96	-1.667E-4
0.07551	-1.959	-1.664E-4
0.07553	-1.958	-1.662E-4
0.07554	-1.957	-1.659E-4
0.07555	-1.956	-1.656E-4
0.07557	-1.955	-1.654E-4
0.07558	-1.954	-1.651E-4
0.07559	-1.952	-1.648E-4
0.07561	-1.951	-1.646E-4
0.07562	-1.95	-1.643E-4
0.07564	-1.949	-1.64E-4
0.07565	-1.948	-1.638E-4
0.07566	-1.947	-1.635E-4
0.07568	-1.946	-1.632E-4
0.07569	-1.945	-1.63E-4
0.07571	-1.944	-1.627E-4
0.07572	-1.942	-1.624E-4
0.07573	-1.941	-1.621E-4
0.07575	-1.94	-1.619E-4
0.07576	-1.939	-1.616E-4
0.07578	-1.938	-1.613E-4
0.07579	-1.937	-1.61E-4
0.07581	-1.935	-1.608E-4
0.07582	-1.934	-1.605E-4
0.07584	-1.933	-1.602E-4
0.07585	-1.932	-1.599E-4
0.07587	-1.931	-1.596E-4
0.07588	-1.929	-1.593E-4
0.0759	-1.928	-1.591E-4
0.07591	-1.927	-1.588E-4
0.07593	-1.926	-1.585E-4
0.07594	-1.924	-1.582E-4
0.07596	-1.923	-1.579E-4
0.07598	-1.922	-1.576E-4
0.07599	-1.921	-1.573E-4
0.07601	-1.919	-1.57E-4
0.07602	-1.918	-1.567E-4
0.07604	-1.917	-1.564E-4
0.07606	-1.916	-1.561E-4
0.07607	-1.914	-1.558E-4
0.07609	-1.913	-1.555E-4
0.07611	-1.912	-1.552E-4
0.07612	-1.91	-1.549E-4
0.07614	-1.909	-1.546E-4
0.07616	-1.907	-1.543E-4
0.07617	-1.906	-1.54E-4
0.07619	-1.905	-1.537E-4
0.07621	-1.903	-1.533E-4
0.07623	-1.902	-1.53E-4
0.07625	-1.9	-1.527E-4
0.07626	-1.899	-1.524E-4
0.07628	-1.897	-1.52E-4
0.0763	-1.896	-1.517E-4
0.07632	-1.894	-1.514E-4
0.07634	-1.893	-1.51E-4
0.07636	-1.891	-1.507E-4
0.07638	-1.89	-1.503E-4
0.0764	-1.888	-1.5E-4
0.07642	-1.886	-1.496E-4
0.07644	-1.885	-1.492E-4
0.07646	-1.883	-1.488E-4
0.07648	-1.881	-1.485E-4
0.07651	-1.88	-1.481E-4
0.07653	-1.878	-1.477E-4
0.07655	-1.876	-1.473E-4
0.07657	-1.874	-1.469E-4
0.0766	-1.872	-1.464E-4
0.07662	-1.87	-1.46E-4
0.07665	-1.868	-1.456E-4
0.07668	-1.866	-1.451E-4
0.07671	-1.864	-1.446E-4
0.07674	-1.861	-1.441E-4
0.07676	-1.859	-1.436E-4
0.07679	-1.857	-1.431E-4
0.07682	-1.854	-1.426E-4
0.07685	-1.852	-1.421E-4
0.07688	-1.85	-1.416E-4
0.07691	-1.847	-1.411E-4
0.07694	-1.845	-1.407E-4
0.07697	-1.843	-1.402E-4
0.077	-1.84	-1.397E-4
0.07703	-1.838	-1.392E-4
0.07706	-1.835	-1.387E-4
0.07709	-1.833	-1.382E-4
0.07711	-1.831	-1.378E-4
0.07714	-1.829	-1.373E-4
0.07717	-1.827	-1.369E-4
0.07719	-1.825	-1.365E-4
0.07721	-1.823	-1.361E-4
0.07724	-1.821	-1.357E-4
0.07726	-1.819	-1.353E-4
0.07729	-1.817	-1.349E-4
0.07731	-1.815	-1.346E-4
0.07733	-1.814	-1.342E-4
0.07735	-1.812	-1.339E-4
0.07737	-1.81	-1.335E-4
0.0774	-1.808	-1.332E-4
0.07742	-1.807	-1.328E-4
0.07744	-1.805	-1.325E-4
0.07746	-1.803	-1.321E-4
0.07748	-1.802	-1.318E-4
0.0775	-1.8	-1.315E-4
0.07752	-1.798	-1.312E-4
0.07754	-1.797	-1.308E-4
0.07756	-1.795	-1.305E-4
0.07758	-1.793	-1.302E-4
0.0776	-1.792	-1.299E-4
0.07762	-1.79	-1.296E-4
0.07764	-1.789	-1.293E-4
0.07766	-1.787	-1.29E-4
0.07768	-1.786	-1.287E-4
0.0777	-1.784	-1.284E-4
0.07772	-1.782	-1.281E-4
0.07774	-1.781	-1.278E-4
0.07776	-1.779	-1.275E-4
0.07778	-1.778	-1.272E-4
0.0778	-1.776	-1.269E-4
0.07782	-1.775	-1.266E-4
0.07783	-1.773	-1.263E-4
0.07785	-1.772	-1.26E-4
0.07787	-1.77	-1.258E-4
0.07789	-1.769	-1.255E-4
0.07791	-1.767	-1.252E-4
0.07793	-1.766	-1.249E-4
0.07795	-1.764	-1.246E-4
0.07796	-1.763	-1.243E-4
0.07798	-1.761	-1.241E-4
0.078	-1.76	-1.238E-4
0.07802	-1.758	-1.235E-4
0.07804	-1.757	-1.232E-4
0.07806	-1.756	-1.23E-4
0.07807	-1.754	-1.227E-4
0.07809	-1.753	-1.224E-4
0.07811	-1.751	-1.222E-4
0.07813	-1.75	-1.219E-4
0.07815	-1.748	-1.216E-4
0.07816	-1.747	-1.214E-4
0.07818	-1.745	-1.211E-4
0.0782	-1.744	-1.208E-4
