time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = 0.65 V	Vb = 0.7 V	Vb = 0.75 V	Vb = 0.8 V	Vb = 0.85 V	Vb = 0.9 V	Vb = 0.95 V	Vb = 1 V
2.19339339339339E-5	215.096817111596	250.512215399769	295.865557110439	351.17913206299	416.478471356129	491.783223306786	577.037748601331	671.545696610036
2.1957957957958E-5	215.094913814026	250.509572938277	295.861971435397	351.174372252847	416.472290214117	491.77540352471	577.028373499953	671.537060425744
2.1981981981982E-5	215.093021232796	250.506944214805	295.858402950964	351.169633460009	416.466134180457	491.767612927519	577.019030457514	671.528450880484
2.2006006006006E-5	215.091139307213	250.504329157298	295.854851573653	351.164915589932	416.460003150452	491.75985140231	577.009719359145	671.519867888068
2.203003003003E-5	215.089267976936	250.501727694089	295.851317220392	351.160218548512	416.453897019867	491.75211883665	577.00044009042	671.511311362613
2.20540540540541E-5	215.087407181965	250.49913975389	295.847799808522	351.155542242084	416.447815684919	491.744415118566	576.991192537361	671.502781218537
2.20780780780781E-5	215.085556862646	250.496565265793	295.844299255796	351.15088657742	416.441759042283	491.736740136551	576.981976586433	671.494277370561
2.21021021021021E-5	215.083716959667	250.494004159271	295.840815480376	351.146251461723	416.435726989084	491.729093779555	576.972792124542	671.485799733704
2.21261261261261E-5	215.081887414056	250.491456364171	295.837348400832	351.141636802631	416.429719422896	491.721475936986	576.963639039034	671.477348223286
2.21501501501501E-5	215.080068167176	250.488921810715	295.833897936139	351.137042508212	416.423736241743	491.713886498711	576.954517217692	671.468922754921
2.21741741741742E-5	215.078259160728	250.486400429495	295.830464005673	351.132468486958	416.417777344093	491.706325355046	576.945426548736	671.460523244524
2.21981981981982E-5	215.076460336745	250.483892151474	295.827046529212	351.127914647791	416.411842628857	491.698792396763	576.936366920817	671.452149608301
2.22222222222222E-5	215.074671637595	250.481396907985	295.823645426933	351.123380900054	416.405931995389	491.691287515081	576.92733822302	671.443801762754
2.22462462462462E-5	215.072893005971	250.478914630723	295.82026061941	351.118867153512	416.40004534348	491.683810601666	576.91834034486	671.435479624678
2.22702702702703E-5	215.071124384898	250.47644525175	295.81689202761	351.114373318349	416.394182573361	491.676361548632	576.909373176279	671.427183111158
2.22942942942943E-5	215.069365717725	250.473988703487	295.813539572895	351.109899305167	416.388343585695	491.668940248533	576.900436607644	671.418912139572
