Pulse Number	Voltage (V)	Measurements (Ù)	Model (Ù)	VTEAM (Ù)
210	0.6	16180.004883	16413.0439851347	16446.1390871852
211	0.6	16572.042969	16413.6563469147	16446.6859081873
212	0.6	16423.533203	16414.2673851801	16447.2321647076
213	0.6	16469.736328	16414.8771032032	16447.7778578208
214	0.6	16666.144531	16415.4855042466	16448.3229885991
215	0.6	16197.026367	16416.0925915629	16448.8675581113
216	0.6	16542.017578	16416.6983683951	16449.4115674234
217	0.6	16858.728516	16417.3028379764	16449.9550175988
218	0.6	15813.513672	16417.9060035302	16450.4979096974
219	0.6	16144.454102	16418.5078682702	16451.0402447766
220	0.6	16479.988281	16419.1084354005	16451.5820238907
221	0.6	16148.691406	16419.7077081157	16452.1232480913
222	0.6	16074.59082	16420.3056896007	16452.6639184269
223	0.6	16262.599609	16420.9023830308	16453.2040359432
224	0.6	16177.773438	16421.4977915719	16453.7436016831
225	0.6	16378.99707	16422.0919183806	16454.2826166866
226	0.6	16444.943359	16422.6847666037	16454.8210819908
227	0.6	16391.189453	16423.2763393788	16455.3589986301
228	0.6	16769.671875	16423.8666398343	16455.8963676359
229	0.6	16199.983398	16424.4556710891	16456.4331900369
230	0.6	16544.072266	16425.0434362527	16456.9694668591
231	0.6	16200.271484	16425.6299384255	16457.5051991255
232	0.6	16199.810547	16426.2151806988	16458.0403878564
233	0.6	16517.341797	16426.7991661545	16458.5750340695
234	0.6	16538.570312	16427.3818978654	16459.1091387793
235	0.6	16485.582031	16427.9633788952	16459.642702998
236	0.6	16627.859375	16428.5436122986	16460.1757277348
237	0.6	16450.042969	16429.1226011212	16460.7082139964
238	0.6	16692.189453	16429.7003483994	16461.2401627864
239	0.6	16678.509766	16430.2768571611	16461.771575106
240	0.6	16231.139648	16430.8521304246	16462.3024519537
241	0.6	16817.949219	16431.4261711999	16462.8327943251
242	0.6	16264.496094	16431.9989824877	16463.3626032132
243	0.6	16534.328125	16432.5705672801	16463.8918796084
244	0.6	16456.796875	16433.1409285602	16464.4206244983
245	0.6	16344.924805	16433.7100693024	16464.948838868
246	0.6	16593.373047	16434.2779924724	16465.4765236999
247	0.6	16264.75293	16434.8447010272	16466.0036799737
248	0.6	16668.236328	16435.410197915	16466.5303086665
249	0.6	16403.830078	16435.9744860753	16467.0564107527
250	0.6	16237.905273	16436.5375684392	16467.5819872043
251	0.6	16461.599609	16437.0994479291	16468.1070389905
252	0.6	16145.560547	16437.6601274587	16468.6315670781
253	0.6	16389.875	16438.2196099335	16469.1555724309
254	0.6	16399.634766	16438.7778982501	16469.6790560107
255	0.6	16095.665039	16439.334995297	16470.2020187764
256	0.6	16183.081055	16439.8909039541	16470.7244616844
257	0.6	16333.744141	16440.4456270928	16471.2463856885
258	0.6	16532.289062	16440.9991675764	16471.76779174
259	0.6	15914.032227	16441.5515282595	16472.2886807877
260	0.6	16480.824219	16442.1027119888	16472.8090537779
261	0.6	16522.474609	16442.6527216024	16473.3289116543
262	0.6	16138.773438	16443.2015599302	16473.8482553582
263	0.6	16528.810547	16443.7492297941	16474.3670858283
264	0.6	16125.984375	16444.2957340075	16474.8854040008
265	0.6	15983.771484	16444.8410753758	16475.4032108097
266	0.6	16501.173828	16445.3852566964	16475.9205071861
267	0.6	15859.107422	16445.9282807583	16476.4372940589
268	0.6	16373.395508	16446.4701503426	16476.9535723546
269	0.6	15960.537109	16447.0108682225	16477.4693429971
270	0.6	16357.047852	16447.5504371628	16477.9846069078
271	0.6	15981.150391	16448.0888599208	16478.499365006
272	0.6	16001	16448.6261392453	16479.0136182083
273	0.6	16612.888672	16449.1622778778	16479.527367429
274	0.6	16111.577148	16449.6972785513	16480.0406135799
275	0.6	16654.542969	16450.2311439913	16480.5533575705
276	0.6	16356.713867	16450.7638769153	16481.0656003079
277	0.6	16352.574219	16451.2954800331	16481.5773426967
278	0.6	16464.146484	16451.8259560467	16482.0885856394
