time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = -1 V	Vb = -1.15 V	Vb = -1.3 V	Vb = -1.45 V	Vb = -1.6 V	Vb = -1.75 V
1.2E-6	249.989756007578	249.991722145415	250.177018381549	257.236146761964	375.961375373314	726.264921822627
1.224E-6	249.989756103936	249.991761564409	250.180762632254	257.379429402102	377.948843965001	728.570419499598
1.248E-6	249.989756200293	249.991800983398	250.1845068401	257.522648088561	379.919464212114	730.818978304055
1.272E-6	249.989756296651	249.991840402382	250.188251005087	257.66580285395	381.873432611074	733.013024084041
1.296E-6	249.989756393009	249.991879821361	250.191995127217	257.808893730866	383.810943194294	735.154839247548
1.32E-6	249.989756489367	249.991919240336	250.19573920649	257.951920751899	385.732187552782	737.246573471373
1.344E-6	249.989756585725	249.991958659306	250.199483242906	258.094883949627	387.637354859062	739.29025345305
1.368E-6	249.989756682083	249.991998078271	250.203227236466	258.237783356621	389.526631890361	741.287791804758
1.392E-6	249.989756778441	249.992037497231	250.206971187171	258.380619005442	391.400203052055	743.240995176519
1.416E-6	249.989756874798	249.992076916187	250.210715095021	258.523390928641	393.258250401316	745.151571686029
1.44E-6	249.989756971156	249.992116335137	250.214458960017	258.666099158759	395.100953670962	747.021137723625
1.464E-6	249.989757067514	249.992155754083	250.218202782159	258.808743728329	396.928490293466	748.851224193306
1.488E-6	249.989757163872	249.992195173025	250.221946561448	258.951324669874	398.7410354251	750.643282243953
1.512E-6	249.98975726023	249.992234591961	250.225690297884	259.093842015908	400.538761970203	752.398688539054
1.536E-6	249.989757356588	249.992274010893	250.229433991468	259.236295798934	402.321840605535	754.118750108043
1.56E-6	249.989757452946	249.99231342982	250.2331776422	259.378686051446	404.090439804704	755.804708817788
1.584E-6	249.989757549303	249.992352848743	250.236921250081	259.52101280593	405.844725862643	757.457745498772
1.608E-6	249.989757645661	249.99239226766	250.240664815112	259.663276094861	407.584862920125	759.078983756937
1.632E-6	249.989757742019	249.992431686573	250.244408337293	259.805475950705	409.311012988285	760.669493498999
1.656E-6	249.989757838377	249.992471105481	250.248151816625	259.947612405917	411.023335973139	762.230294196282
1.68E-6	249.989757934735	249.992510524384	250.251895253108	260.089685492946	412.721989700088	763.762357909613
1.704E-6	249.989758031093	249.992549943283	250.255638646742	260.231695244226	414.40712993838	765.266612095617
1.728E-6	249.989758127451	249.992589362177	250.259381997529	260.373641692187	416.078910425529	766.743942212805
1.752E-6	249.989758223809	249.992628781066	250.263125305469	260.515524869245	417.737482891661	768.195194144065
1.776E-6	249.989758320166	249.99266819995	250.266868570562	260.657344807809	419.382997083794	769.621176450613
1.8E-6	249.989758416524	249.99270761883	250.270611792809	260.799101540278	421.015600790021	771.022662471072
1.824E-6	249.989758512882	249.992747037705	250.274354972211	260.940795099039	422.635439863594	772.400392278054
1.848E-6	249.98975860924	249.992786456575	250.278098108768	261.082425516473	424.242658246899	773.75507450354
1.872E-6	249.989758705598	249.99282587544	250.28184120248	261.223992824948	425.837397995308	775.087388043288
1.896E-6	249.989758801956	249.992865294301	250.285584253349	261.365497056824	427.419799300897	776.397983649633
1.92E-6	249.989758898314	249.992904713157	250.289327261374	261.506938244451	428.990000516032	777.687485421192
1.944E-6	249.989758994671	249.992944132008	250.293070226556	261.648316420168	430.548138176798	778.956492197262
1.968E-6	249.989759091029	249.992983550854	250.296813148897	261.789631616308	432.094347026276	780.205578864019
1.992E-6	249.989759187387	249.993022969696	250.300556028396	261.930883865189	433.628760037659	781.435297579037
2.016E-6	249.989759283745	249.993062388533	250.304298865053	262.072073199123	435.151508437194	782.646178920081
2.04E-6	249.989759380103	249.993101807365	250.30804165887	262.21319965041	436.66272172695	783.838732963647
2.064E-6	249.989759476461	249.993141226192	250.311784409847	262.354263251343	438.162527707406	785.01345029826
2.088E-6	249.989759572819	249.993180645015	250.315527117985	262.495264034201	439.651052499851	786.17080297715
2.112E-6	249.989759669177	249.993220063833	250.319269783284	262.636202031257	441.128420568586	787.311245414529
2.136E-6	249.989759765534	249.993259482646	250.323012405745	262.777077274771	442.594754742944	788.435215229389
2.16E-6	249.989759861892	249.993298901454	250.326754985367	262.917889796996	444.050176239096	789.54313404039
2.184E-6	249.98975995825	249.993338320258	250.330497522153	263.058639630174	445.494804681658	790.635408215176
2.208E-6	249.989760054608	249.993377739057	250.334240016102	263.199326806535	446.928758125094	791.712429577154
2.232E-6	249.989760150966	249.993417157851	250.337982467215	263.339951358303	448.352153074906	792.774576072577
2.256E-6	249.989760247324	249.99345657664	250.341724875492	263.480513317688	449.76510450861	793.822212400518
2.28E-6	249.989760343682	249.993495995425	250.345467240935	263.621012716893	451.167725896499	794.855690608178
2.304E-6	249.989760440039	249.993535414205	250.349209563542	263.76144958811	452.560129222189	795.875350653735
2.328E-6	249.989760536397	249.99357483298	250.352951843316	263.901823963521	453.942425002943	796.881520938817
2.352E-6	249.989760632755	249.993614251751	250.356694080257	264.042135875297	455.314722309781	797.874518812517
2.376E-6	249.989760729113	249.993653670516	250.360436274365	264.182385355602	456.677128787358	798.854651048735
2.4E-6	249.989760825471	249.993693089277	250.36417842564	264.322572436586	458.029750673632	799.822214298485
2.424E-6	249.989760921829	249.993732508033	250.367920534084	264.462697150391	459.372692819297	800.777495518725
2.448E-6	249.989761018187	249.993771926785	250.371662599697	264.60275952915	460.706058706997	801.720772379122
2.472E-6	249.989761114544	249.993811345531	250.375404622479	264.742759604984	462.029950470318	802.652313648087
2.496E-6	249.989761210902	249.993850764273	250.379146602431	264.882697410004	463.344468912548	803.572379559325
2.52E-6	249.98976130726	249.99389018301	250.382888539554	265.022572976313	464.64971352522	804.481222160034
2.544E-6	249.989761403618	249.993929601743	250.386630433848	265.162386336002	465.945782506423	805.379085641856
2.568E-6	249.989761499976	249.99396902047	250.390372285313	265.302137521151	467.232772778895	806.266206655557
2.592E-6	249.989761596334	249.994008439193	250.394114093951	265.441826563833	468.510780007887	807.14281461039
2.616E-6	249.989761692692	249.994047857912	250.397855859761	265.581453496108	469.779898618807	808.009131959005
2.64E-6	249.98976178905	249.994087276625	250.401597582745	265.721018350027	471.040221814638	808.865374468737
2.664E-6	249.989761885407	249.994126695334	250.405339262902	265.86052115763	472.291841593137	809.711751480019
2.688E-6	249.989761981765	249.994166114038	250.409080900234	265.999961950948	473.534848763811	810.548466152654
2.712E-6	249.989762078123	249.994205532737	250.412822494741	266.139340762001	474.769332964677	811.375715700599
2.736E-6	249.989762174481	249.994244951431	250.416564046423	266.278657622799	475.995382678794	812.193691615906
2.76E-6	249.989762270839	249.994284370121	250.420305555281	266.417912565343	477.213085250587	813.002579882395
2.784E-6	249.989762367197	249.994323788806	250.424047021316	266.55710562162	478.422526901952	813.802561179616
2.808E-6	249.989762463555	249.994363207486	250.427788444528	266.696236823611	479.623792748143	814.593811077624
2.832E-6	249.989762559912	249.994402626162	250.431529824918	266.835306203284	480.81696681345	815.376500223039
2.856E-6	249.98976265627	249.994442044832	250.435271162486	266.974313792599	482.002132046659	816.150794516863
2.88E-6	249.989762752628	249.994481463498	250.439012457233	267.113259623502	483.179370336311	816.916855284476
2.904E-6	249.989762848986	249.994520882159	250.442753709159	267.252143727933	484.348762525744	817.674839438217
2.928E-6	249.989762945344	249.994560300816	250.446494918265	267.390966137819	485.510388427932	818.424899632923
2.952E-6	249.989763041702	249.994599719468	250.450236084551	267.529726885077	486.664326840119	819.167184414799
2.976E-6	249.98976313806	249.994639138114	250.453977208019	267.668426001615	487.810655558248	819.90183836394
