time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = 0.65 V	Vb = 0.7 V	Vb = 0.75 V	Vb = 0.8 V	Vb = 0.85 V	Vb = 0.9 V	Vb = 0.95 V	Vb = 1 V
8.88E-7	733.81110642037	700.546892069812	626.80444753989	544.111498266573	470.941494225328	408.399782729384	354.519932216062	307.481872233214
9.12E-7	733.627889275823	699.754961581637	625.495554730955	542.761645624064	469.679198284266	407.228678674119	353.425989036256	306.451843638678
9.36E-7	733.44521185543	698.973433860722	624.217454169174	541.447910385748	468.451418589292	406.089640779447	352.361930721311	305.449878659613
9.6E-7	733.263071108211	698.202048711534	622.968775206239	540.168463696002	467.256365469938	404.981000938778	351.326203663157	304.4745202913
9.84E-7	733.081464008619	697.440555454535	621.748235697823	538.921610811644	466.092383690746	403.901216843562	350.317371409739	303.524421310939
1.008E-6	732.900387556263	696.688712470854	620.554634588043	537.705778367613	464.957939376325	402.848859696525	349.334103219536	302.598333558463
1.032E-6	732.719838775631	695.946286773755	619.38684525196	536.519503114508	463.851608483965	401.822603385508	348.375163977268	301.695098491662
1.056E-6	732.539814715818	695.213053605039	618.243809505206	535.361421928848	462.772066609451	400.821214914747	347.439405281332	300.813638838303
1.08E-6	732.360312450256	694.488796054668	617.12453220228	534.230262927626	461.718079945583	399.843545922598	346.525757543545	299.952951196054
1.104E-6	732.181329076449	693.773304702025	616.028076355588	533.124837544137	460.688497240721	398.888525141198	345.633222966492	299.112099454107
1.128E-6	732.002861715716	693.066377277349	614.953558716278	532.044033443174	459.682242627738	397.955151675482	344.760869284216	298.290208929555
