Pulse Number	Voltage (V)	Measurements (Ù)
17523	-0.6	15862.966797
17524	-0.6	15862.966797
17525	-0.6	15862.966797
17526	-0.6	15862.966797
17527	-0.6	15862.966797
17528	-0.6	15862.966797
17529	-0.6	15862.966797
17530	0	15862.966797
17531	-0.6	15862.966797
17532	-0.6	15862.966797
17533	-0.6	15862.966797
17534	-0.6	15862.966797
17535	-0.6	15862.966797
17536	-0.6	15862.966797
17537	-0.6	15862.966797
17538	-0.6	15862.966797
17539	-0.6	15862.966797
17540	-0.6	15862.966797
17541	0	15862.966797
17542	-0.6	15862.966797
17543	-0.6	15862.966797
17544	-0.6	15862.966797
17545	-0.6	15862.966797
17546	-0.6	15862.966797
17547	-0.6	15862.966797
17548	-0.6	15862.966797
17549	-0.6	15862.966797
17550	-0.6	15862.966797
17551	-0.6	15862.966797
17552	0	15862.966797
17553	-0.6	15862.966797
17554	-0.6	15862.966797
17555	-0.6	15862.966797
17556	-0.6	15862.966797
17557	-0.6	15862.966797
17558	-0.6	15862.966797
17559	-0.6	15862.966797
17560	-0.6	15862.966797
17561	-0.6	15862.966797
17562	-0.6	15862.966797
17563	0	15862.966797
17564	-0.6	15862.966797
17565	-0.6	15862.966797
17566	-0.6	15862.966797
17567	-0.6	15862.966797
17568	-0.6	15862.966797
17569	-0.6	15862.966797
17570	-0.6	15862.966797
17571	-0.6	15862.966797
17572	-0.6	15862.966797
17573	-0.6	15862.966797
17574	0	15862.966797
17575	-0.6	15862.966797
17576	-0.6	15862.966797
17577	-0.6	15862.966797
17578	-0.6	15862.966797
17579	-0.6	15862.966797
17580	-0.6	15862.966797
17581	-0.6	15862.966797
17582	-0.6	15862.966797
17583	-0.6	15862.966797
17584	-0.6	15862.966797
17585	0	15862.966797
17586	-0.6	15862.966797
17587	-0.6	15862.966797
17588	-0.6	15862.966797
17589	-0.6	15862.966797
17590	-0.6	15862.966797
17591	-0.6	15862.966797
17592	-0.6	15862.966797
17593	-0.6	15862.966797
17594	-0.6	15862.966797
17595	-0.6	15862.966797
17596	0	15383.944336
17597	0	15258.5
17598	0	15058.628906
17599	0	14838.584961
17600	0	15344.90332
17601	-0.7	15344.90332
17602	-0.7	15344.90332
17603	-0.7	15344.90332
17604	-0.7	15344.90332
17605	-0.7	15344.90332
17606	-0.7	15344.90332
17607	-0.7	15344.90332
17608	-0.7	15344.90332
17609	-0.7	15344.90332
17610	-0.7	15344.90332
17611	0	15344.90332
17612	-0.7	15344.90332
17613	-0.7	15344.90332
17614	-0.7	15344.90332
17615	-0.7	15344.90332
17616	-0.7	15344.90332
17617	-0.7	15344.90332
17618	-0.7	15344.90332
17619	-0.7	15344.90332
17620	-0.7	15344.90332
17621	-0.7	15344.90332
17622	0	15344.90332
17623	-0.7	15344.90332
17624	-0.7	15344.90332
17625	-0.7	15344.90332
17626	-0.7	15344.90332
17627	-0.7	15344.90332
17628	-0.7	15344.90332
17629	-0.7	15344.90332
17630	-0.7	15344.90332
17631	-0.7	15344.90332
17632	-0.7	15344.90332
17633	0	15344.90332
17634	-0.7	15344.90332
17635	-0.7	15344.90332
17636	-0.7	15344.90332
17637	-0.7	15344.90332
17638	-0.7	15344.90332
17639	-0.7	15344.90332
17640	-0.7	15344.90332
17641	-0.7	15344.90332
17642	-0.7	15344.90332
17643	-0.7	15344.90332
17644	0	15344.90332
17645	-0.7	15344.90332
17646	-0.7	15344.90332
17647	-0.7	15344.90332
17648	-0.7	15344.90332
17649	-0.7	15344.90332
17650	-0.7	15344.90332
17651	-0.7	15344.90332
17652	-0.7	15344.90332
17653	-0.7	15344.90332
17654	-0.7	15344.90332
17655	0	15344.90332
17656	-0.7	15344.90332
17657	-0.7	15344.90332
17658	-0.7	15344.90332
17659	-0.7	15344.90332
17660	-0.7	15344.90332
17661	-0.7	15344.90332
17662	-0.7	15344.90332
17663	-0.7	15344.90332
17664	-0.7	15344.90332
17665	-0.7	15344.90332
17666	0	15344.90332
17667	-0.7	15344.90332
17668	-0.7	15344.90332
17669	-0.7	15344.90332
17670	-0.7	15344.90332
17671	-0.7	15344.90332
17672	-0.7	15344.90332
17673	-0.7	15344.90332
17674	-0.7	15344.90332
17675	-0.7	15344.90332
17676	-0.7	15344.90332
17677	0	15344.90332
17678	-0.7	15344.90332
17679	-0.7	15344.90332
17680	-0.7	15344.90332
17681	-0.7	15344.90332
17682	-0.7	15344.90332
17683	-0.7	15344.90332
17684	-0.7	15344.90332
17685	-0.7	15344.90332
17686	-0.7	15344.90332
17687	-0.7	15344.90332
17688	0	15344.90332
17689	-0.7	15344.90332
17690	-0.7	15344.90332
17691	-0.7	15344.90332
17692	-0.7	15344.90332
17693	-0.7	15344.90332
17694	-0.7	15344.90332
17695	-0.7	15344.90332
17696	-0.7	15344.90332
17697	-0.7	15344.90332
17698	-0.7	15344.90332
17699	0	15344.90332
17700	-0.7	15344.90332
17701	-0.7	15344.90332
17702	-0.7	15344.90332
17703	-0.7	15344.90332
17704	-0.7	15344.90332
17705	-0.7	15344.90332
17706	-0.7	15344.90332
17707	-0.7	15344.90332
17708	-0.7	15344.90332
17709	-0.7	15344.90332
17710	0	15344.90332
17711	-0.7	15344.90332
17712	-0.7	15344.90332
17713	-0.7	15344.90332
17714	-0.7	15344.90332
17715	-0.7	15344.90332
17716	-0.7	15344.90332
17717	-0.7	15344.90332
17718	-0.7	15344.90332
17719	-0.7	15344.90332
17720	-0.7	15344.90332
17721	0	14217.726562
17722	0	14198.15332
17723	0	14148.25293
17724	0	14152.119141
17725	0	14133.285156
17726	-0.8	14133.285156
17727	-0.8	14133.285156
17728	-0.8	14133.285156
17729	-0.8	14133.285156
17730	-0.8	14133.285156
17731	-0.8	14133.285156
17732	-0.8	14133.285156
17733	-0.8	14133.285156
17734	-0.8	14133.285156
17735	-0.8	14133.285156
17736	0	14133.285156
17737	-0.8	14133.285156
17738	-0.8	14133.285156
17739	-0.8	14133.285156
17740	-0.8	14133.285156
17741	-0.8	14133.285156
17742	-0.8	14133.285156
17743	-0.8	14133.285156
17744	-0.8	14133.285156
17745	-0.8	14133.285156
17746	-0.8	14133.285156
17747	0	14133.285156
17748	-0.8	14133.285156
17749	-0.8	14133.285156
17750	-0.8	14133.285156
17751	-0.8	14133.285156
17752	-0.8	14133.285156
17753	-0.8	14133.285156
17754	-0.8	14133.285156
17755	-0.8	14133.285156
17756	-0.8	14133.285156
17757	-0.8	14133.285156
17758	0	14133.285156
17759	-0.8	14133.285156
17760	-0.8	14133.285156
17761	-0.8	14133.285156
17762	-0.8	14133.285156
17763	-0.8	14133.285156
17764	-0.8	14133.285156
17765	-0.8	14133.285156
17766	-0.8	14133.285156
17767	-0.8	14133.285156
17768	-0.8	14133.285156
17769	0	14133.285156
17770	-0.8	14133.285156
17771	-0.8	14133.285156
17772	-0.8	14133.285156
17773	-0.8	14133.285156
17774	-0.8	14133.285156
17775	-0.8	14133.285156
17776	-0.8	14133.285156
17777	-0.8	14133.285156
17778	-0.8	14133.285156
17779	-0.8	14133.285156
17780	0	14133.285156
17781	-0.8	14133.285156
17782	-0.8	14133.285156
17783	-0.8	14133.285156
17784	-0.8	14133.285156
17785	-0.8	14133.285156
17786	-0.8	14133.285156
17787	-0.8	14133.285156
17788	-0.8	14133.285156
17789	-0.8	14133.285156
17790	-0.8	14133.285156
17791	0	14133.285156
17792	-0.8	14133.285156
17793	-0.8	14133.285156
17794	-0.8	14133.285156
17795	-0.8	14133.285156
17796	-0.8	14133.285156
17797	-0.8	14133.285156
17798	-0.8	14133.285156
17799	-0.8	14133.285156
17800	-0.8	14133.285156
17801	-0.8	14133.285156
17802	0	14133.285156
17803	-0.8	14133.285156
17804	-0.8	14133.285156
17805	-0.8	14133.285156
17806	-0.8	14133.285156
17807	-0.8	14133.285156
17808	-0.8	14133.285156
17809	-0.8	14133.285156
17810	-0.8	14133.285156
17811	-0.8	14133.285156
17812	-0.8	14133.285156
17813	0	14133.285156
17814	-0.8	14133.285156
17815	-0.8	14133.285156
17816	-0.8	14133.285156
17817	-0.8	14133.285156
17818	-0.8	14133.285156
17819	-0.8	14133.285156
17820	-0.8	14133.285156
17821	-0.8	14133.285156
17822	-0.8	14133.285156
17823	-0.8	14133.285156
17824	0	14133.285156
17825	-0.8	14133.285156
17826	-0.8	14133.285156
17827	-0.8	14133.285156
17828	-0.8	14133.285156
17829	-0.8	14133.285156
17830	-0.8	14133.285156
17831	-0.8	14133.285156
17832	-0.8	14133.285156
17833	-0.8	14133.285156
17834	-0.8	14133.285156
17835	0	14133.285156
17836	-0.8	14133.285156
17837	-0.8	14133.285156
17838	-0.8	14133.285156
17839	-0.8	14133.285156
17840	-0.8	14133.285156
17841	-0.8	14133.285156
17842	-0.8	14133.285156
17843	-0.8	14133.285156
17844	-0.8	14133.285156
17845	-0.8	14133.285156
17846	0	12977.576172
17847	0	12522.788086
17848	0	12810.201172
17849	0	12814.589844
17850	0	12456.348633
17851	0	12727.824219
17852	0	12598.123047
17853	0	12735.768555
17854	0	12290.74707
17855	0	12918.594727
17856	0.2	12918.594727
17857	0.2	12918.594727
17858	0.2	12918.594727
17859	0.2	12918.594727
17860	0.2	12918.594727
17861	0.2	12918.594727
17862	0.2	12918.594727
17863	0.2	12918.594727
17864	0.2	12918.594727
17865	0.2	12918.594727
17866	0	12918.594727
17867	0.2	12918.594727
17868	0.2	12918.594727
17869	0.2	12918.594727
17870	0.2	12918.594727
17871	0.2	12918.594727
17872	0.2	12918.594727
17873	0.2	12918.594727
17874	0.2	12918.594727
17875	0.2	12918.594727
17876	0.2	12918.594727
17877	0	12918.594727
17878	0.2	12918.594727
17879	0.2	12918.594727
17880	0.2	12918.594727
17881	0.2	12918.594727
17882	0.2	12918.594727
17883	0.2	12918.594727
17884	0.2	12918.594727
17885	0.2	12918.594727
17886	0.2	12918.594727
17887	0.2	12918.594727
17888	0	12918.594727
17889	0.2	12918.594727
17890	0.2	12918.594727
17891	0.2	12918.594727
17892	0.2	12918.594727
17893	0.2	12918.594727
17894	0.2	12918.594727
17895	0.2	12918.594727
17896	0.2	12918.594727
17897	0.2	12918.594727
17898	0.2	12918.594727
17899	0	12918.594727
17900	0.2	12918.594727
17901	0.2	12918.594727
17902	0.2	12918.594727
17903	0.2	12918.594727
17904	0.2	12918.594727
17905	0.2	12918.594727
17906	0.2	12918.594727
17907	0.2	12918.594727
17908	0.2	12918.594727
17909	0.2	12918.594727
17910	0	12918.594727
17911	0.2	12918.594727
17912	0.2	12918.594727
17913	0.2	12918.594727
17914	0.2	12918.594727
17915	0.2	12918.594727
17916	0.2	12918.594727
17917	0.2	12918.594727
17918	0.2	12918.594727
17919	0.2	12918.594727
17920	0.2	12918.594727
17921	0	12918.594727
17922	0.2	12918.594727
17923	0.2	12918.594727
17924	0.2	12918.594727
17925	0.2	12918.594727
17926	0.2	12918.594727
17927	0.2	12918.594727
17928	0.2	12918.594727
17929	0.2	12918.594727
17930	0.2	12918.594727
17931	0.2	12918.594727
17932	0	12918.594727
17933	0.2	12918.594727
17934	0.2	12918.594727
17935	0.2	12918.594727
17936	0.2	12918.594727
17937	0.2	12918.594727
17938	0.2	12918.594727
17939	0.2	12918.594727
17940	0.2	12918.594727
17941	0.2	12918.594727
17942	0.2	12918.594727
17943	0	12918.594727
17944	0.2	12918.594727
17945	0.2	12918.594727
17946	0.2	12918.594727
17947	0.2	12918.594727
17948	0.2	12918.594727
17949	0.2	12918.594727
17950	0.2	12918.594727
17951	0.2	12918.594727
17952	0.2	12918.594727
17953	0.2	12918.594727
17954	0	12918.594727
17955	0.2	12918.594727
17956	0.2	12918.594727
17957	0.2	12918.594727
17958	0.2	12918.594727
17959	0.2	12918.594727
17960	0.2	12918.594727
17961	0.2	12918.594727
17962	0.2	12918.594727
17963	0.2	12918.594727
17964	0.2	12918.594727
17965	0	12918.594727
17966	0.2	12918.594727
17967	0.2	12918.594727
17968	0.2	12918.594727
17969	0.2	12918.594727
17970	0.2	12918.594727
17971	0.2	12918.594727
17972	0.2	12918.594727
17973	0.2	12918.594727
17974	0.2	12918.594727
17975	0.2	12918.594727
17976	0	12460.293945
17977	0	12578.060547
17978	0	12699.814453
17979	0	12507.896484
17980	0	12877.043945
17981	0.3	12877.043945
17982	0.3	12877.043945
17983	0.3	12877.043945
17984	0.3	12877.043945
17985	0.3	12877.043945
17986	0.3	12877.043945
17987	0.3	12877.043945
17988	0.3	12877.043945
17989	0.3	12877.043945
17990	0.3	12877.043945
17991	0	12877.043945
17992	0.3	12877.043945
17993	0.3	12877.043945
17994	0.3	12877.043945
17995	0.3	12877.043945
17996	0.3	12877.043945
17997	0.3	12877.043945
17998	0.3	12877.043945
17999	0.3	12877.043945
18000	0.3	12877.043945
18001	0.3	12877.043945
18002	0	12877.043945
18003	0.3	12877.043945
18004	0.3	12877.043945
18005	0.3	12877.043945
18006	0.3	12877.043945
18007	0.3	12877.043945
18008	0.3	12877.043945
18009	0.3	12877.043945
18010	0.3	12877.043945
18011	0.3	12877.043945
18012	0.3	12877.043945
18013	0	12877.043945
18014	0.3	12877.043945
18015	0.3	12877.043945
18016	0.3	12877.043945
18017	0.3	12877.043945
18018	0.3	12877.043945
18019	0.3	12877.043945
18020	0.3	12877.043945
18021	0.3	12877.043945
18022	0.3	12877.043945
18023	0.3	12877.043945
18024	0	12877.043945
18025	0.3	12877.043945
18026	0.3	12877.043945
18027	0.3	12877.043945
18028	0.3	12877.043945
18029	0.3	12877.043945
18030	0.3	12877.043945
18031	0.3	12877.043945
18032	0.3	12877.043945
18033	0.3	12877.043945
18034	0.3	12877.043945
18035	0	12877.043945
18036	0.3	12877.043945
18037	0.3	12877.043945
18038	0.3	12877.043945
18039	0.3	12877.043945
18040	0.3	12877.043945
18041	0.3	12877.043945
18042	0.3	12877.043945
18043	0.3	12877.043945
18044	0.3	12877.043945
18045	0.3	12877.043945
18046	0	12877.043945
18047	0.3	12877.043945
18048	0.3	12877.043945
18049	0.3	12877.043945
18050	0.3	12877.043945
18051	0.3	12877.043945
18052	0.3	12877.043945
18053	0.3	12877.043945
18054	0.3	12877.043945
18055	0.3	12877.043945
18056	0.3	12877.043945
18057	0	12877.043945
18058	0.3	12877.043945
18059	0.3	12877.043945
18060	0.3	12877.043945
18061	0.3	12877.043945
18062	0.3	12877.043945
18063	0.3	12877.043945
18064	0.3	12877.043945
18065	0.3	12877.043945
18066	0.3	12877.043945
18067	0.3	12877.043945
18068	0	12877.043945
18069	0.3	12877.043945
18070	0.3	12877.043945
18071	0.3	12877.043945
18072	0.3	12877.043945
18073	0.3	12877.043945
18074	0.3	12877.043945
18075	0.3	12877.043945
18076	0.3	12877.043945
18077	0.3	12877.043945
18078	0.3	12877.043945
18079	0	12877.043945
18080	0.3	12877.043945
18081	0.3	12877.043945
18082	0.3	12877.043945
18083	0.3	12877.043945
18084	0.3	12877.043945
18085	0.3	12877.043945
18086	0.3	12877.043945
18087	0.3	12877.043945
18088	0.3	12877.043945
18089	0.3	12877.043945
18090	0	12877.043945
18091	0.3	12877.043945
18092	0.3	12877.043945
18093	0.3	12877.043945
18094	0.3	12877.043945
18095	0.3	12877.043945
18096	0.3	12877.043945
18097	0.3	12877.043945
18098	0.3	12877.043945
18099	0.3	12877.043945
18100	0.3	12877.043945
18101	0	12477.655273
18102	0	12955.360352
18103	0	12725.958984
18104	0	12834.979492
18105	0	12512.097656
18106	0.4	12512.097656
18107	0.4	12512.097656
18108	0.4	12512.097656
18109	0.4	12512.097656
18110	0.4	12512.097656
18111	0.4	12512.097656
18112	0.4	12512.097656
18113	0.4	12512.097656
18114	0.4	12512.097656
18115	0.4	12512.097656
18116	0	12512.097656
18117	0.4	12512.097656
18118	0.4	12512.097656
18119	0.4	12512.097656
18120	0.4	12512.097656
18121	0.4	12512.097656
18122	0.4	12512.097656
18123	0.4	12512.097656
18124	0.4	12512.097656
18125	0.4	12512.097656
18126	0.4	12512.097656
18127	0	12512.097656
18128	0.4	12512.097656
18129	0.4	12512.097656
18130	0.4	12512.097656
18131	0.4	12512.097656
18132	0.4	12512.097656
18133	0.4	12512.097656
18134	0.4	12512.097656
18135	0.4	12512.097656
18136	0.4	12512.097656
18137	0.4	12512.097656
18138	0	12512.097656
18139	0.4	12512.097656
18140	0.4	12512.097656
18141	0.4	12512.097656
18142	0.4	12512.097656
18143	0.4	12512.097656
18144	0.4	12512.097656
18145	0.4	12512.097656
18146	0.4	12512.097656
18147	0.4	12512.097656
18148	0.4	12512.097656
18149	0	12512.097656
18150	0.4	12512.097656
18151	0.4	12512.097656
18152	0.4	12512.097656
18153	0.4	12512.097656
18154	0.4	12512.097656
18155	0.4	12512.097656
18156	0.4	12512.097656
18157	0.4	12512.097656
18158	0.4	12512.097656
18159	0.4	12512.097656
18160	0	12512.097656
18161	0.4	12512.097656
18162	0.4	12512.097656
18163	0.4	12512.097656
18164	0.4	12512.097656
18165	0.4	12512.097656
18166	0.4	12512.097656
18167	0.4	12512.097656
18168	0.4	12512.097656
18169	0.4	12512.097656
18170	0.4	12512.097656
18171	0	12512.097656
18172	0.4	12512.097656
18173	0.4	12512.097656
18174	0.4	12512.097656
18175	0.4	12512.097656
18176	0.4	12512.097656
18177	0.4	12512.097656
18178	0.4	12512.097656
18179	0.4	12512.097656
18180	0.4	12512.097656
18181	0.4	12512.097656
18182	0	12512.097656
18183	0.4	12512.097656
18184	0.4	12512.097656
18185	0.4	12512.097656
18186	0.4	12512.097656
18187	0.4	12512.097656
18188	0.4	12512.097656
18189	0.4	12512.097656
18190	0.4	12512.097656
18191	0.4	12512.097656
18192	0.4	12512.097656
18193	0	12512.097656
18194	0.4	12512.097656
18195	0.4	12512.097656
18196	0.4	12512.097656
18197	0.4	12512.097656
18198	0.4	12512.097656
18199	0.4	12512.097656
18200	0.4	12512.097656
18201	0.4	12512.097656
18202	0.4	12512.097656
18203	0.4	12512.097656
18204	0	12512.097656
18205	0.4	12512.097656
18206	0.4	12512.097656
18207	0.4	12512.097656
18208	0.4	12512.097656
18209	0.4	12512.097656
18210	0.4	12512.097656
18211	0.4	12512.097656
18212	0.4	12512.097656
18213	0.4	12512.097656
18214	0.4	12512.097656
18215	0	12512.097656
18216	0.4	12512.097656
18217	0.4	12512.097656
18218	0.4	12512.097656
18219	0.4	12512.097656
18220	0.4	12512.097656
18221	0.4	12512.097656
18222	0.4	12512.097656
18223	0.4	12512.097656
18224	0.4	12512.097656
18225	0.4	12512.097656
18226	0	12757.806641
18227	0	12628.880859
18228	0	12610.236328
18229	0	12661.329102
18230	0	12805.075195
18231	0.5	12805.075195
18232	0.5	12805.075195
18233	0.5	12805.075195
18234	0.5	12805.075195
18235	0.5	12805.075195
18236	0.5	12805.075195
18237	0.5	12805.075195
18238	0.5	12805.075195
18239	0.5	12805.075195
18240	0.5	12805.075195
18241	0	12805.075195
18242	0.5	12805.075195
18243	0.5	12805.075195
18244	0.5	12805.075195
18245	0.5	12805.075195
18246	0.5	12805.075195
18247	0.5	12805.075195
18248	0.5	12805.075195
18249	0.5	12805.075195
18250	0.5	12805.075195
18251	0.5	12805.075195
18252	0	12805.075195
18253	0.5	12805.075195
18254	0.5	12805.075195
18255	0.5	12805.075195
18256	0.5	12805.075195
18257	0.5	12805.075195
18258	0.5	12805.075195
18259	0.5	12805.075195
18260	0.5	12805.075195
18261	0.5	12805.075195
18262	0.5	12805.075195
18263	0	12805.075195
18264	0.5	12805.075195
18265	0.5	12805.075195
18266	0.5	12805.075195
18267	0.5	12805.075195
18268	0.5	12805.075195
18269	0.5	12805.075195
18270	0.5	12805.075195
18271	0.5	12805.075195
18272	0.5	12805.075195
18273	0.5	12805.075195
18274	0	12805.075195
18275	0.5	12805.075195
18276	0.5	12805.075195
18277	0.5	12805.075195
18278	0.5	12805.075195
18279	0.5	12805.075195
18280	0.5	12805.075195
18281	0.5	12805.075195
18282	0.5	12805.075195
18283	0.5	12805.075195
18284	0.5	12805.075195
18285	0	12805.075195
18286	0.5	12805.075195
18287	0.5	12805.075195
18288	0.5	12805.075195
18289	0.5	12805.075195
18290	0.5	12805.075195
18291	0.5	12805.075195
18292	0.5	12805.075195
18293	0.5	12805.075195
18294	0.5	12805.075195
18295	0.5	12805.075195
18296	0	12805.075195
18297	0.5	12805.075195
18298	0.5	12805.075195
18299	0.5	12805.075195
18300	0.5	12805.075195
18301	0.5	12805.075195
18302	0.5	12805.075195
18303	0.5	12805.075195
18304	0.5	12805.075195
18305	0.5	12805.075195
18306	0.5	12805.075195
18307	0	12805.075195
18308	0.5	12805.075195
18309	0.5	12805.075195
18310	0.5	12805.075195
18311	0.5	12805.075195
18312	0.5	12805.075195
18313	0.5	12805.075195
18314	0.5	12805.075195
18315	0.5	12805.075195
18316	0.5	12805.075195
18317	0.5	12805.075195
18318	0	12805.075195
18319	0.5	12805.075195
18320	0.5	12805.075195
18321	0.5	12805.075195
18322	0.5	12805.075195
18323	0.5	12805.075195
18324	0.5	12805.075195
18325	0.5	12805.075195
18326	0.5	12805.075195
18327	0.5	12805.075195
18328	0.5	12805.075195
18329	0	12805.075195
18330	0.5	12805.075195
18331	0.5	12805.075195
18332	0.5	12805.075195
18333	0.5	12805.075195
18334	0.5	12805.075195
18335	0.5	12805.075195
18336	0.5	12805.075195
18337	0.5	12805.075195
18338	0.5	12805.075195
18339	0.5	12805.075195
18340	0	12805.075195
18341	0.5	12805.075195
18342	0.5	12805.075195
18343	0.5	12805.075195
18344	0.5	12805.075195
18345	0.5	12805.075195
18346	0.5	12805.075195
18347	0.5	12805.075195
18348	0.5	12805.075195
18349	0.5	12805.075195
18350	0.5	12805.075195
18351	0	12524.050781
18352	0	12606.707031
18353	0	12790.660156
18354	0	12418.995117
18355	0	12583.509766
18356	0.6	12583.509766
18357	0.6	12583.509766
18358	0.6	12583.509766
18359	0.6	12583.509766
18360	0.6	12583.509766
18361	0.6	12583.509766
18362	0.6	12583.509766
18363	0.6	12583.509766
18364	0.6	12583.509766
18365	0.6	12583.509766
18366	0	12583.509766
18367	0.6	12583.509766
18368	0.6	12583.509766
18369	0.6	12583.509766
18370	0.6	12583.509766
18371	0.6	12583.509766
18372	0.6	12583.509766
18373	0.6	12583.509766
18374	0.6	12583.509766
18375	0.6	12583.509766
18376	0.6	12583.509766
18377	0	12583.509766
18378	0.6	12583.509766
18379	0.6	12583.509766
18380	0.6	12583.509766
18381	0.6	12583.509766
18382	0.6	12583.509766
18383	0.6	12583.509766
18384	0.6	12583.509766
18385	0.6	12583.509766
18386	0.6	12583.509766
18387	0.6	12583.509766
18388	0	12583.509766
18389	0.6	12583.509766
18390	0.6	12583.509766
18391	0.6	12583.509766
18392	0.6	12583.509766
18393	0.6	12583.509766
18394	0.6	12583.509766
18395	0.6	12583.509766
18396	0.6	12583.509766
18397	0.6	12583.509766
18398	0.6	12583.509766
18399	0	12583.509766
18400	0.6	12583.509766
18401	0.6	12583.509766
18402	0.6	12583.509766
18403	0.6	12583.509766
18404	0.6	12583.509766
18405	0.6	12583.509766
18406	0.6	12583.509766
18407	0.6	12583.509766
18408	0.6	12583.509766
18409	0.6	12583.509766
18410	0	12583.509766
18411	0.6	12583.509766
18412	0.6	12583.509766
18413	0.6	12583.509766
18414	0.6	12583.509766
18415	0.6	12583.509766
18416	0.6	12583.509766
18417	0.6	12583.509766
18418	0.6	12583.509766
18419	0.6	12583.509766
18420	0.6	12583.509766
18421	0	12583.509766
18422	0.6	12583.509766
18423	0.6	12583.509766
18424	0.6	12583.509766
18425	0.6	12583.509766
18426	0.6	12583.509766
18427	0.6	12583.509766
18428	0.6	12583.509766
18429	0.6	12583.509766
18430	0.6	12583.509766
18431	0.6	12583.509766
18432	0	12583.509766
18433	0.6	12583.509766
18434	0.6	12583.509766
18435	0.6	12583.509766
18436	0.6	12583.509766
18437	0.6	12583.509766
18438	0.6	12583.509766
18439	0.6	12583.509766
18440	0.6	12583.509766
18441	0.6	12583.509766
18442	0.6	12583.509766
18443	0	12583.509766
18444	0.6	12583.509766
18445	0.6	12583.509766
18446	0.6	12583.509766
18447	0.6	12583.509766
18448	0.6	12583.509766
18449	0.6	12583.509766
18450	0.6	12583.509766
18451	0.6	12583.509766
18452	0.6	12583.509766
18453	0.6	12583.509766
18454	0	12583.509766
18455	0.6	12583.509766
18456	0.6	12583.509766
18457	0.6	12583.509766
18458	0.6	12583.509766
18459	0.6	12583.509766
18460	0.6	12583.509766
18461	0.6	12583.509766
18462	0.6	12583.509766
18463	0.6	12583.509766
18464	0.6	12583.509766
18465	0	12583.509766
18466	0.6	12583.509766
18467	0.6	12583.509766
18468	0.6	12583.509766
18469	0.6	12583.509766
18470	0.6	12583.509766
18471	0.6	12583.509766
18472	0.6	12583.509766
18473	0.6	12583.509766
18474	0.6	12583.509766
18475	0.6	12583.509766
18476	0	12499.858398
18477	0	12930.101562
18478	0	12549.993164
18479	0	12737.753906
18480	0	12864.364258
18481	0.7	12864.364258
18482	0.7	12864.364258
18483	0.7	12864.364258
18484	0.7	12864.364258
18485	0.7	12864.364258
18486	0.7	12864.364258
18487	0.7	12864.364258
18488	0.7	12864.364258
18489	0.7	12864.364258
18490	0.7	12864.364258
18491	0	12864.364258
18492	0.7	12864.364258
18493	0.7	12864.364258
18494	0.7	12864.364258
18495	0.7	12864.364258
18496	0.7	12864.364258
18497	0.7	12864.364258
18498	0.7	12864.364258
18499	0.7	12864.364258
18500	0.7	12864.364258
18501	0.7	12864.364258
18502	0	12864.364258
18503	0.7	12864.364258
18504	0.7	12864.364258
18505	0.7	12864.364258
18506	0.7	12864.364258
18507	0.7	12864.364258
18508	0.7	12864.364258
18509	0.7	12864.364258
18510	0.7	12864.364258
18511	0.7	12864.364258
18512	0.7	12864.364258
18513	0	12864.364258
18514	0.7	12864.364258
18515	0.7	12864.364258
18516	0.7	12864.364258
18517	0.7	12864.364258
18518	0.7	12864.364258
18519	0.7	12864.364258
18520	0.7	12864.364258
18521	0.7	12864.364258
18522	0.7	12864.364258
18523	0.7	12864.364258
18524	0	12864.364258
18525	0.7	12864.364258
18526	0.7	12864.364258
18527	0.7	12864.364258
18528	0.7	12864.364258
18529	0.7	12864.364258
18530	0.7	12864.364258
18531	0.7	12864.364258
18532	0.7	12864.364258
18533	0.7	12864.364258
18534	0.7	12864.364258
18535	0	12864.364258
18536	0.7	12864.364258
18537	0.7	12864.364258
18538	0.7	12864.364258
18539	0.7	12864.364258
18540	0.7	12864.364258
18541	0.7	12864.364258
18542	0.7	12864.364258
18543	0.7	12864.364258
18544	0.7	12864.364258
18545	0.7	12864.364258
18546	0	12864.364258
18547	0.7	12864.364258
18548	0.7	12864.364258
18549	0.7	12864.364258
18550	0.7	12864.364258
18551	0.7	12864.364258
18552	0.7	12864.364258
18553	0.7	12864.364258
18554	0.7	12864.364258
18555	0.7	12864.364258
18556	0.7	12864.364258
18557	0	12864.364258
18558	0.7	12864.364258
18559	0.7	12864.364258
18560	0.7	12864.364258
18561	0.7	12864.364258
18562	0.7	12864.364258
18563	0.7	12864.364258
18564	0.7	12864.364258
18565	0.7	12864.364258
18566	0.7	12864.364258
18567	0.7	12864.364258
18568	0	12864.364258
18569	0.7	12864.364258
18570	0.7	12864.364258
18571	0.7	12864.364258
18572	0.7	12864.364258
18573	0.7	12864.364258
18574	0.7	12864.364258
18575	0.7	12864.364258
18576	0.7	12864.364258
18577	0.7	12864.364258
18578	0.7	12864.364258
18579	0	12864.364258
18580	0.7	12864.364258
18581	0.7	12864.364258
18582	0.7	12864.364258
18583	0.7	12864.364258
18584	0.7	12864.364258
18585	0.7	12864.364258
18586	0.7	12864.364258
18587	0.7	12864.364258
18588	0.7	12864.364258
18589	0.7	12864.364258
18590	0	12864.364258
18591	0.7	12864.364258
18592	0.7	12864.364258
18593	0.7	12864.364258
18594	0.7	12864.364258
18595	0.7	12864.364258
