Pulse Number	Voltage (V)	Measurements (Ù)
1	0	13397.648438
2	0	13741.644531
3	0	13619.267578
4	0	13639.21875
5	0	13610.373047
6	0	13452.297852
7	0	13351.091797
8	0	13819.798828
9	0	13786.938477
10	0	14002.057617
11	-0.2	14002.057617
12	-0.2	14002.057617
13	-0.2	14002.057617
14	-0.2	14002.057617
15	-0.2	14002.057617
16	-0.2	14002.057617
17	-0.2	14002.057617
18	-0.2	14002.057617
19	-0.2	14002.057617
20	-0.2	14002.057617
21	0	14002.057617
22	-0.2	14002.057617
23	-0.2	14002.057617
24	-0.2	14002.057617
25	-0.2	14002.057617
26	-0.2	14002.057617
27	-0.2	14002.057617
28	-0.2	14002.057617
29	-0.2	14002.057617
30	-0.2	14002.057617
31	-0.2	14002.057617
32	0	14002.057617
33	-0.2	14002.057617
34	-0.2	14002.057617
35	-0.2	14002.057617
36	-0.2	14002.057617
37	-0.2	14002.057617
38	-0.2	14002.057617
39	-0.2	14002.057617
40	-0.2	14002.057617
41	-0.2	14002.057617
42	-0.2	14002.057617
43	0	14002.057617
44	-0.2	14002.057617
45	-0.2	14002.057617
46	-0.2	14002.057617
47	-0.2	14002.057617
48	-0.2	14002.057617
49	-0.2	14002.057617
50	-0.2	14002.057617
51	-0.2	14002.057617
52	-0.2	14002.057617
53	-0.2	14002.057617
54	0	14002.057617
55	-0.2	14002.057617
56	-0.2	14002.057617
57	-0.2	14002.057617
58	-0.2	14002.057617
59	-0.2	14002.057617
60	-0.2	14002.057617
61	-0.2	14002.057617
62	-0.2	14002.057617
63	-0.2	14002.057617
64	-0.2	14002.057617
65	0	14002.057617
66	-0.2	14002.057617
67	-0.2	14002.057617
68	-0.2	14002.057617
69	-0.2	14002.057617
70	-0.2	14002.057617
71	-0.2	14002.057617
72	-0.2	14002.057617
73	-0.2	14002.057617
74	-0.2	14002.057617
75	-0.2	14002.057617
76	0	14002.057617
77	-0.2	14002.057617
78	-0.2	14002.057617
79	-0.2	14002.057617
80	-0.2	14002.057617
81	-0.2	14002.057617
82	-0.2	14002.057617
83	-0.2	14002.057617
84	-0.2	14002.057617
85	-0.2	14002.057617
86	-0.2	14002.057617
87	0	14002.057617
88	-0.2	14002.057617
89	-0.2	14002.057617
90	-0.2	14002.057617
91	-0.2	14002.057617
92	-0.2	14002.057617
93	-0.2	14002.057617
94	-0.2	14002.057617
95	-0.2	14002.057617
96	-0.2	14002.057617
97	-0.2	14002.057617
98	0	14002.057617
99	-0.2	14002.057617
100	-0.2	14002.057617
101	-0.2	14002.057617
102	-0.2	14002.057617
103	-0.2	14002.057617
104	-0.2	14002.057617
105	-0.2	14002.057617
106	-0.2	14002.057617
107	-0.2	14002.057617
108	-0.2	14002.057617
109	0	14002.057617
110	-0.2	14002.057617
111	-0.2	14002.057617
112	-0.2	14002.057617
113	-0.2	14002.057617
114	-0.2	14002.057617
115	-0.2	14002.057617
116	-0.2	14002.057617
117	-0.2	14002.057617
118	-0.2	14002.057617
119	-0.2	14002.057617
120	0	14002.057617
121	-0.2	14002.057617
122	-0.2	14002.057617
123	-0.2	14002.057617
124	-0.2	14002.057617
125	-0.2	14002.057617
126	-0.2	14002.057617
127	-0.2	14002.057617
128	-0.2	14002.057617
129	-0.2	14002.057617
130	-0.2	14002.057617
131	0	13833.480469
132	0	13937.766602
133	0	13715.775391
134	0	13966.917969
135	0	13961.526367
136	-0.3	13961.526367
137	-0.3	13961.526367
138	-0.3	13961.526367
139	-0.3	13961.526367
140	-0.3	13961.526367
141	-0.3	13961.526367
142	-0.3	13961.526367
143	-0.3	13961.526367
144	-0.3	13961.526367
145	-0.3	13961.526367
146	0	13961.526367
147	-0.3	13961.526367
148	-0.3	13961.526367
149	-0.3	13961.526367
150	-0.3	13961.526367
151	-0.3	13961.526367
152	-0.3	13961.526367
153	-0.3	13961.526367
154	-0.3	13961.526367
155	-0.3	13961.526367
156	-0.3	13961.526367
157	0	13961.526367
158	-0.3	13961.526367
159	-0.3	13961.526367
160	-0.3	13961.526367
161	-0.3	13961.526367
162	-0.3	13961.526367
163	-0.3	13961.526367
164	-0.3	13961.526367
165	-0.3	13961.526367
166	-0.3	13961.526367
167	-0.3	13961.526367
168	0	13961.526367
169	-0.3	13961.526367
170	-0.3	13961.526367
171	-0.3	13961.526367
172	-0.3	13961.526367
173	-0.3	13961.526367
174	-0.3	13961.526367
175	-0.3	13961.526367
176	-0.3	13961.526367
177	-0.3	13961.526367
178	-0.3	13961.526367
179	0	13961.526367
180	-0.3	13961.526367
181	-0.3	13961.526367
182	-0.3	13961.526367
183	-0.3	13961.526367
184	-0.3	13961.526367
185	-0.3	13961.526367
186	-0.3	13961.526367
187	-0.3	13961.526367
188	-0.3	13961.526367
189	-0.3	13961.526367
190	0	13961.526367
191	-0.3	13961.526367
192	-0.3	13961.526367
193	-0.3	13961.526367
194	-0.3	13961.526367
195	-0.3	13961.526367
196	-0.3	13961.526367
197	-0.3	13961.526367
198	-0.3	13961.526367
199	-0.3	13961.526367
200	-0.3	13961.526367
201	0	13961.526367
202	-0.3	13961.526367
203	-0.3	13961.526367
204	-0.3	13961.526367
205	-0.3	13961.526367
206	-0.3	13961.526367
207	-0.3	13961.526367
208	-0.3	13961.526367
209	-0.3	13961.526367
210	-0.3	13961.526367
211	-0.3	13961.526367
212	0	13961.526367
213	-0.3	13961.526367
214	-0.3	13961.526367
215	-0.3	13961.526367
216	-0.3	13961.526367
217	-0.3	13961.526367
218	-0.3	13961.526367
219	-0.3	13961.526367
220	-0.3	13961.526367
221	-0.3	13961.526367
222	-0.3	13961.526367
223	0	13961.526367
224	-0.3	13961.526367
225	-0.3	13961.526367
226	-0.3	13961.526367
227	-0.3	13961.526367
228	-0.3	13961.526367
229	-0.3	13961.526367
230	-0.3	13961.526367
231	-0.3	13961.526367
232	-0.3	13961.526367
233	-0.3	13961.526367
234	0	13961.526367
235	-0.3	13961.526367
236	-0.3	13961.526367
237	-0.3	13961.526367
238	-0.3	13961.526367
239	-0.3	13961.526367
240	-0.3	13961.526367
241	-0.3	13961.526367
242	-0.3	13961.526367
243	-0.3	13961.526367
244	-0.3	13961.526367
245	0	13961.526367
246	-0.3	13961.526367
247	-0.3	13961.526367
248	-0.3	13961.526367
249	-0.3	13961.526367
250	-0.3	13961.526367
251	-0.3	13961.526367
252	-0.3	13961.526367
253	-0.3	13961.526367
254	-0.3	13961.526367
255	-0.3	13961.526367
256	0	14007.307617
257	0	13779.557617
258	0	13969.226562
259	0	13864.818359
260	0	13841.926758
261	-0.4	13841.926758
262	-0.4	13841.926758
263	-0.4	13841.926758
264	-0.4	13841.926758
265	-0.4	13841.926758
266	-0.4	13841.926758
267	-0.4	13841.926758
268	-0.4	13841.926758
269	-0.4	13841.926758
270	-0.4	13841.926758
271	0	13841.926758
272	-0.4	13841.926758
273	-0.4	13841.926758
274	-0.4	13841.926758
275	-0.4	13841.926758
276	-0.4	13841.926758
277	-0.4	13841.926758
278	-0.4	13841.926758
279	-0.4	13841.926758
280	-0.4	13841.926758
281	-0.4	13841.926758
282	0	13841.926758
283	-0.4	13841.926758
284	-0.4	13841.926758
285	-0.4	13841.926758
286	-0.4	13841.926758
287	-0.4	13841.926758
288	-0.4	13841.926758
289	-0.4	13841.926758
290	-0.4	13841.926758
291	-0.4	13841.926758
292	-0.4	13841.926758
293	0	13841.926758
294	-0.4	13841.926758
295	-0.4	13841.926758
296	-0.4	13841.926758
297	-0.4	13841.926758
298	-0.4	13841.926758
299	-0.4	13841.926758
300	-0.4	13841.926758
301	-0.4	13841.926758
302	-0.4	13841.926758
303	-0.4	13841.926758
304	0	13841.926758
305	-0.4	13841.926758
306	-0.4	13841.926758
307	-0.4	13841.926758
308	-0.4	13841.926758
309	-0.4	13841.926758
310	-0.4	13841.926758
311	-0.4	13841.926758
312	-0.4	13841.926758
313	-0.4	13841.926758
314	-0.4	13841.926758
315	0	13841.926758
316	-0.4	13841.926758
317	-0.4	13841.926758
318	-0.4	13841.926758
319	-0.4	13841.926758
320	-0.4	13841.926758
321	-0.4	13841.926758
322	-0.4	13841.926758
323	-0.4	13841.926758
324	-0.4	13841.926758
325	-0.4	13841.926758
326	0	13841.926758
327	-0.4	13841.926758
328	-0.4	13841.926758
329	-0.4	13841.926758
330	-0.4	13841.926758
331	-0.4	13841.926758
332	-0.4	13841.926758
333	-0.4	13841.926758
334	-0.4	13841.926758
335	-0.4	13841.926758
336	-0.4	13841.926758
337	0	13841.926758
338	-0.4	13841.926758
339	-0.4	13841.926758
340	-0.4	13841.926758
341	-0.4	13841.926758
342	-0.4	13841.926758
343	-0.4	13841.926758
344	-0.4	13841.926758
345	-0.4	13841.926758
346	-0.4	13841.926758
347	-0.4	13841.926758
348	0	13841.926758
349	-0.4	13841.926758
350	-0.4	13841.926758
351	-0.4	13841.926758
352	-0.4	13841.926758
353	-0.4	13841.926758
354	-0.4	13841.926758
355	-0.4	13841.926758
356	-0.4	13841.926758
357	-0.4	13841.926758
358	-0.4	13841.926758
359	0	13841.926758
360	-0.4	13841.926758
361	-0.4	13841.926758
362	-0.4	13841.926758
363	-0.4	13841.926758
364	-0.4	13841.926758
365	-0.4	13841.926758
366	-0.4	13841.926758
367	-0.4	13841.926758
368	-0.4	13841.926758
369	-0.4	13841.926758
370	0	13841.926758
371	-0.4	13841.926758
372	-0.4	13841.926758
373	-0.4	13841.926758
374	-0.4	13841.926758
375	-0.4	13841.926758
376	-0.4	13841.926758
377	-0.4	13841.926758
378	-0.4	13841.926758
379	-0.4	13841.926758
380	-0.4	13841.926758
381	0	13831.835938
382	0	13888.549805
383	0	13656.878906
384	0	13592.9375
385	0	13727.254883
386	-0.5	13727.254883
387	-0.5	13727.254883
388	-0.5	13727.254883
389	-0.5	13727.254883
390	-0.5	13727.254883
391	-0.5	13727.254883
392	-0.5	13727.254883
393	-0.5	13727.254883
394	-0.5	13727.254883
395	-0.5	13727.254883
396	0	13727.254883
397	-0.5	13727.254883
398	-0.5	13727.254883
399	-0.5	13727.254883
400	-0.5	13727.254883
401	-0.5	13727.254883
402	-0.5	13727.254883
403	-0.5	13727.254883
404	-0.5	13727.254883
405	-0.5	13727.254883
406	-0.5	13727.254883
407	0	13727.254883
408	-0.5	13727.254883
409	-0.5	13727.254883
410	-0.5	13727.254883
411	-0.5	13727.254883
412	-0.5	13727.254883
413	-0.5	13727.254883
414	-0.5	13727.254883
415	-0.5	13727.254883
416	-0.5	13727.254883
417	-0.5	13727.254883
418	0	13727.254883
419	-0.5	13727.254883
420	-0.5	13727.254883
421	-0.5	13727.254883
422	-0.5	13727.254883
423	-0.5	13727.254883
424	-0.5	13727.254883
425	-0.5	13727.254883
426	-0.5	13727.254883
427	-0.5	13727.254883
428	-0.5	13727.254883
429	0	13727.254883
430	-0.5	13727.254883
431	-0.5	13727.254883
432	-0.5	13727.254883
433	-0.5	13727.254883
434	-0.5	13727.254883
435	-0.5	13727.254883
436	-0.5	13727.254883
437	-0.5	13727.254883
438	-0.5	13727.254883
439	-0.5	13727.254883
440	0	13727.254883
441	-0.5	13727.254883
442	-0.5	13727.254883
443	-0.5	13727.254883
444	-0.5	13727.254883
445	-0.5	13727.254883
446	-0.5	13727.254883
447	-0.5	13727.254883
448	-0.5	13727.254883
449	-0.5	13727.254883
450	-0.5	13727.254883
451	0	13727.254883
452	-0.5	13727.254883
453	-0.5	13727.254883
454	-0.5	13727.254883
455	-0.5	13727.254883
456	-0.5	13727.254883
457	-0.5	13727.254883
458	-0.5	13727.254883
459	-0.5	13727.254883
460	-0.5	13727.254883
461	-0.5	13727.254883
462	0	13727.254883
463	-0.5	13727.254883
464	-0.5	13727.254883
465	-0.5	13727.254883
466	-0.5	13727.254883
467	-0.5	13727.254883
468	-0.5	13727.254883
469	-0.5	13727.254883
470	-0.5	13727.254883
471	-0.5	13727.254883
472	-0.5	13727.254883
473	0	13727.254883
474	-0.5	13727.254883
475	-0.5	13727.254883
476	-0.5	13727.254883
477	-0.5	13727.254883
478	-0.5	13727.254883
479	-0.5	13727.254883
480	-0.5	13727.254883
481	-0.5	13727.254883
482	-0.5	13727.254883
483	-0.5	13727.254883
484	0	13727.254883
485	-0.5	13727.254883
486	-0.5	13727.254883
487	-0.5	13727.254883
488	-0.5	13727.254883
489	-0.5	13727.254883
490	-0.5	13727.254883
491	-0.5	13727.254883
492	-0.5	13727.254883
493	-0.5	13727.254883
494	-0.5	13727.254883
495	0	13727.254883
496	-0.5	13727.254883
497	-0.5	13727.254883
498	-0.5	13727.254883
499	-0.5	13727.254883
500	-0.5	13727.254883
501	-0.5	13727.254883
502	-0.5	13727.254883
503	-0.5	13727.254883
504	-0.5	13727.254883
505	-0.5	13727.254883
506	0	13439.763672
507	0	13509.126953
508	0	13617.120117
509	0	13476.540039
510	0	14088.793945
511	-0.6	14088.793945
512	-0.6	14088.793945
513	-0.6	14088.793945
514	-0.6	14088.793945
515	-0.6	14088.793945
516	-0.6	14088.793945
517	-0.6	14088.793945
518	-0.6	14088.793945
519	-0.6	14088.793945
520	-0.6	14088.793945
521	0	14088.793945
522	-0.6	14088.793945
523	-0.6	14088.793945
524	-0.6	14088.793945
525	-0.6	14088.793945
526	-0.6	14088.793945
527	-0.6	14088.793945
528	-0.6	14088.793945
529	-0.6	14088.793945
530	-0.6	14088.793945
531	-0.6	14088.793945
532	0	14088.793945
533	-0.6	14088.793945
534	-0.6	14088.793945
535	-0.6	14088.793945
536	-0.6	14088.793945
537	-0.6	14088.793945
538	-0.6	14088.793945
539	-0.6	14088.793945
540	-0.6	14088.793945
541	-0.6	14088.793945
542	-0.6	14088.793945
543	0	14088.793945
544	-0.6	14088.793945
545	-0.6	14088.793945
546	-0.6	14088.793945
547	-0.6	14088.793945
548	-0.6	14088.793945
549	-0.6	14088.793945
550	-0.6	14088.793945
551	-0.6	14088.793945
552	-0.6	14088.793945
553	-0.6	14088.793945
554	0	14088.793945
555	-0.6	14088.793945
556	-0.6	14088.793945
557	-0.6	14088.793945
558	-0.6	14088.793945
559	-0.6	14088.793945
560	-0.6	14088.793945
561	-0.6	14088.793945
562	-0.6	14088.793945
563	-0.6	14088.793945
564	-0.6	14088.793945
565	0	14088.793945
566	-0.6	14088.793945
567	-0.6	14088.793945
568	-0.6	14088.793945
569	-0.6	14088.793945
570	-0.6	14088.793945
571	-0.6	14088.793945
572	-0.6	14088.793945
573	-0.6	14088.793945
574	-0.6	14088.793945
575	-0.6	14088.793945
576	0	14088.793945
577	-0.6	14088.793945
578	-0.6	14088.793945
579	-0.6	14088.793945
580	-0.6	14088.793945
581	-0.6	14088.793945
582	-0.6	14088.793945
583	-0.6	14088.793945
584	-0.6	14088.793945
585	-0.6	14088.793945
586	-0.6	14088.793945
587	0	14088.793945
588	-0.6	14088.793945
589	-0.6	14088.793945
590	-0.6	14088.793945
591	-0.6	14088.793945
592	-0.6	14088.793945
593	-0.6	14088.793945
594	-0.6	14088.793945
595	-0.6	14088.793945
596	-0.6	14088.793945
597	-0.6	14088.793945
598	0	14088.793945
599	-0.6	14088.793945
600	-0.6	14088.793945
601	-0.6	14088.793945
602	-0.6	14088.793945
603	-0.6	14088.793945
604	-0.6	14088.793945
605	-0.6	14088.793945
606	-0.6	14088.793945
607	-0.6	14088.793945
608	-0.6	14088.793945
609	0	14088.793945
610	-0.6	14088.793945
611	-0.6	14088.793945
612	-0.6	14088.793945
613	-0.6	14088.793945
614	-0.6	14088.793945
615	-0.6	14088.793945
616	-0.6	14088.793945
617	-0.6	14088.793945
618	-0.6	14088.793945
619	-0.6	14088.793945
620	0	14088.793945
621	-0.6	14088.793945
622	-0.6	14088.793945
623	-0.6	14088.793945
624	-0.6	14088.793945
625	-0.6	14088.793945
626	-0.6	14088.793945
627	-0.6	14088.793945
628	-0.6	14088.793945
629	-0.6	14088.793945
630	-0.6	14088.793945
631	0	13995.961914
632	0	13934.516602
633	0	13629.405273
634	0	13888.342773
635	0	13797.005859
636	-0.7	13797.005859
637	-0.7	13797.005859
638	-0.7	13797.005859
639	-0.7	13797.005859
640	-0.7	13797.005859
641	-0.7	13797.005859
642	-0.7	13797.005859
643	-0.7	13797.005859
644	-0.7	13797.005859
645	-0.7	13797.005859
646	0	13797.005859
647	-0.7	13797.005859
648	-0.7	13797.005859
649	-0.7	13797.005859
650	-0.7	13797.005859
651	-0.7	13797.005859
652	-0.7	13797.005859
653	-0.7	13797.005859
654	-0.7	13797.005859
655	-0.7	13797.005859
656	-0.7	13797.005859
657	0	13797.005859
658	-0.7	13797.005859
659	-0.7	13797.005859
660	-0.7	13797.005859
661	-0.7	13797.005859
662	-0.7	13797.005859
663	-0.7	13797.005859
664	-0.7	13797.005859
665	-0.7	13797.005859
666	-0.7	13797.005859
667	-0.7	13797.005859
668	0	13797.005859
669	-0.7	13797.005859
670	-0.7	13797.005859
671	-0.7	13797.005859
672	-0.7	13797.005859
673	-0.7	13797.005859
674	-0.7	13797.005859
675	-0.7	13797.005859
676	-0.7	13797.005859
677	-0.7	13797.005859
678	-0.7	13797.005859
679	0	13797.005859
680	-0.7	13797.005859
681	-0.7	13797.005859
682	-0.7	13797.005859
683	-0.7	13797.005859
684	-0.7	13797.005859
685	-0.7	13797.005859
686	-0.7	13797.005859
687	-0.7	13797.005859
688	-0.7	13797.005859
689	-0.7	13797.005859
690	0	13797.005859
691	-0.7	13797.005859
692	-0.7	13797.005859
693	-0.7	13797.005859
694	-0.7	13797.005859
695	-0.7	13797.005859
696	-0.7	13797.005859
697	-0.7	13797.005859
698	-0.7	13797.005859
699	-0.7	13797.005859
700	-0.7	13797.005859
701	0	13797.005859
702	-0.7	13797.005859
703	-0.7	13797.005859
704	-0.7	13797.005859
705	-0.7	13797.005859
706	-0.7	13797.005859
707	-0.7	13797.005859
708	-0.7	13797.005859
709	-0.7	13797.005859
710	-0.7	13797.005859
711	-0.7	13797.005859
712	0	13797.005859
713	-0.7	13797.005859
714	-0.7	13797.005859
715	-0.7	13797.005859
716	-0.7	13797.005859
717	-0.7	13797.005859
718	-0.7	13797.005859
719	-0.7	13797.005859
720	-0.7	13797.005859
721	-0.7	13797.005859
722	-0.7	13797.005859
723	0	13797.005859
724	-0.7	13797.005859
725	-0.7	13797.005859
726	-0.7	13797.005859
727	-0.7	13797.005859
728	-0.7	13797.005859
729	-0.7	13797.005859
730	-0.7	13797.005859
731	-0.7	13797.005859
732	-0.7	13797.005859
733	-0.7	13797.005859
734	0	13797.005859
735	-0.7	13797.005859
736	-0.7	13797.005859
737	-0.7	13797.005859
738	-0.7	13797.005859
739	-0.7	13797.005859
740	-0.7	13797.005859
741	-0.7	13797.005859
742	-0.7	13797.005859
743	-0.7	13797.005859
744	-0.7	13797.005859
745	0	13797.005859
746	-0.7	13797.005859
747	-0.7	13797.005859
748	-0.7	13797.005859
749	-0.7	13797.005859
750	-0.7	13797.005859
751	-0.7	13797.005859
752	-0.7	13797.005859
753	-0.7	13797.005859
754	-0.7	13797.005859
755	-0.7	13797.005859
756	0	13518.708008
757	0	13263.557617
758	0	13344.763672
759	0	13465.911133
760	0	13379.275391
761	-0.8	13379.275391
762	-0.8	13379.275391
763	-0.8	13379.275391
764	-0.8	13379.275391
765	-0.8	13379.275391
766	-0.8	13379.275391
767	-0.8	13379.275391
768	-0.8	13379.275391
769	-0.8	13379.275391
770	-0.8	13379.275391
771	0	13379.275391
772	-0.8	13379.275391
773	-0.8	13379.275391
774	-0.8	13379.275391
775	-0.8	13379.275391
776	-0.8	13379.275391
777	-0.8	13379.275391
778	-0.8	13379.275391
779	-0.8	13379.275391
780	-0.8	13379.275391
781	-0.8	13379.275391
782	0	13379.275391
783	-0.8	13379.275391
784	-0.8	13379.275391
785	-0.8	13379.275391
786	-0.8	13379.275391
787	-0.8	13379.275391
788	-0.8	13379.275391
789	-0.8	13379.275391
790	-0.8	13379.275391
791	-0.8	13379.275391
792	-0.8	13379.275391
793	0	13379.275391
794	-0.8	13379.275391
795	-0.8	13379.275391
796	-0.8	13379.275391
797	-0.8	13379.275391
798	-0.8	13379.275391
799	-0.8	13379.275391
800	-0.8	13379.275391
801	-0.8	13379.275391
802	-0.8	13379.275391
803	-0.8	13379.275391
804	0	13379.275391
805	-0.8	13379.275391
806	-0.8	13379.275391
807	-0.8	13379.275391
808	-0.8	13379.275391
809	-0.8	13379.275391
810	-0.8	13379.275391
811	-0.8	13379.275391
812	-0.8	13379.275391
813	-0.8	13379.275391
814	-0.8	13379.275391
815	0	13379.275391
816	-0.8	13379.275391
817	-0.8	13379.275391
818	-0.8	13379.275391
819	-0.8	13379.275391
820	-0.8	13379.275391
821	-0.8	13379.275391
822	-0.8	13379.275391
823	-0.8	13379.275391
824	-0.8	13379.275391
825	-0.8	13379.275391
826	0	13379.275391
827	-0.8	13379.275391
828	-0.8	13379.275391
829	-0.8	13379.275391
830	-0.8	13379.275391
831	-0.8	13379.275391
832	-0.8	13379.275391
833	-0.8	13379.275391
834	-0.8	13379.275391
835	-0.8	13379.275391
836	-0.8	13379.275391
837	0	13379.275391
838	-0.8	13379.275391
839	-0.8	13379.275391
840	-0.8	13379.275391
841	-0.8	13379.275391
842	-0.8	13379.275391
843	-0.8	13379.275391
844	-0.8	13379.275391
845	-0.8	13379.275391
846	-0.8	13379.275391
847	-0.8	13379.275391
848	0	13379.275391
849	-0.8	13379.275391
850	-0.8	13379.275391
851	-0.8	13379.275391
852	-0.8	13379.275391
853	-0.8	13379.275391
854	-0.8	13379.275391
855	-0.8	13379.275391
856	-0.8	13379.275391
857	-0.8	13379.275391
858	-0.8	13379.275391
859	0	13379.275391
860	-0.8	13379.275391
861	-0.8	13379.275391
862	-0.8	13379.275391
863	-0.8	13379.275391
864	-0.8	13379.275391
865	-0.8	13379.275391
866	-0.8	13379.275391
867	-0.8	13379.275391
868	-0.8	13379.275391
869	-0.8	13379.275391
870	0	13379.275391
871	-0.8	13379.275391
872	-0.8	13379.275391
873	-0.8	13379.275391
874	-0.8	13379.275391
875	-0.8	13379.275391
876	-0.8	13379.275391
877	-0.8	13379.275391
878	-0.8	13379.275391
879	-0.8	13379.275391
880	-0.8	13379.275391
881	0	12329.040039
882	0	12715.313477
883	0	12351.402344
884	0	12455.433594
885	0	12258.121094
886	0	12240.766602
887	0	12541.667969
888	0	12411.423828
889	0	12100.966797
890	0	12515.904297
891	0.2	12515.904297
892	0.2	12515.904297
893	0.2	12515.904297
894	0.2	12515.904297
895	0.2	12515.904297
896	0.2	12515.904297
897	0.2	12515.904297
898	0.2	12515.904297
899	0.2	12515.904297
900	0.2	12515.904297
901	0	12515.904297
902	0.2	12515.904297
903	0.2	12515.904297
904	0.2	12515.904297
905	0.2	12515.904297
906	0.2	12515.904297
907	0.2	12515.904297
908	0.2	12515.904297
909	0.2	12515.904297
910	0.2	12515.904297
911	0.2	12515.904297
912	0	12515.904297
913	0.2	12515.904297
914	0.2	12515.904297
915	0.2	12515.904297
916	0.2	12515.904297
917	0.2	12515.904297
918	0.2	12515.904297
919	0.2	12515.904297
920	0.2	12515.904297
921	0.2	12515.904297
922	0.2	12515.904297
923	0	12515.904297
924	0.2	12515.904297
925	0.2	12515.904297
926	0.2	12515.904297
927	0.2	12515.904297
928	0.2	12515.904297
929	0.2	12515.904297
930	0.2	12515.904297
931	0.2	12515.904297
932	0.2	12515.904297
933	0.2	12515.904297
934	0	12515.904297
935	0.2	12515.904297
936	0.2	12515.904297
937	0.2	12515.904297
938	0.2	12515.904297
939	0.2	12515.904297
940	0.2	12515.904297
941	0.2	12515.904297
942	0.2	12515.904297
943	0.2	12515.904297
944	0.2	12515.904297
945	0	12515.904297
946	0.2	12515.904297
947	0.2	12515.904297
948	0.2	12515.904297
949	0.2	12515.904297
950	0.2	12515.904297
951	0.2	12515.904297
952	0.2	12515.904297
953	0.2	12515.904297
954	0.2	12515.904297
955	0.2	12515.904297
956	0	12515.904297
957	0.2	12515.904297
958	0.2	12515.904297
959	0.2	12515.904297
960	0.2	12515.904297
961	0.2	12515.904297
962	0.2	12515.904297
963	0.2	12515.904297
964	0.2	12515.904297
965	0.2	12515.904297
966	0.2	12515.904297
967	0	12515.904297
968	0.2	12515.904297
969	0.2	12515.904297
970	0.2	12515.904297
971	0.2	12515.904297
972	0.2	12515.904297
973	0.2	12515.904297
974	0.2	12515.904297
975	0.2	12515.904297
976	0.2	12515.904297
977	0.2	12515.904297
978	0	12515.904297
979	0.2	12515.904297
980	0.2	12515.904297
981	0.2	12515.904297
982	0.2	12515.904297
983	0.2	12515.904297
984	0.2	12515.904297
985	0.2	12515.904297
986	0.2	12515.904297
987	0.2	12515.904297
988	0.2	12515.904297
989	0	12515.904297
990	0.2	12515.904297
991	0.2	12515.904297
992	0.2	12515.904297
993	0.2	12515.904297
994	0.2	12515.904297
995	0.2	12515.904297
996	0.2	12515.904297
997	0.2	12515.904297
998	0.2	12515.904297
999	0.2	12515.904297
1000	0	12515.904297
1001	0.2	12515.904297
1002	0.2	12515.904297
1003	0.2	12515.904297
1004	0.2	12515.904297
1005	0.2	12515.904297
1006	0.2	12515.904297
1007	0.2	12515.904297
1008	0.2	12515.904297
1009	0.2	12515.904297
1010	0.2	12515.904297
1011	0	12135.661133
1012	0	12499.389648
1013	0	12109.668945
1014	0	12493.520508
1015	0	12162.469727
1016	0.3	12162.469727
1017	0.3	12162.469727
1018	0.3	12162.469727
1019	0.3	12162.469727
1020	0.3	12162.469727
1021	0.3	12162.469727
1022	0.3	12162.469727
1023	0.3	12162.469727
1024	0.3	12162.469727
1025	0.3	12162.469727
1026	0	12162.469727
1027	0.3	12162.469727
1028	0.3	12162.469727
1029	0.3	12162.469727
1030	0.3	12162.469727
1031	0.3	12162.469727
1032	0.3	12162.469727
1033	0.3	12162.469727
1034	0.3	12162.469727
1035	0.3	12162.469727
1036	0.3	12162.469727
1037	0	12162.469727
1038	0.3	12162.469727
1039	0.3	12162.469727
1040	0.3	12162.469727
1041	0.3	12162.469727
1042	0.3	12162.469727
1043	0.3	12162.469727
1044	0.3	12162.469727
1045	0.3	12162.469727
1046	0.3	12162.469727
1047	0.3	12162.469727
1048	0	12162.469727
1049	0.3	12162.469727
1050	0.3	12162.469727
1051	0.3	12162.469727
1052	0.3	12162.469727
1053	0.3	12162.469727
1054	0.3	12162.469727
1055	0.3	12162.469727
1056	0.3	12162.469727
1057	0.3	12162.469727
1058	0.3	12162.469727
1059	0	12162.469727
1060	0.3	12162.469727
1061	0.3	12162.469727
1062	0.3	12162.469727
1063	0.3	12162.469727
1064	0.3	12162.469727
1065	0.3	12162.469727
1066	0.3	12162.469727
1067	0.3	12162.469727
1068	0.3	12162.469727
1069	0.3	12162.469727
1070	0	12162.469727
1071	0.3	12162.469727
1072	0.3	12162.469727
1073	0.3	12162.469727
1074	0.3	12162.469727
1075	0.3	12162.469727
1076	0.3	12162.469727
1077	0.3	12162.469727
1078	0.3	12162.469727
1079	0.3	12162.469727
1080	0.3	12162.469727
1081	0	12162.469727
1082	0.3	12162.469727
1083	0.3	12162.469727
1084	0.3	12162.469727
1085	0.3	12162.469727
1086	0.3	12162.469727
1087	0.3	12162.469727
1088	0.3	12162.469727
1089	0.3	12162.469727
1090	0.3	12162.469727
1091	0.3	12162.469727
1092	0	12162.469727
1093	0.3	12162.469727
1094	0.3	12162.469727
1095	0.3	12162.469727
1096	0.3	12162.469727
1097	0.3	12162.469727
1098	0.3	12162.469727
1099	0.3	12162.469727
1100	0.3	12162.469727
1101	0.3	12162.469727
1102	0.3	12162.469727
1103	0	12162.469727
1104	0.3	12162.469727
1105	0.3	12162.469727
1106	0.3	12162.469727
1107	0.3	12162.469727
1108	0.3	12162.469727
1109	0.3	12162.469727
1110	0.3	12162.469727
1111	0.3	12162.469727
1112	0.3	12162.469727
1113	0.3	12162.469727
1114	0	12162.469727
