time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = 8.7 V	Vb = 9 V	Vb = 9.2 V	Vb = 9.5 V
5.3053053053053E-5	1469593.93107476	1527632.20384428	1578324.91397211	1672138.45557186
5.40540540540541E-5	1466561.54991019	1524604.11683233	1575302.32836854	1669132.30253335
5.50550550550551E-5	1463584.68575477	1521631.37523811	1572334.8795934	1666180.68128536
5.60560560560561E-5	1460661.3448416	1518711.99444876	1569420.59414291	1663281.65043237
5.70570570570571E-5	1457789.63891433	1515844.09472217	1566557.60260898	1660433.3704421
5.80580580580581E-5	1454967.77791114	1513025.89392603	1563744.13248464	1657634.09664171
5.90590590590591E-5	1452194.0632721	1510255.70089442	1560978.5015804	1654882.17280565
6.00600600600601E-5	1449466.88180714	1507531.90934033	1558259.11199048	1652176.02527636
6.10610610610611E-5	1446784.70006923	1504852.99226886	1555584.44455466	1649514.15756548
6.20620620620621E-5	1444146.05918374	1502217.49684284	1552953.05376759	1646895.14538926
6.30630630630631E-5	1441549.57009005	1499624.03965721	1550363.56309298	1644317.63209692
6.40640640640641E-5	1438993.90915689	1497071.30238409	1547814.66064464	1641780.3244551
6.50650650650651E-5	1436477.8141365	1494558.02775394	1545305.09520028	1639281.98875586
6.60660660660661E-5	1434000.0804268	1492083.01584227	1542833.67251801	1636821.44721861
6.70670670670671E-5	1431559.5576138	1489645.1206344	1540399.25192813	1634397.57465994
6.80680680680681E-5	1429155.14626936	1487243.24684362	1538000.74317605	1632009.29540767
6.90690690690691E-5	1426785.7949822	1484876.34696082	1535637.10349442	1629655.58043793
7.00700700700701E-5	1424450.49760172	1482543.41851534	1533307.33488471	1627335.44471626
7.10710710710711E-5	1422148.290677	1480243.50152956	1531010.48159057	1625047.94472547
7.20720720720721E-5	1419878.25107421	1477975.67615064	1528745.62774704	1622792.17616475
7.30730730730731E-5	1417639.49375809	1475739.0604451	1526511.89519098	1620567.27180605
7.40740740740741E-5	1415431.16972384	1473532.80834279	1524308.44141967	1618372.39949488
7.50750750750751E-5	1413252.46406752	1471356.10771843	1522134.45768583	1616206.76028416
7.60760760760761E-5	1411102.59418391	1469208.17859962	1519989.16721807	1614069.58669046
7.70770770770771E-5	1408980.80808186	1467088.2714917	1517871.82355713	1611960.14106336
7.80780780780781E-5	1406886.38280807	1464995.66581024	1515781.70899899	1609877.71405894
7.90790790790791E-5	1404818.62297101	1462929.66841297	1513718.13313656	1607821.62320975
8.00800800800801E-5	1402776.85935746	1460889.61222383	1511680.43149274	1605791.211584
8.10810810810811E-5	1400760.44763484	1458874.85494211	1509667.96423801	1603785.84652729
8.20820820820821E-5	1398768.76713283	1456884.77783063	1507680.11498623	1601804.91848084
8.30830830830831E-5	1396801.21969882	1454918.78457692	1505716.2896632	1599847.83987088
8.40840840840841E-5	1394857.22862163	1452976.30022261	1503775.91544262	1597914.04406392
8.50850850850851E-5	1392936.23761879	1451056.77015581	1501858.4397447	1596002.98438342
8.60860860860861E-5	1391037.70988302	1449159.65916224	1499963.32929317	1594114.13318341
8.70870870870871E-5	1389161.12718348	1447284.45053114	1498090.06922645	1592246.98097537
8.80880880880881E-5	1387305.98901854	1445430.64521195	1496238.16225945	1590401.03560449
8.90890890890891E-5	1385471.8118161	1443597.76101865	1494407.12789256	1588575.82147222
9.00900900900901E-5	1383658.1281786	1441785.33187831	1492596.50166458	1586770.8788019
9.10910910910911E-5	1381864.4861696	1439992.90712103	1490805.83444676	1584985.76294457
9.20920920920921E-5	1380090.44863932	1438220.05080865	1489034.69177534	1583220.04372263
9.30930930930931E-5	1378335.59258652	1436466.34109958	1487282.65321989	1581473.30480852
9.40940940940941E-5	1376599.50855441	1434731.36964747	1485549.31178541	1579745.14313647
9.50950950950951E-5	1374881.80005858	1433014.74103167	1483834.2733459	1578035.1683452
9.60960960960961E-5	1373182.08304464	1431316.07221736	1482137.15610745	1576343.00224952
9.70970970970971E-5	1371499.98537407	1429634.99204366	1480457.59009904	1574668.27833913
9.80980980980981E-5	1369835.14633628	1427971.14073779	1478795.21668939	1573010.64130301
9.90990990990991E-5	1368187.21618547	1426324.16945397	1477149.68812825	1571369.74657765
1.001001001001E-4	1366555.85570062	1424693.73983528	1475520.66711052	1569745.259918
1.01101101101101E-4	1364940.73576744	1423079.52359741	1473907.82636223	1568136.8569895
1.02102102102102E-4	1363341.5369808	1421481.2021327	1472310.84824656	1566544.22298011
1.03103103103103E-4	1361757.94926656	1419898.4661336	1470729.42438919	1564967.05223115
1.04104104104104E-4	1360189.67152157	1418331.01523415	1469163.25532163	1563405.04788584
1.05105105105105E-4	1358636.41127098	1416778.55766864	1467612.05014155	1561857.92155458
1.06106106106106E-4	1357097.88434162	1415240.80994636	1466075.52618916	1560325.39299594
1.07107107107107E-4	1355573.81455081	1413717.49654162	1464553.4087387	1558807.18981261
1.08108108108108E-4	1354063.93340955	1412208.34959814	1463045.4307043	1557303.04716128
1.09109109109109E-4	1352567.97983937	1410713.108647	1461551.33235924	1555812.70747599
1.1011011011011E-4	1351085.69990212	1409231.52033748	1460070.86106813	1554335.92020381
1.11111111111111E-4	1349616.84654193	1407763.33818	1458603.771031	1552872.44155263
1.12112112112112E-4	1348161.17933873	1406308.32230065	1457149.82303895	1551422.03424999
1.13113113113113E-4	1346718.46427272	1404866.23920644	1455708.78424062	1549984.46731275
1.14114114114114E-4	1345288.47349921	1403436.86156106	1454280.4279188	1548559.5158267
1.15115115115115E-4	1343870.98513319	1402019.96797027	1452864.5332769	1547146.96073581
1.16116116116116E-4	1342465.78304337	1400615.34277659	1451460.88523459	1545746.58864053
1.17117117117117E-4	1341072.65665486	1399222.77586286	1450069.2742321	1544358.19160474
1.18118118118118E-4	1339691.4007604	1397842.06246398	1448689.49604294	1542981.56697074
1.19119119119119E-4	1338321.8153394	1396473.00298675	1447321.35159445	1541616.5171822
1.2012012012012E-4	1336963.70538467	1395115.40283712	1445964.6467958	1540262.84961428
1.21121121121121E-4	1335616.8807362	1393769.07225461	1444619.19237315	1538920.37641091
1.22122122122122E-4	1334281.15592188	1392433.82615355	1443284.80371158	1537588.9143286
