Voltage (V)	Current (mA)	Voltage (V)	Current (mA)	Voltage (V)	Current (mA)	Voltage (V)	Current (mA)
	R = 1.41 KÙ		R = 1.03 KÙ		R = 0.56 KÙ		R = 0.32 KÙ
0.0447266444444444	0.0324977176228953	0.0109206296296296	0.0108218817234807	0.0201763777777778	0.0367969473016858	0.0086631362962963	0.0271871646876933
0.0450500159159159	0.0327339293643223	0.0112157817817818	0.011114460997481	0.0203304366366366	0.0370782200624842	0.00875313106106106	0.0274696484711742
0.0453733873873874	0.0329701682539407	0.0115109339339339	0.0114070479507465	0.0204844954954955	0.0373594998028992	0.00884312582582583	0.0277521340191764
0.0456967588588589	0.0332064344876774	0.0118060860860861	0.011699642785433	0.0206385543543544	0.0376407865758789	0.00893312059059059	0.0280346213498455
0.0460201303303303	0.0334427282614821	0.0121012382382382	0.0119922457037017	0.0207926132132132	0.0379220804343728	0.00902311535535535	0.0283171104813271
0.0463435018018018	0.0336790497713271	0.0123963903903904	0.0122848569077196	0.0209466720720721	0.0382033814313318	0.00911311012012012	0.0285996014317672
0.0466668732732733	0.033915399213208	0.0126915425425425	0.012577476599659	0.0211007309309309	0.0384846896197081	0.00920310488488488	0.0288820942193115
0.0469902447447447	0.0341517767831433	0.0129866946946947	0.0128701049816985	0.0212547897897898	0.0387660050524553	0.00929309964964965	0.029164588862106
0.0473136162162162	0.0343881826771751	0.0132818468468468	0.0131627422560225	0.0214088486486487	0.0390473277825282	0.00938309441441441	0.0294470853782969
0.0476369876876877	0.0346246170913688	0.013576998998999	0.0134553886248215	0.0215629075075075	0.0393286578628831	0.00947308917917918	0.0297295837860305
0.0479603591591592	0.0348610802218134	0.0138721511511512	0.0137480442902925	0.0217169663663664	0.0396099953464777	0.00956308394394394	0.030012084103453
0.0482837306306306	0.0350975722646219	0.0141673033033033	0.0140407094546386	0.0218710252252252	0.0398913402862711	0.00965307870870871	0.0302945863487111
0.0486071021021021	0.0353340934159312	0.0144624554554555	0.0143333843200698	0.0220250840840841	0.0401726927352238	0.00974307347347347	0.0305770905399513
0.0489304735735736	0.0355706438719023	0.0147576076076076	0.0146260690888026	0.0221791429429429	0.0404540527462975	0.00983306823823824	0.0308595966953204
0.049253845045045	0.0358072238287206	0.0150527597597598	0.0149187639630603	0.0223332018018018	0.0407354203724557	0.009923063003003	0.0311421048329652
0.0495772165165165	0.0360438334825958	0.0153479119119119	0.0152114691450734	0.0224872606606607	0.0410167956666629	0.0100130577677678	0.0314246149710327
0.049900587987988	0.0362804730297625	0.0156430640640641	0.0155041848370793	0.0226413195195195	0.0412981786818856	0.0101030525325325	0.0317071271276701
0.0502239594594595	0.0365171426664797	0.0159382162162162	0.0157969112413227	0.0227953783783784	0.0415795694710911	0.0101930472972973	0.0319896413210247
0.0505473309309309	0.0367538425890318	0.0162333683683684	0.0160896485600559	0.0229494372372372	0.0418609680872488	0.0102830420620621	0.0322721575692437
0.0508707024024024	0.036990572993728	0.0165285205205205	0.0163823969955386	0.0231034960960961	0.042142374583329	0.0103730368268268	0.0325546758904748
0.0511940738738739	0.0372273340769028	0.0168236726726727	0.0166751567500381	0.023257554954955	0.042423789012304	0.0104630315915916	0.0328371963028655
0.0515174453453453	0.0374641260349164	0.0171188248248248	0.0169679280258295	0.0234116138138138	0.0427052114271472	0.0105530263563564	0.0331197188245637
0.0518408168168168	0.0377009490641544	0.017413976976977	0.0172607110251961	0.0235656726726727	0.0429866418808336	0.0106430211211211	0.0334022434737173
0.0521641882882883	0.0379378033610281	0.0177091291291291	0.0175535059504292	0.0237197315315315	0.0432680804263399	0.0107330158858859	0.0336847702684743
0.0524875597597598	0.0381746891219749	0.0180042812812813	0.0178463130038282	0.0238737903903904	0.0435495271166441	0.0108230106506507	0.0339672992269829
0.0528109312312312	0.0384116065434581	0.0182994334334334	0.0181391323877009	0.0240278492492493	0.0438309820047258	0.0109130054154154	0.0342498303673916
0.0531343027027027	0.0386485558219676	0.0185945855855856	0.0184319643043639	0.0241819081081081	0.0441124451435662	0.0110030001801802	0.0345323637078486
0.0534576741741742	0.0388855371540194	0.0188897377377377	0.0187248089561421	0.024335966966967	0.0443939165861481	0.0110929949449449	0.0348148992665028
0.0537810456456456	0.0391225507361562	0.0191848898898899	0.0190176665453694	0.0244900258258258	0.0446753963854557	0.0111829897097097	0.0350974370615027
0.0541044171171171	0.0393595967649474	0.019480042042042	0.0193105372743886	0.0246440846846847	0.0449568845944748	0.0112729844744745	0.0353799771109974
0.0544277885885886	0.0395966754369894	0.0197751941941942	0.0196034213455516	0.0247981435435435	0.0452383812661929	0.0113629792392392	0.0356625194331359
0.0547511600600601	0.0398337869489057	0.0200703463463463	0.0198963189612194	0.0249522024024024	0.045519886453599	0.011452974004004	0.0359450640460673
0.0550745315315315	0.0400709314973467	0.0203654984984985	0.0201892303237626	0.0251062612612613	0.0458014002096837	0.0115429687687688	0.0362276109679411
0.055397903003003	0.0403081092789907	0.0206606506506506	0.020482155635561	0.0252603201201201	0.0460829225874393	0.0116329635335335	0.0365101602169066
0.0557212744744745	0.0405453204905432	0.0209558028028028	0.0207750950990042	0.025414378978979	0.0463644536398597	0.0117229582982983	0.0367927118111136
0.0560446459459459	0.0407825653287376	0.021250954954955	0.0210680489164917	0.0255684378378378	0.0466459934199403	0.0118129530630631	0.0370752657687118
0.0563680174174174	0.041019843990335	0.0215461071071071	0.0213610172904326	0.0257224966966967	0.0469275419806784	0.0119029478278278	0.0373578221078511
0.0566913888888889	0.0412571566721249	0.0218412592592593	0.0216540004232463	0.0258765555555556	0.0472090993750726	0.0119929425925926	0.0376403808466817
0.0570147603603604	0.0414945035709247	0.0221364114114114	0.0219469985173625	0.0260306144144144	0.0474906656561234	0.0120829373573574	0.0379229420033539
0.0573381318318318	0.0417318848835802	0.0224315635635636	0.0222400117752208	0.0261846732732733	0.0477722408768331	0.0121729321221221	0.0382055055960179
0.0576615033033033	0.0419693008069659	0.0227267157157157	0.0225330403992717	0.0263387321321321	0.0480538250902053	0.0122629268868869	0.0384880716428244
0.0579848747747748	0.0422067515379849	0.0230218678678679	0.0228260845919762	0.026492790990991	0.0483354183492456	0.0123529216516517	0.0387706401619241
0.0583082462462462	0.0424442372735692	0.02331702002002	0.0231191445558059	0.0266468498498499	0.0486170207069613	0.0124429164164164	0.0390532111714679
0.0586316177177177	0.0426817582106799	0.0236121721721722	0.0234122204932435	0.0268009087087087	0.0488986322163611	0.0125329111811812	0.0393357846896067
0.0589549891891892	0.0429193145463071	0.0239073243243243	0.0237053126067827	0.0269549675675676	0.0491802529304558	0.0126229059459459	0.0396183607344918
0.0592783606606607	0.0431569064774704	0.0242024764764765	0.0239984210989282	0.0271090264264264	0.0494618829022578	0.0127129007107107	0.0399009393242747
0.0596017321321321	0.0433945342012188	0.0244976286286286	0.0242915461721962	0.0272630852852853	0.0497435221847812	0.0128028954754755	0.0401835204771066
0.0599251036036036	0.0436321979146313	0.0247927807807808	0.0245846880291144	0.0274171441441441	0.0500251708310418	0.0128928902402402	0.0404661042111395
0.0602484750750751	0.0438698978148165	0.0250879329329329	0.0248778468722219	0.027571203003003	0.0503068288940573	0.012982885005005	0.0407486905445251
0.0605718465465465	0.0441076340989128	0.0253830850850851	0.0251710229040697	0.0277252618618619	0.050588496426847	0.0130728797697698	0.0410312794954154
0.060895218018018	0.0443454069640893	0.0256782372372372	0.0254642163272206	0.0278793207207207	0.0508701734824323	0.0131628745345345	0.0413138710819626
0.0612185894894895	0.044583216607545	0.0259733893893894	0.0257574273442494	0.0280333795795796	0.051151860113836	0.0132528692992993	0.0415964653223192
0.061541960960961	0.0448210632265096	0.0262685415415415	0.026050656157743	0.0281874384384384	0.0514335563740829	0.0133428640640641	0.0418790622346375
0.0618653324324324	0.0450589470182434	0.0265636936936937	0.0263439029703009	0.0283414972972973	0.0517152623161997	0.0134328588288288	0.0421616618370704
0.0621887039039039	0.0452968681800376	0.0268588458458458	0.0266371679845347	0.0284955561561562	0.0519969779932148	0.0135228535935936	0.0424442641477707
0.0625120753753754	0.0455348269092143	0.027153997997998	0.0269304514030686	0.028649615015015	0.0522787034581583	0.0136128483583584	0.0427268691848914
0.0628354468468468	0.0457728234031268	0.0274491501501501	0.0272237534285397	0.0288036738738739	0.0525604387640625	0.0137028431231231	0.0430094769665857
0.0631588183183183	0.0460108578591598	0.0277443023023023	0.0275170742635979	0.0289577327327327	0.0528421839639613	0.0137928378878879	0.0432920875110071
0.0634821897897898	0.0462489304747293	0.0280394544544545	0.0278104141109061	0.0291117915915916	0.0531239391108904	0.0138828326526527	0.0435747008363092
0.0638055612612613	0.0464870414472832	0.0283346066066066	0.0281037731731402	0.0292658504504505	0.0534057042578876	0.0139728274174174	0.0438573169606456
0.0641289327327327	0.0467251909743009	0.0286297587587588	0.0283971516529894	0.0294199093093093	0.0536874794579924	0.0140628221821822	0.0441399359021704
0.0644523042042042	0.0469633792532941	0.0289249109109109	0.0286905497531566	0.0295739681681682	0.0539692647642462	0.0141528169469469	0.0444225576790375
0.0647756756756757	0.0472016064818064	0.0292200630630631	0.0289839676763579	0.029728027027027	0.0542510602296925	0.0142428117117117	0.0447051823094015
0.0650990471471471	0.0474398728574138	0.0295152152152152	0.0292774056253233	0.0298820858858859	0.0545328659073766	0.0143328064764765	0.0449878098114166
0.0654224186186186	0.0476781785777247	0.0298103673673674	0.0295708638027965	0.0300361447447447	0.0548146818503455	0.0144228012412412	0.0452704402032376
0.0657457900900901	0.0479165238403803	0.0301055195195195	0.0298643424115354	0.0301902036036036	0.0550965081116485	0.014512796006006	0.0455530735030194
0.0660691615615616	0.0481549088430543	0.0304006716716717	0.0301578416543117	0.0303442624624625	0.0553783447443365	0.0146027907707708	0.0458357097289169
0.066392533033033	0.0483933337834538	0.0306958238238238	0.0304513617339117	0.0304983213213213	0.0556601918014627	0.0146927855355355	0.0461183488990854
0.0667159045045045	0.0486317988593185	0.030990975975976	0.0307449028531358	0.0306523801801802	0.055942049336082	0.0147827803003003	0.0464009910316803
0.067039275975976	0.0488703042684219	0.0312861281281281	0.0310384652147991	0.030806439039039	0.0562239174012514	0.0148727750650651	0.0466836361448572
0.0673626474474474	0.0491088502085704	0.0315812802802803	0.0313320490217314	0.0309604978978979	0.0565057960500298	0.0149627698298298	0.0469662842567719
0.0676860189189189	0.0493474368776046	0.0318764324324324	0.0316256544767771	0.0311145567567568	0.0567876853354781	0.0150527645945946	0.0472489353855805
0.0680093903903904	0.0495860644733984	0.0321715845845846	0.0319192817827959	0.0312686156156156	0.0570695853106593	0.0151427593593594	0.047531589549439
0.0683327618618619	0.0498247331938599	0.0324667367367367	0.0322129311426623	0.0314226744744745	0.0573514960286383	0.0152327541241241	0.0478142467665038
0.0686561333333333	0.0500634432369313	0.0327618888888889	0.0325066027592662	0.0315767333333333	0.0576334175424821	0.0153227488888889	0.0480969070549316
0.0689795048048048	0.0503021948005889	0.033057041041041	0.0328002968355127	0.0317307921921922	0.0579153499052596	0.0154127436536537	0.0483795704328791
0.0693028762762763	0.0505409880828436	0.0333521931931932	0.0330940135743227	0.0318848510510511	0.058197293170042	0.0155027384184184	0.0486622369185033
0.0696262477477478	0.0507798232817409	0.0336473453453453	0.0333877531786326	0.0320389099099099	0.0584792473899023	0.0155927331831832	0.0489449065299613
0.0699496192192192	0.051018700595361	0.0339424974974975	0.0336815158513945	0.0321929687687688	0.0587612126179157	0.015682727947948	0.0492275792854105
0.0702729906906907	0.0512576202218189	0.0342376496496496	0.0339753017955765	0.0323470276276276	0.0590431889071594	0.0157727227127127	0.0495102552030086
0.0705963621621622	0.051496582359265	0.0345328018018018	0.034269111214163	0.0325010864864865	0.0593251763107127	0.0158627174774775	0.0497929343009131
0.0709197336336336	0.0517355872058848	0.034827953953954	0.0345629443101543	0.0326551453453453	0.059607174881657	0.0159527122422422	0.0500756165972822
0.0712431051051051	0.051974634959899	0.0351231061061061	0.0348568012865673	0.0328092042042042	0.0598891846730759	0.016042707007007	0.050358302110274
0.0715664765765766	0.0522137258195643	0.0354182582582583	0.0351506823464351	0.0329632630630631	0.0601712057380548	0.0161327017717718	0.050640990858047
0.071889848048048	0.0524528599831729	0.0357134104104104	0.0354445876928079	0.0331173219219219	0.0604532381296817	0.0162226965365365	0.0509236828587596
0.0722132195195195	0.052692037649053	0.0360085625625626	0.0357385175287522	0.0332713807807808	0.0607352819010463	0.0163126913013013	0.0512063781305708
0.072536590990991	0.0529312590155687	0.0363037147147147	0.0360324720573517	0.0334254396396396	0.0610173371052407	0.0164026860660661	0.0514890766916395
0.0728599624624625	0.0531705242811206	0.0365988668668669	0.0363264514817072	0.0335794984984985	0.061299403795359	0.0164926808308308	0.0517717785601249
0.0731833339339339	0.0534098336441456	0.036894019019019	0.0366204560049364	0.0337335573573574	0.0615814820244976	0.0165826755955956	0.0520544837541866
0.0735067054054054	0.0536491873031171	0.0371891711711712	0.0369144858301748	0.0338876162162162	0.061863571845755	0.0166726703603604	0.0523371922919842
0.0738300768768769	0.0538885854565453	0.0374843233233233	0.0372085411605748	0.0340416750750751	0.0621456733122318	0.0167626651251251	0.0526199041916775
0.0741534483483483	0.0541280283029774	0.0377794754754755	0.037502622199307	0.0341957339339339	0.0624277864770309	0.0168526598898899	0.0529026194714266
0.0744768198198198	0.0543675160409975	0.0380746276276276	0.0377967291495595	0.0343497927927928	0.0627099113932573	0.0169426546546547	0.0531853381493918
0.0748001912912913	0.054607048869227	0.0383697797797798	0.0380908622145381	0.0345038516516517	0.0629920481140185	0.0170326494194194	0.0534680602437337
0.0751235627627628	0.0548466269863247	0.0386649319319319	0.0383850215974671	0.0346579105105105	0.0632741966924239	0.0171226441841842	0.0537507857726129
0.0754469342342342	0.0550862505909869	0.0389600840840841	0.0386792075015886	0.0348119693693694	0.0635563571815852	0.017212638948949	0.0540335147541906
0.0757703057057057	0.0553259198819478	0.0392552362362362	0.0389734201301631	0.0349660282282282	0.0638385296346164	0.0173026337137137	0.0543162472066277
0.0760936771771772	0.0555656350579794	0.0395503883883884	0.0392676596864698	0.0351200870870871	0.0641207141046338	0.0173926284784785	0.0545989831480858
0.0764170486486487	0.0558053963178916	0.0398455405405405	0.0395619263738062	0.0352741459459459	0.0644029106447558	0.0174826232432432	0.0548817225967265
0.0767404201201201	0.0560452038605327	0.0401406926926927	0.0398562203954887	0.0354282048048048	0.0646851193081033	0.017572618008008	0.0551644655707116
0.0770637915915916	0.0562850578847893	0.0404358448448448	0.0401505419548526	0.0355822636636637	0.0649673401477992	0.0176626127727728	0.0554472120882032
0.0773871630630631	0.0565249585895867	0.040730996996997	0.0404448912552521	0.0357363225225225	0.065249573216969	0.0177526075375375	0.0557299621673636
0.0777105345345345	0.0567649061738887	0.0410261491491491	0.0407392685000608	0.0358903813813814	0.0655318185687403	0.0178426023023023	0.0560127158263554
0.078033906006006	0.0570049008366981	0.0413213013013013	0.0410336738926713	0.0360444402402402	0.0658140762562429	0.0179325970670671	0.0562954730833413
0.0783572774774775	0.0572449427770567	0.0416164534534534	0.0413281076364959	0.0361984990990991	0.0660963463326093	0.0180225918318318	0.0565782339564843
0.0786806489489489	0.0574850321940456	0.0419116056056056	0.0416225699349665	0.036352557957958	0.066378628850974	0.0181125865965966	0.0568609984639477
0.0790040204204204	0.0577251692867852	0.0422067577577578	0.0419170609915344	0.0365066168168168	0.066660923864474	0.0182025813613614	0.0571437666238949
0.0793273918918919	0.0579653542544354	0.0425019099099099	0.0422115810096712	0.0366606756756757	0.0669432314262486	0.0182925761261261	0.0574265384544897
0.0796507633633634	0.0582055872961958	0.0427970620620621	0.0425061301928682	0.0368147345345345	0.0672255515894395	0.0183825708908909	0.0577093139738959
0.0799741348348348	0.0584458686113061	0.0430922142142142	0.0428007087446369	0.0369687933933934	0.0675078844071906	0.0184725656556557	0.0579920932002777
0.0802975063063063	0.0586861983990458	0.0433873663663664	0.0430953168685093	0.0371228522522523	0.0677902299326485	0.0185625604204204	0.0582748761517996
0.0806208777777778	0.0589265768587345	0.0436825185185185	0.0433899547680376	0.0372769111111111	0.0680725882189619	0.0186525551851852	0.0585576628466261
0.0809442492492493	0.0591670041897326	0.0439776706706707	0.0436846226467947	0.03743096996997	0.0683549593192821	0.01874254994995	0.0588404533029223
0.0812676207207207	0.0594074805914406	0.0442728228228228	0.0439793207083742	0.0375850288288288	0.0686373432867627	0.0188325447147147	0.0591232475388532
0.0815909921921922	0.0596480062632998	0.044567974974975	0.0442740491563903	0.0377390876876877	0.0689197401745597	0.0189225394794795	0.0594060455725842
0.0819143636636637	0.0598885814047926	0.0448631271271271	0.0445688081944787	0.0378931465465465	0.0692021500358316	0.0190125342442442	0.0596888474222808
0.0822377351351351	0.0601292062154421	0.0451582792792793	0.0448635980262958	0.0380472054054054	0.0694845729237394	0.019102529009009	0.0599716531061091
0.0825611066066066	0.0603698808948128	0.0454534314314314	0.0451584188555195	0.0382012642642643	0.0697670088914465	0.0191925237737738	0.0602544626422351
0.0828844780780781	0.0606106056425106	0.0457485835835836	0.045453270885849	0.0383553231231231	0.0700494579921186	0.0192825185385385	0.0605372760488251
0.0832078495495495	0.0608513806581826	0.0460437357357357	0.0457481543210051	0.038509381981982	0.070331920278924	0.0193725133033033	0.0608200933440457
0.083531221021021	0.0610922061415181	0.0463388878878879	0.0460430693647303	0.0386634408408408	0.0706143958050337	0.0194625080680681	0.0611029145460639
0.0838545924924925	0.0613330822922477	0.04663404004004	0.046338016220789	0.0388174996996997	0.0708968846236208	0.0195525028328328	0.0613857396730467
0.084177963963964	0.0615740093101445	0.0469291921921922	0.0466329950929675	0.0389715585585586	0.0711793867878612	0.0196424975975976	0.0616685687431614
0.0845013354354354	0.0618149873950234	0.0472243443443443	0.0469280061850742	0.0391256174174174	0.0714619023509332	0.0197324923623624	0.0619514017745758
0.0848247069069069	0.062056016746742	0.0475194964964965	0.0472230497009398	0.0392796762762763	0.0717444313660176	0.0198224871271271	0.0622342387854576
0.0851480783783784	0.0622970975652002	0.0478146486486486	0.0475181258444174	0.0394337351351351	0.0720269738862977	0.0199124818918919	0.0625170797939749
0.0854714498498498	0.0625382300503406	0.0481098008008008	0.0478132348193828	0.039587793993994	0.0723095299649594	0.0200024766566567	0.0627999248182963
0.0857948213213213	0.0627794144021488	0.0484049529529529	0.0481083768297341	0.0397418528528529	0.0725920996551912	0.0200924714214214	0.0630827738765902
0.0861181927927928	0.0630206508206531	0.0487001051051051	0.0484035520793926	0.0398959117117117	0.0728746830101841	0.0201824661861862	0.0633656269870256
0.0864415642642643	0.0632619395059254	0.0489952572572573	0.0486987607723025	0.0400499705705706	0.0731572800831317	0.020272460950951	0.0636484841677717
0.0867649357357357	0.0635032806580806	0.0492904094094094	0.0489940031124308	0.0402040294294294	0.0734398909272302	0.0203624557157157	0.0639313454369978
0.0870883072072072	0.0637446744772773	0.0495855615615616	0.0492892793037682	0.0403580882882883	0.0737225155956783	0.0204524504804805	0.0642142108128737
0.0874116786786787	0.0639861211637177	0.0498807137137137	0.0495845895503284	0.0405121471471471	0.0740051541416774	0.0205424452452452	0.0644970803135693
0.0877350501501502	0.0642276209176479	0.0501758658658659	0.0498799340561489	0.040666206006006	0.0742878066184314	0.02063244001001	0.0647799539572548
0.0880584216216216	0.064469173939358	0.050471018018018	0.0501753130252908	0.0408202648648649	0.0745704730791469	0.0207224347747748	0.0650628317621007
0.0883817930930931	0.0647107804291822	0.0507661701701702	0.0504707266618389	0.0409743237237237	0.0748531535770333	0.0208124295395395	0.0653457137462777
0.0887051645645646	0.0649524405874992	0.0510613223223223	0.050766175169902	0.0411283825825826	0.0751358481653023	0.0209024243043043	0.0656285999279568
0.089028536036036	0.0651941546147321	0.0513564744744745	0.0510616587536131	0.0412824414414414	0.0754185568971684	0.0209924190690691	0.0659114903253094
0.0893519075075075	0.0654359227113486	0.0516516266266266	0.0513571776171294	0.0414365003003003	0.075701279825849	0.0210824138338338	0.0661943849565069
0.089675278978979	0.0656777450778614	0.0519467787787788	0.0516527319646323	0.0415905591591592	0.0759840170045637	0.0211724085985986	0.0664772838397212
0.0899986504504504	0.0659196219148282	0.0522419309309309	0.051948322000328	0.041744618018018	0.0762667684865352	0.0212624033633634	0.0667601869931244
0.0903220219219219	0.0661615534228518	0.0525370830830831	0.0522439479284471	0.0418986768768769	0.0765495343249887	0.0213523981281281	0.0670430944348889
0.0906453933933934	0.0664035398025803	0.0528322352352352	0.0525396099532452	0.0420527357357357	0.0768323145731522	0.0214423928928929	0.0673260061831872
0.0909687648648649	0.0666455812547074	0.0531273873873874	0.0528353082790026	0.0422067945945946	0.0771151092842561	0.0215323876576577	0.0676089222561924
0.0912921363363363	0.0668876779799725	0.0534225395395395	0.053131043110025	0.0423608534534535	0.0773979185115341	0.0216223824224224	0.0678918426720777
0.0916155078078078	0.0671298301791607	0.0537176916916917	0.0534268146506431	0.0425149123123123	0.0776807423082221	0.0217123771871872	0.0681747674490164
0.0919388792792793	0.0673720380531034	0.0540128438438438	0.0537226231052129	0.0426689711711712	0.077963580727559	0.021802371951952	0.0684576966051824
0.0922622507507508	0.0676143018026777	0.054307995995996	0.0540184686781162	0.04282303003003	0.0782464338227864	0.0218923667167167	0.0687406301587498
0.0925856222222222	0.0678566216288074	0.0546031481481481	0.0543143515737602	0.0429770888888889	0.0785293016471487	0.0219823614814815	0.0690235681278928
0.0929089936936937	0.0680989977324629	0.0548983003003003	0.054610271996578	0.0431311477477477	0.0788121842538929	0.0220723562462462	0.069306510530786
0.0932323651651652	0.0683414303146609	0.0551934524524524	0.0549062301510284	0.0432852066066066	0.0790950816962691	0.022162351011011	0.0695894573856044
0.0935557366366366	0.0685839195764651	0.0554886046046046	0.0552022262415967	0.0434392654654655	0.0793779940275298	0.0222523457757758	0.0698724087105231
0.0938791081081081	0.0688264657189864	0.0557837567567568	0.055498260472794	0.0435933243243243	0.0796609213009307	0.0223423405405405	0.0701553645237176
0.0942024795795796	0.0690690689433827	0.0560789089089089	0.055794333049158	0.0437473831831832	0.0799438635697301	0.0224323353053053	0.0704383248433636
0.094525851051051	0.0693117294508592	0.0563740610610611	0.0560904441752527	0.043901442042042	0.080226820887189	0.0225223300700701	0.0707212896876372
0.0948492225225225	0.0695544474426686	0.0566692132132132	0.056386594055669	0.0440555009009009	0.0805097933065716	0.0226123248348348	0.0710042590747147
