time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = -1 V	Vb = -1.15 V	Vb = -1.3 V	Vb = -1.45 V	Vb = -1.6 V	Vb = -1.75 V
9.46546546546547E-6	907.950693549656	735.271720291012	592.586952527929	480.107636653691	398.69469139227	348.900787325072
9.48948948948949E-6	908.041317213531	735.366142814166	592.68509279993	480.208359471407	398.793813147675	348.992772079364
9.51351351351351E-6	908.131604235311	735.460225550232	592.782891347747	480.308745258432	398.892624017041	349.084496648263
9.53753753753754E-6	908.221556408809	735.553970293448	592.880349958795	480.408795747535	398.991125524948	349.175962194861
9.56156156156156E-6	908.311175514265	735.647378824491	592.977470407001	480.508512658551	399.089319185073	349.267169874648
9.58558558558559E-6	908.400463318486	735.740452910611	593.074254452943	480.607897698513	399.187206500294	349.358120835581
9.60960960960961E-6	908.489421574978	735.833194305765	593.170703843984	480.706952561775	399.284788962791	349.44881621814
9.63363363363363E-6	908.57805202408	735.92560475075	593.266820314402	480.805678930137	399.382068054148	349.539257155405
9.65765765765766E-6	908.666356393094	736.017685973335	593.362605585518	480.904078472971	399.479045245457	349.62944477311
9.68168168168168E-6	908.754336396415	736.10943968839	593.458061365829	481.002152847345	399.575721997408	349.71938018971
9.7057057057057E-6	908.84199373566	736.200867598013	593.553189351134	481.099903698134	399.672099760396	349.809064516445
9.72972972972973E-6	908.929330099792	736.291971391656	593.647991224655	481.197332658153	399.768179974611	349.898498857399
9.75375375375375E-6	909.016347165247	736.382752746252	593.742468657167	481.29444134826	399.863964070137	349.987684309564
9.77777777777778E-6	909.103046596054	736.473213326335	593.836623307117	481.391231377486	399.959453467045	350.076621962897
9.8018018018018E-6	909.189430043963	736.563354784165	593.930456820742	481.487704343138	400.054649575485	350.165312900386
9.82582582582583E-6	909.275499148556	736.653178759845	594.023970832196	481.583861830921	400.149553795782	350.253758198102
9.84984984984985E-6	909.361255537375	736.742686881442	594.117166963661	481.679705415046	400.244167518522	350.341958925262
9.87387387387387E-6	909.446700826033	736.831880765102	594.210046825465	481.775236658339	400.338492124644	350.429916144288
9.8978978978979E-6	909.531836618333	736.920762015168	594.3026120162	481.870457112357	400.432528985533	350.517630910861
9.92192192192192E-6	909.61666450638	737.009332224293	594.394864122831	481.965368317488	400.526279463099	350.60510427398
9.94594594594595E-6	909.701186070698	737.097592973554	594.486804720812	482.059971803063	400.619744909874	350.692337276017
9.96996996996997E-6	909.785402880337	737.185545832563	594.578435374196	482.15426908746	400.712926669091	350.779330952776
9.99399399399399E-6	909.869316492986	737.273192359578	594.669757635744	482.248261678209	400.80582607477	350.866086333543
1.0018018018018E-5	909.952928455083	737.360534101609	594.760773047032	482.341951072093	400.898444451806	350.952604441143
1.0042042042042E-5	910.03624030192	737.447572594532	594.851483138561	482.435338755251	400.990783116045	351.038886291996
1.00660660660661E-5	910.119253557751	737.534309363188	594.94188942986	482.528426203279	401.082843374375	351.124932896167
1.00900900900901E-5	910.201969735899	737.620745921493	595.031993429591	482.621214881329	401.174626524797	351.21074525742
1.01141141141141E-5	910.284390338855	737.706883772542	595.121796635655	482.713706244208	401.266133856516	351.296324373271
1.01381381381381E-5	910.366516858386	737.792724408708	595.21130053529	482.805901736472	401.35736665001	351.381671235038
1.01621621621622E-5	910.448350775633	737.878269311747	595.300506605172	482.897802792527	401.448326177116	351.466786827895
1.01861861861862E-5	910.529893561213	737.963519952895	595.389416311519	482.989410836718	401.539013701104	351.55167213092
1.02102102102102E-5	910.611146675317	738.048477792972	595.478031110184	483.080727283428	401.629430476756	351.636328117145
1.02342342342342E-5	910.692111567811	738.133144282474	595.566352446756	483.171753537167	401.719577750438	351.720755753609
1.02582582582583E-5	910.772789678325	738.217520861674	595.654381756653	483.262490992666	401.809456760178	351.804956001404
1.02822822822823E-5	910.853182436361	738.301608960715	595.742120465221	483.352941034964	401.89906873574	351.888929815724
1.03063063063063E-5	910.933291261374	738.385409999708	595.829569987823	483.443105039503	401.988414898698	351.972678145913
1.03303303303303E-5	911.013117562876	738.46892538882	595.916731729938	483.532984372211	402.077496462505	352.056201935514
