time (s)	Resistance (Ù)	Resistance (Ù)
	Device 1	Device 2
0.1149	13740	16350
0.1149	13740	16350
0.1149	13750	16350
0.115	13750	16350
0.115	13750	16350
0.115	13750	16350
0.115	13750	16350
0.115	13760	16340
0.115	13760	16340
0.115	13760	16340
0.115	13760	16340
0.115	13760	16340
0.115	13770	16340
0.115	13770	16340
0.1151	13770	16340
0.1151	13770	16330
0.1151	13780	16330
0.1151	13780	16330
0.1151	13780	16330
0.1151	13780	16330
0.1151	13780	16330
0.1151	13790	16330
0.1151	13790	16320
0.1151	13790	16320
0.1151	13790	16320
0.1152	13800	16320
0.1152	13800	16320
0.1152	13800	16320
0.1152	13800	16320
0.1152	13800	16310
0.1152	13810	16310
0.1152	13810	16310
0.1152	13810	16310
0.1152	13810	16310
0.1152	13820	16310
0.1152	13820	16300
0.1153	13820	16300
0.1153	13820	16300
0.1153	13820	16300
0.1153	13830	16300
0.1153	13830	16300
0.1153	13830	16290
0.1153	13830	16290
0.1153	13840	16290
0.1153	13840	16290
0.1153	13840	16290
0.1153	13840	16280
0.1154	13840	16280
0.1154	13850	16280
0.1154	13850	16280
0.1154	13850	16280
0.1154	13850	16270
0.1154	13860	16270
0.1154	13860	16270
0.1154	13860	16270
0.1154	13860	16260
0.1154	13870	16260
0.1155	13870	16260
0.1155	13870	16260
0.1155	13870	16250
0.1155	13880	16250
0.1155	13880	16250
0.1155	13880	16250
0.1155	13880	16240
0.1155	13890	16240
0.1155	13890	16240
0.1155	13890	16240
0.1156	13890	16230
0.1156	13900	16230
0.1156	13900	16230
0.1156	13900	16220
0.1156	13900	16220
0.1156	13910	16220
0.1156	13910	16220
0.1156	13910	16210
0.1156	13910	16210
0.1157	13920	16210
0.1157	13920	16200
0.1157	13920	16200
0.1157	13930	16200
0.1157	13930	16190
0.1157	13930	16190
0.1157	13930	16180
0.1157	13940	16180
0.1158	13940	16180
0.1158	13940	16170
0.1158	13950	16170
0.1158	13950	16160
0.1158	13950	16160
0.1158	13960	16150
0.1159	13960	16140
0.1159	13970	16140
0.1159	13970	16130
0.1159	13980	16120
0.1159	13980	16110
0.116	13990	16100
0.116	13990	16100
0.116	14000	16090
0.116	14000	16080
0.116	14010	16080
0.1161	14010	16070
0.1161	14010	16060
0.1161	14020	16060
0.1161	14020	16050
0.1161	14020	16050
0.1161	14030	16040
0.1161	14030	16040
0.1161	14030	16030
0.1162	14030	16030
0.1162	14040	16020
0.1162	14040	16020
0.1162	14040	16010
0.1162	14040	16010
0.1162	14050	16000
0.1162	14050	16000
0.1162	14050	15990
0.1162	14050	15990
0.1163	14060	15980
0.1163	14060	15980
0.1163	14060	15970
0.1163	14060	15970
0.1163	14070	15960
0.1163	14070	15960
0.1163	14070	15960
0.1163	14070	15950
0.1163	14080	15950
0.1163	14080	15940
0.1164	14080	15940
0.1164	14080	15930
0.1164	14090	15930
0.1164	14090	15920
0.1164	14090	15920
0.1164	14090	15910
0.1164	14090	15910
0.1164	14100	15900
0.1164	14100	15900
0.1164	14100	15890
0.1164	14100	15890
0.1165	14110	15880
0.1165	14110	15880
0.1165	14110	15880
0.1165	14110	15870
0.1165	14110	15870
0.1165	14120	15860
0.1165	14120	15860
0.1165	14120	15850
0.1165	14120	15850
0.1165	14120	15840
0.1165	14130	15840
0.1166	14130	15830
0.1166	14130	15830
0.1166	14130	15820
0.1166	14140	15820
0.1166	14140	15810
0.1166	14140	15810
0.1166	14140	15800
0.1166	14140	15800
0.1166	14150	15790
0.1166	14150	15790
0.1166	14150	15780
0.1167	14150	15780
0.1167	14150	15770
0.1167	14160	15770
0.1167	14160	15770
0.1167	14160	15760
0.1167	14160	15760
0.1167	14160	15750
0.1167	14170	15750
0.1167	14170	15740
0.1167	14170	15740
0.1167	14170	15730
0.1168	14170	15730
0.1168	14180	15720
0.1168	14180	15720
0.1168	14180	15710
0.1168	14180	15710
0.1168	14180	15700
0.1168	14190	15700
0.1168	14190	15690
0.1168	14190	15690
0.1168	14190	15680
0.1168	14190	15680
0.1168	14200	15670
0.1169	14200	15670
0.1169	14200	15660
0.1169	14200	15660
0.1169	14200	15650
0.1169	14210	15650
0.1169	14210	15640
0.1169	14210	15640
0.1169	14210	15630
0.1169	14210	15620
0.1169	14220	15620
0.1169	14220	15610
0.1169	14220	15610
0.117	14220	15600
0.117	14220	15600
0.117	14230	15590
0.117	14230	15590
0.117	14230	15580
0.117	14230	15580
0.117	14230	15570
0.117	14240	15570
0.117	14240	15560
0.117	14240	15560
0.117	14240	15550
0.1171	14240	15550
0.1171	14250	15540
0.1171	14250	15540
0.1171	14250	15530
0.1171	14250	15520
0.1171	14250	15520
0.1171	14260	15510
0.1171	14260	15510
0.1171	14260	15500
0.1171	14260	15500
0.1171	14260	15490
0.1171	14270	15490
0.1172	14270	15480
0.1172	14270	15480
0.1172	14270	15470
0.1172	14270	15460
0.1172	14280	15460
0.1172	14280	15450
0.1172	14280	15450
0.1172	14280	15440
0.1172	14280	15440
0.1172	14290	15430
0.1172	14290	15420
0.1173	14290	15420
0.1173	14290	15410
0.1173	14300	15410
0.1173	14300	15400
0.1173	14300	15400
0.1173	14300	15390
0.1173	14300	15380
0.1173	14310	15380
0.1173	14310	15370
0.1173	14310	15370
0.1173	14310	15360
0.1174	14310	15360
0.1174	14320	15350
0.1174	14320	15340
0.1174	14320	15340
0.1174	14320	15330
0.1174	14320	15330
0.1174	14330	15320
0.1174	14330	15310
0.1174	14330	15310
0.1174	14330	15300
0.1174	14330	15300
0.1175	14340	15290
0.1175	14340	15280
0.1175	14340	15280
0.1175	14340	15270
0.1175	14350	15260
0.1175	14350	15260
0.1175	14350	15250
0.1175	14350	15250
0.1175	14350	15240
0.1175	14360	15230
0.1175	14360	15230
0.1176	14360	15220
0.1176	14360	15210
0.1176	14360	15210
0.1176	14370	15200
0.1176	14370	15200
0.1176	14370	15190
0.1176	14370	15180
0.1176	14380	15180
0.1176	14380	15170
0.1176	14380	15160
0.1177	14380	15160
0.1177	14380	15150
0.1177	14390	15140
0.1177	14390	15140
0.1177	14390	15130
0.1177	14390	15120
0.1177	14400	15120
0.1177	14400	15110
0.1177	14400	15100
0.1177	14400	15100
0.1178	14410	15090
0.1178	14410	15080
0.1178	14410	15080
0.1178	14410	15070
0.1178	14410	15060
0.1178	14420	15060
0.1178	14420	15050
0.1178	14420	15040
0.1178	14420	15040
0.1178	14430	15030
0.1179	14430	15020
0.1179	14430	15020
0.1179	14430	15010
0.1179	14440	15000
0.1179	14440	15000
0.1179	14440	14990
0.1179	14440	14980
0.1179	14440	14970
0.1179	14450	14970
0.1179	14450	14960
0.118	14450	14950
0.118	14450	14950
0.118	14460	14940
0.118	14460	14930
0.118	14460	14920
0.118	14460	14920
0.118	14470	14910
0.118	14470	14900
0.118	14470	14890
0.1181	14470	14890
0.1181	14480	14880
0.1181	14480	14870
0.1181	14480	14860
0.1181	14480	14860
0.1181	14490	14850
0.1181	14490	14840
0.1181	14490	14830
0.1181	14490	14830
0.1182	14500	14820
0.1182	14500	14810
0.1182	14500	14800
0.1182	14500	14800
0.1182	14510	14790
0.1182	14510	14780
0.1182	14510	14770
0.1182	14510	14760
0.1183	14520	14760
0.1183	14520	14750
0.1183	14520	14740
0.1183	14530	14730
0.1183	14530	14730
0.1183	14530	14720
0.1183	14530	14710
0.1183	14540	14700
0.1183	14540	14690
0.1184	14540	14680
0.1184	14540	14680
0.1184	14550	14670
0.1184	14550	14660
0.1184	14550	14650
0.1184	14560	14640
0.1184	14560	14640
0.1184	14560	14630
0.1185	14560	14620
0.1185	14570	14610
0.1185	14570	14600
0.1185	14570	14590
0.1185	14570	14580
0.1185	14580	14580
0.1185	14580	14570
0.1186	14580	14560
0.1186	14590	14550
0.1186	14590	14540
0.1186	14590	14530
0.1186	14600	14520
0.1186	14600	14510
0.1186	14600	14510
0.1186	14600	14500
0.1187	14610	14490
0.1187	14610	14480
0.1187	14610	14470
0.1187	14620	14460
0.1187	14620	14450
0.1187	14620	14440
0.1187	14630	14430
0.1188	14630	14420
0.1188	14630	14420
0.1188	14630	14410
0.1188	14640	14400
0.1188	14640	14390
0.1188	14640	14380
0.1188	14650	14370
0.1189	14650	14360
0.1189	14650	14350
0.1189	14660	14340
0.1189	14660	14330
0.1189	14660	14320
0.1189	14670	14310
0.1189	14670	14300
0.119	14670	14290
0.119	14680	14280
0.119	14680	14270
0.119	14680	14260
0.119	14690	14250
0.119	14690	14240
0.1191	14690	14230
0.1191	14700	14220
0.1191	14700	14210
0.1191	14700	14200
0.1191	14710	14190
0.1191	14710	14180
0.1192	14710	14170
0.1192	14720	14160
0.1192	14720	14150
0.1192	14720	14140
0.1192	14730	14130
0.1192	14730	14120
0.1193	14740	14110
0.1193	14740	14100
0.1193	14740	14090
0.1193	14750	14080
0.1193	14750	14060
0.1193	14750	14050
0.1194	14760	14040
0.1194	14760	14030
0.1194	14770	14020
0.1194	14770	14010
0.1194	14770	14000
0.1194	14780	13990
0.1195	14780	13980
0.1195	14780	13960
0.1195	14790	13950
0.1195	14790	13940
0.1195	14800	13930
0.1196	14800	13920
0.1196	14800	13910
0.1196	14810	13900
0.1196	14810	13880
0.1196	14820	13870
0.1197	14820	13860
0.1197	14820	13850
0.1197	14830	13840
0.1197	14830	13830
0.1197	14840	13810
0.1198	14840	13800
0.1198	14850	13790
0.1198	14850	13780
0.1198	14850	13770
0.1198	14860	13750
0.1199	14860	13740
0.1199	14870	13730
0.1199	14870	13720
0.1199	14880	13700
0.1199	14880	13690
0.12	14890	13680
0.12	14890	13670
0.12	14890	13650
0.12	14900	13640
0.1201	14900	13630
0.1201	14910	13610
0.1201	14910	13600
0.1201	14920	13590
0.1201	14920	13580
0.1202	14930	13560
0.1202	14930	13550
0.1202	14940	13540
0.1202	14940	13520
0.1203	14950	13510
0.1203	14950	13500
0.1203	14960	13480
0.1203	14960	13470
0.1204	14970	13460
0.1204	14970	13440
0.1204	14980	13430
0.1204	14980	13410
0.1205	14990	13400
0.1205	14990	13390
0.1205	15000	13370
0.1205	15000	13360
0.1206	15010	13350
0.1206	15010	13330
0.1206	15020	13320
0.1206	15020	13300
0.1207	15030	13290
0.1207	15030	13270
0.1207	15040	13260
0.1208	15040	13250
0.1208	15050	13230
0.1208	15050	13220
0.1208	15060	13200
0.1209	15070	13190
0.1209	15070	13170
0.1209	15080	13160
0.121	15080	13140
0.121	15090	13130
0.121	15090	13110
0.121	15100	13100
0.1211	15100	13090
0.1211	15110	13070
0.1211	15120	13060
0.1212	15120	13040
0.1212	15130	13030
0.1212	15130	13010
0.1213	15140	13000
0.1213	15150	12980
0.1213	15150	12970
0.1213	15160	12950
0.1214	15160	12940
0.1214	15170	12920
0.1214	15180	12910
0.1215	15180	12890
0.1215	15190	12870
0.1215	15190	12860
0.1216	15200	12840
0.1216	15210	12830
0.1216	15210	12810
0.1217	15220	12800
0.1217	15230	12780
0.1218	15230	12770
0.1218	15240	12750
0.1218	15240	12740
0.1219	15250	12720
0.1219	15260	12700
0.1219	15260	12690
0.122	15270	12670
0.122	15280	12660
0.122	15280	12640
0.1221	15290	12630
0.1221	15300	12610
0.1222	15310	12590
0.1222	15310	12580
0.1222	15320	12560
0.1223	15330	12540
0.1223	15330	12530
0.1224	15340	12510
0.1224	15350	12490
0.1225	15360	12480
0.1225	15360	12460
0.1225	15370	12440
0.1226	15380	12420
0.1226	15390	12410
0.1227	15400	12390
0.1227	15410	12370
0.1228	15420	12350
0.1229	15430	12330
0.1229	15440	12300
0.123	15450	12280
0.123	15460	12260
0.1231	15470	12240
0.1232	15480	12220
0.1232	15490	12200
0.1233	15500	12180
0.1234	15510	12160
0.1234	15510	12150
0.1234	15520	12130
0.1235	15530	12120
0.1235	15530	12110
0.1236	15540	12100
0.1236	15550	12080
0.1237	15550	12070
0.1237	15560	12060
0.1237	15560	12050
0.1238	15570	12040
0.1238	15580	12030
0.1238	15580	12020
0.1239	15590	12010
0.1239	15590	12000
0.1239	15600	11990
0.124	15600	11990
0.124	15610	11980
0.124	15610	11970
0.1241	15610	11960
0.1241	15620	11950
0.1241	15620	11950
0.1242	15630	11940
0.1242	15630	11930
0.1242	15640	11920
0.1242	15640	11920
0.1243	15650	11910
0.1243	15650	11900
0.1243	15650	11900
0.1244	15660	11890
0.1244	15660	11880
0.1244	15670	11880
0.1244	15670	11870
0.1245	15670	11860
0.1245	15680	11860
0.1245	15680	11850
0.1245	15680	11850
0.1246	15690	11840
0.1246	15690	11840
0.1246	15700	11830
0.1247	15700	11820
0.1247	15700	11820
0.1247	15710	11810
0.1247	15710	11810
0.1248	15710	11800
0.1248	15720	11800
0.1248	15720	11790
0.1248	15720	11790
0.1248	15730	11780
0.1249	15730	11780
0.1249	15730	11770
0.1249	15740	11770
0.1249	15740	11770
0.125	15740	11760
0.125	15750	11760
0.125	15750	11760
0.125	15750	11760
0.125	15750	11760
0.125	15750	11760
0.125	15750	11760
0.125	15750	11750
0.125	15750	11750
0.125	15750	11750
0.125	15750	11750
0.125	15750	11750
0.125	15750	11750
0.1251	15750	11750
0.1251	15760	11740
0.1251	15760	11740
0.1251	15760	11740
0.1251	15760	11740
0.1251	15760	11730
0.1251	15760	11730
0.1251	15770	11730
0.1252	15770	11730
0.1252	15770	11730
0.1252	15770	11720
0.1252	15770	11720
0.1252	15770	11720
0.1252	15780	11720
0.1252	15780	11710
0.1252	15780	11710
0.1253	15780	11710
0.1253	15780	11710
0.1253	15780	11700
0.1253	15780	11700
0.1253	15790	11700
0.1253	15790	11700
0.1253	15790	11700
0.1253	15790	11690
0.1254	15790	11690
0.1254	15790	11690
0.1254	15800	11690
0.1254	15800	11680
0.1254	15800	11680
0.1254	15800	11680
0.1254	15800	11680
0.1254	15800	11670
0.1255	15810	11670
0.1255	15810	11670
0.1255	15810	11670
0.1255	15810	11670
0.1255	15810	11660
0.1255	15810	11660
0.1255	15820	11660
0.1256	15820	11660
0.1256	15820	11650
0.1256	15820	11650
0.1256	15820	11650
0.1256	15820	11650
0.1256	15820	11640
0.1256	15830	11640
0.1256	15830	11640
0.1257	15830	11640
0.1257	15830	11630
0.1257	15830	11630
0.1257	15830	11630
0.1257	15840	11630
0.1257	15840	11630
0.1257	15840	11620
0.1258	15840	11620
0.1258	15840	11620
0.1258	15840	11620
0.1258	15850	11610
0.1258	15850	11610
0.1258	15850	11610
0.1259	15850	11610
0.1259	15850	11600
0.1259	15850	11600
0.1259	15860	11600
0.1259	15860	11600
0.1259	15860	11590
0.1259	15860	11590
0.126	15860	11590
0.126	15860	11590
0.126	15870	11580
0.126	15870	11580
0.126	15870	11580
0.126	15870	11580
0.1261	15870	11570
0.1261	15870	11570
0.1261	15880	11570
0.1261	15880	11570
0.1261	15880	11560
0.1261	15880	11560
0.1262	15880	11560
0.1262	15890	11560
0.1262	15890	11550
0.1262	15890	11550
0.1262	15890	11550
0.1262	15890	11550
0.1263	15890	11540
0.1263	15900	11540
0.1263	15900	11540
0.1263	15900	11540
0.1263	15900	11530
0.1264	15900	11530
0.1264	15910	11530
0.1264	15910	11530
0.1264	15910	11520
0.1264	15910	11520
0.1265	15910	11520
0.1265	15920	11510
0.1265	15920	11510
0.1265	15920	11510
0.1266	15920	11510
0.1266	15920	11500
0.1266	15930	11500
0.1266	15930	11500
0.1267	15930	11490
0.1267	15930	11490
0.1267	15940	11490
0.1267	15940	11480
0.1268	15940	11480
0.1268	15940	11480
0.1268	15950	11470
0.1269	15950	11470
0.1269	15950	11470
0.1269	15960	11460
0.1269	15960	11460
0.127	15960	11460
0.127	15960	11450
0.127	15970	11450
0.1271	15970	11450
0.1271	15970	11450
0.1271	15970	11440
0.1271	15970	11440
0.1272	15980	11440
0.1272	15980	11440
0.1272	15980	11430
0.1272	15980	11430
0.1273	15980	11430
0.1273	15990	11430
0.1273	15990	11420
0.1273	15990	11420
0.1274	15990	11420
0.1274	15990	11420
0.1274	16000	11420
0.1274	16000	11420
0.1274	16000	11410
0.1275	16000	11410
0.1275	16000	11410
0.1275	16000	11410
0.1275	16010	11410
0.1275	16010	11410
0.1276	16010	11400
0.1276	16010	11400
0.1276	16010	11400
0.1276	16010	11400
0.1276	16010	11400
0.1277	16020	11400
0.1277	16020	11400
0.1277	16020	11390
0.1277	16020	11390
0.1277	16020	11390
0.1278	16020	11390
0.1278	16020	11390
0.1278	16030	11390
0.1278	16030	11390
0.1278	16030	11390
0.1279	16030	11390
0.1279	16030	11380
0.1279	16030	11380
0.1279	16030	11380
0.1279	16040	11380
0.1279	16040	11380
0.128	16040	11380
0.128	16040	11380
0.128	16040	11380
0.128	16040	11380
0.128	16040	11370
0.1281	16040	11370
0.1281	16050	11370
0.1281	16050	11370
0.1281	16050	11370
0.1281	16050	11370
0.1281	16050	11370
0.1282	16050	11370
0.1282	16050	11370
0.1282	16050	11370
0.1282	16060	11370
0.1282	16060	11370
0.1283	16060	11360
0.1283	16060	11360
0.1283	16060	11360
0.1283	16060	11360
0.1283	16060	11360
0.1283	16060	11360
0.1284	16060	11360
0.1284	16070	11360
0.1284	16070	11360
0.1284	16070	11360
0.1284	16070	11360
0.1285	16070	11360
0.1285	16070	11360
0.1285	16070	11360
0.1285	16070	11360
0.1285	16080	11350
0.1285	16080	11350
0.1286	16080	11350
0.1286	16080	11350
0.1286	16080	11350
0.1286	16080	11350
0.1286	16080	11350
0.1286	16080	11350
0.1287	16080	11350
0.1287	16080	11350
0.1287	16090	11350
0.1287	16090	11350
0.1287	16090	11350
0.1288	16090	11350
0.1288	16090	11350
0.1288	16090	11350
0.1288	16090	11350
0.1288	16090	11350
0.1288	16090	11350
0.1289	16100	11350
0.1289	16100	11340
0.1289	16100	11340
0.1289	16100	11340
0.1289	16100	11340
0.1289	16100	11340
0.129	16100	11340
0.129	16100	11340
0.129	16100	11340
0.129	16100	11340
0.129	16110	11340
0.1291	16110	11340
0.1291	16110	11340
0.1291	16110	11340
0.1291	16110	11340
0.1291	16110	11340
0.1291	16110	11340
0.1292	16110	11340
0.1292	16110	11340
0.1292	16110	11340
0.1292	16120	11340
0.1292	16120	11340
0.1293	16120	11340
0.1293	16120	11340
0.1293	16120	11340
0.1293	16120	11340
0.1293	16120	11340
0.1293	16120	11340
0.1294	16120	11340
0.1294	16120	11340
0.1294	16130	11340
0.1294	16130	11340
0.1294	16130	11340
0.1295	16130	11340
0.1295	16130	11340
0.1295	16130	11340
0.1295	16130	11340
0.1295	16130	11340
0.1295	16130	11340
0.1296	16130	11340
0.1296	16140	11340
0.1296	16140	11340
0.1296	16140	11340
0.1296	16140	11340
0.1297	16140	11340
0.1297	16140	11340
0.1297	16140	11340
0.1297	16140	11340
0.1297	16140	11340
0.1298	16140	11340
0.1298	16140	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1298	16150	11340
0.1299	16150	11340
0.1299	16150	11340
0.1299	16150	11340
0.1299	16150	11340
0.13	16150	11340
0.13	16160	11340
0.13	16160	11340
0.1301	16160	11340
0.1301	16160	11340
0.1302	16160	11340
0.1302	16160	11340
0.1302	16170	11340
0.1303	16170	11340
0.1303	16170	11340
0.1304	16170	11340
0.1304	16170	11340
0.1304	16180	11340
0.1305	16180	11340
0.1305	16180	11340
0.1306	16180	11340
0.1306	16180	11340
0.1306	16180	11340
0.1307	16190	11340
0.1307	16190	11340
0.1308	16190	11340
0.1308	16190	11340
0.1309	16190	11340
0.1309	16190	11340
0.1309	16200	11340
0.131	16200	11340
0.131	16200	11340
0.1311	16200	11340
0.1311	16200	11340
0.1312	16200	11340
0.1312	16210	11340
0.1312	16210	11340
0.1313	16210	11340
0.1313	16210	11340
0.1314	16210	11340
0.1314	16210	11340
0.1315	16220	11340
0.1315	16220	11340
0.1316	16220	11340
0.1316	16220	11340
0.1316	16220	11340
0.1317	16220	11340
0.1317	16230	11340
0.1318	16230	11340
0.1318	16230	11340
0.1319	16230	11340
0.1319	16230	11340
0.132	16230	11340
0.132	16230	11340
0.1321	16240	11340
0.1321	16240	11340
0.1322	16240	11340
0.1322	16240	11340
0.1322	16240	11340
0.1323	16240	11340
0.1323	16250	11340
0.1324	16250	11340
0.1324	16250	11340
0.1325	16250	11340
0.1325	16250	11340
0.1326	16250	11340
0.1326	16250	11340
0.1327	16260	11340
0.1327	16260	11340
0.1328	16260	11340
0.1328	16260	11340
0.1329	16260	11340
0.1329	16260	11340
0.133	16260	11340
0.133	16270	11340
0.1331	16270	11340
0.1331	16270	11340
0.1332	16270	11340
0.1332	16270	11340
0.1333	16270	11340
0.1333	16270	11340
0.1334	16270	11340
0.1334	16280	11340
0.1335	16280	11340
0.1335	16280	11340
0.1336	16280	11340
0.1337	16280	11340
0.1337	16280	11340
0.1338	16280	11340
0.1338	16290	11340
0.1339	16290	11340
0.1339	16290	11340
0.134	16290	11340
0.134	16290	11340
0.1341	16290	11340
0.1341	16290	11340
0.1342	16290	11340
0.1343	16300	11340
0.1343	16300	11340
0.1344	16300	11340
0.1344	16300	11340
0.1345	16300	11340
0.1345	16300	11340
0.1346	16300	11340
0.1347	16300	11340
0.1347	16310	11340
0.1348	16310	11340
0.1348	16310	11340
0.1349	16310	11340
0.1349	16310	11340
0.135	16310	11340
0.1351	16310	11340
0.1351	16310	11340
0.1352	16310	11340
0.1352	16320	11340
0.1353	16320	11340
0.1354	16320	11340
0.1354	16320	11340
0.1355	16320	11340
0.1355	16320	11340
0.1356	16320	11340
0.1357	16320	11340
0.1357	16320	11340
0.1358	16330	11340
0.1359	16330	11340
0.1359	16330	11340
0.136	16330	11340
0.1361	16330	11340
0.1361	16330	11340
0.1362	16330	11340
0.1362	16330	11340
0.1363	16330	11340
0.1364	16340	11340
0.1364	16340	11340
0.1365	16340	11340
0.1366	16340	11340
0.1366	16340	11340
0.1367	16340	11340
0.1368	16340	11340
0.1368	16340	11340
0.1369	16340	11340
0.137	16340	11340
0.137	16350	11340
0.1371	16350	11340
0.1372	16350	11340
0.1373	16350	11340
0.1373	16350	11340
0.1374	16350	11340
0.1375	16350	11340
0.1375	16350	11340
0.1376	16350	11340
0.1377	16350	11340
0.1378	16350	11340
0.1378	16360	11340
0.1379	16360	11340
0.138	16360	11340
0.138	16360	11340
0.1381	16360	11340
0.1382	16360	11340
0.1383	16360	11340
0.1383	16360	11340
0.1384	16360	11340
0.1385	16360	11340
0.1386	16360	11340
0.1387	16370	11340
0.1387	16370	11340
0.1388	16370	11340
0.1389	16370	11340
0.139	16370	11340
0.139	16370	11340
0.1391	16370	11340
0.1392	16370	11340
0.1393	16370	11340
0.1394	16370	11340
0.1394	16370	11340
0.1395	16370	11340
0.1396	16370	11340
0.1397	16380	11340
0.1398	16380	11340
0.1399	16380	11340
0.1399	16380	11340
0.14	16380	11340
0.1401	16380	11340
0.1402	16380	11340
0.1403	16380	11340
0.1404	16380	11340
0.1405	16380	11340
0.1405	16380	11340
0.1406	16380	11340
0.1407	16380	11340
0.1408	16380	11340
0.1409	16390	11340
0.141	16390	11340
0.1411	16390	11340
0.1412	16390	11340
0.1413	16390	11340
0.1414	16390	11340
0.1414	16390	11340
0.1415	16390	11340
0.1416	16390	11340
0.1417	16390	11340
0.1418	16390	11340
0.1419	16390	11340
0.142	16390	11340
0.1421	16390	11340
0.1422	16390	11340
0.1423	16400	11340
0.1424	16400	11340
0.1425	16400	11340
0.1426	16400	11340
0.1427	16400	11340
0.1428	16400	11340
0.1429	16400	11340
0.143	16400	11340
0.1431	16400	11340
0.1432	16400	11340
0.1433	16400	11340
0.1434	16400	11340
0.1435	16400	11340
0.1436	16400	11340
0.1437	16400	11340
0.1438	16400	11340
0.1439	16400	11340
0.144	16400	11340
0.1441	16400	11340
0.1442	16400	11340
0.1443	16400	11340
0.1444	16410	11340
0.1445	16410	11340
0.1446	16410	11340
0.1447	16410	11340
0.1448	16410	11340
0.1449	16410	11340
0.145	16410	11340
0.1451	16410	11340
0.1452	16410	11340
0.1453	16410	11340
0.1454	16410	11340
0.1455	16410	11340
0.1456	16410	11340
0.1457	16410	11340
0.1458	16410	11340
0.1459	16410	11340
0.146	16410	11340
0.1461	16410	11340
0.1462	16410	11340
0.1463	16410	11340
0.1464	16410	11340
0.1465	16410	11340
0.1466	16410	11340
0.1467	16410	11340
0.1468	16410	11340
0.1469	16410	11340
0.147	16410	11340
0.1471	16410	11340
0.1472	16410	11340
0.1473	16410	11340
0.1474	16410	11340
0.1475	16410	11340
0.1476	16410	11340
0.1477	16410	11340
0.1478	16410	11340
0.1479	16410	11340
0.148	16410	11340
0.1481	16410	11340
0.1482	16410	11340
0.1483	16410	11340
0.1484	16410	11340
0.1485	16410	11340
0.1486	16410	11340
0.1487	16410	11340
0.1488	16420	11340
0.1489	16420	11340
0.149	16420	11340
0.1491	16420	11340
0.1492	16420	11340
0.1493	16420	11340
0.1494	16420	11340
0.1495	16420	11340
0.1496	16420	11340
0.1497	16420	11340
0.1498	16420	11340
0.1499	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.15	16420	11340
0.1501	16420	11340
0.1501	16420	11340
0.1502	16420	11340
0.1502	16420	11340
0.1503	16420	11340
0.1503	16420	11340
0.1504	16420	11340
0.1504	16420	11340
0.1505	16420	11340
0.1505	16420	11340
0.1506	16420	11340
0.1506	16420	11340
0.1507	16420	11340
0.1507	16420	11340
0.1508	16420	11340
0.1508	16420	11340
0.1509	16420	11350
0.1509	16420	11350
0.151	16420	11350
0.151	16420	11350
0.1511	16420	11350
0.1511	16420	11350
0.1512	16420	11350
0.1513	16420	11360
0.1513	16420	11360
0.1514	16420	11360
0.1515	16420	11360
0.1515	16420	11360
0.1516	16420	11370
0.1516	16420	11370
0.1517	16420	11370
0.1518	16420	11380
0.1519	16420	11380
0.1519	16420	11380
0.152	16420	11390
0.1521	16420	11390
0.1522	16420	11400
0.1523	16420	11400
0.1524	16420	11410
0.1525	16420	11420
0.1526	16420	11420
0.1527	16420	11430
0.1528	16420	11440
0.1529	16420	11440
0.1529	16420	11450
0.153	16420	11450
0.1531	16420	11460
0.1531	16420	11460
0.1532	16420	11470
0.1533	16420	11470
0.1533	16420	11480
0.1534	16420	11480
0.1534	16420	11490
0.1535	16420	11490
0.1535	16420	11500
0.1536	16420	11500
0.1536	16420	11510
0.1537	16420	11510
0.1538	16420	11520
0.1538	16420	11520
0.1539	16420	11530
0.1539	16420	11530
0.154	16420	11540
0.154	16420	11540
0.154	16420	11550
0.1541	16420	11550
0.1541	16420	11560
0.1542	16420	11560
0.1542	16420	11570
0.1543	16420	11570
0.1543	16420	11580
0.1544	16420	11580
0.1544	16420	11590
0.1545	16420	11590
0.1545	16420	11600
0.1545	16420	11600
0.1546	16420	11610
0.1546	16420	11610
0.1547	16420	11620
0.1547	16420	11620
0.1548	16420	11630
0.1548	16420	11630
0.1548	16420	11640
0.1549	16420	11650
0.1549	16420	11650
0.155	16420	11660
0.155	16420	11660
0.155	16420	11670
0.1551	16420	11670
0.1551	16420	11680
0.1552	16420	11680
0.1552	16420	11690
0.1552	16420	11690
0.1553	16420	11700
0.1553	16420	11700
0.1554	16420	11710
0.1554	16420	11710
0.1554	16420	11720
0.1555	16420	11720
0.1555	16420	11730
0.1556	16420	11740
0.1556	16420	11740
0.1556	16420	11750
0.1557	16420	11750
0.1557	16420	11760
