t`s`float	v(vcol1)`V`float	v(vcol2)`V`float	v(vcol3)`V`float	v(vrow1)`V`float	v(vrow2)`V`float	v(vrow3)`V`float	par(abs(i(vsrc9))`Params`float	par(abs(i(vsrc8))`Params`float	par(abs(i(vsrc7))`Params`float	par(abs(i(vsrc6))`Params`float	par(abs(i(vsrc5))`Params`float	par(abs(i(vsrc4))`Params`float	par(abs(i(vsrc3))`Params`float	par(abs(i(vsrc2))`Params`float	par(abs(i(vsrc1))`Params`float
6.18616	0.345048	0.862619	0.345048	0.517572	0	0.517572	0	0.001	0	0	0	0	0	0.001	0
6.18716	0.345478	0.863694	0.345478	0.518217	0	0.518217	0	0.001	0	0	0	0	0	0.001	0
6.18816	0.345908	0.864769	0.345908	0.518862	0	0.518862	0	0.001	0	0	0	0	0	0.001	0
6.18916	0.346338	0.865844	0.346338	0.519507	0	0.519507	0	0.001	0	0	0	0	0	0.001	0
6.19016	0.346768	0.866919	0.346768	0.520152	0	0.520152	0	0.001	0	0	0	0	0	0.001	0
6.19116	0.347198	0.867994	0.347198	0.520797	0	0.520797	0	0.001	0	0	0	0	0	0.001	0
6.19216	0.347628	0.869069	0.347628	0.521442	0	0.521442	0	0.001	0	0	0	0	0	0.001	0
6.19316	0.348058	0.870144	0.348058	0.522087	0	0.522087	0	0.001	0	0	0	0	0	0.001	0
6.19416	0.348488	0.871219	0.348488	0.522732	0	0.522732	0	0.001	0	0	0	0	0	0.001	0
6.19516	0.348918	0.872294	0.348918	0.523377	0	0.523377	0	0.001	0	0	0	0	0	0.001	0
6.19616	0.349348	0.873369	0.349348	0.524022	0	0.524022	0	0.001	0	0	0	0	0	0.001	0
6.19716	0.349778	0.874444	0.349778	0.524667	0	0.524667	0	0.001	0	0	0	0	0	0.001	0
6.19816	0.350208	0.875519	0.350208	0.525312	0	0.525312	0	0.001	0	0	0	0	0	0.001	0
6.19916	0.350638	0.876594	0.350638	0.525957	0	0.525957	0	0.001	0	0	0	0	0	0.001	0
6.20016	0.351068	0.877669	0.351068	0.526602	0	0.526602	0	0.001	0	0	0	0	0	0.001	0
6.20116	0.351498	0.878744	0.351498	0.527247	0	0.527247	0	0.001	0	0	0	0	0	0.001	0
6.20216	0.351928	0.879819	0.351928	0.527892	0	0.527892	0	0.001	0	0	0	0	0	0.001	0
6.20316	0.352358	0.880894	0.352358	0.528537	0	0.528537	0	0.001	0	0	0	0	0	0.001	0
6.20416	0.352788	0.881969	0.352788	0.529182	0	0.529182	0	0.001	0	0	0	0	0	0.001	0
6.20516	0.353218	0.883044	0.353218	0.529827	0	0.529827	0	0.001	0	0	0	0	0	0.001	0
6.20616	0.353648	0.884119	0.353648	0.530472	0	0.530472	0	0.001	0	0	0	0	0	0.001	0
6.20716	0.354078	0.885194	0.354078	0.531117	0	0.531117	0	0.001	0	0	0	0	0	0.001	0
6.20816	0.354508	0.886269	0.354508	0.531762	0	0.531762	0	0.001	0	0	0	0	0	0.001	0
6.20916	0.354938	0.887344	0.354938	0.532407	0	0.532407	0	0.001	0	0	0	0	0	0.001	0
6.21016	0.355368	0.888419	0.355368	0.533052	0	0.533052	0	0.001	0	0	0	0	0	0.001	0
6.21116	0.355798	0.889494	0.355798	0.533697	0	0.533697	0	0.001	0	0	0	0	0	0.001	0
6.21216	0.356228	0.890569	0.356228	0.534342	0	0.534342	0	0.001	0	0	0	0	0	0.001	0
6.21316	0.356658	0.891644	0.356658	0.534987	0	0.534987	0	0.001	0	0	0	0	0	0.001	0
6.21416	0.357088	0.892719	0.357088	0.535632	0	0.535632	0	0.001	0	0	0	0	0	0.001	0
6.21516	0.357518	0.893794	0.357518	0.536277	0	0.536277	0	0.001	0	0	0	0	0	0.001	0
6.21616	0.357948	0.894869	0.357948	0.536922	0	0.536922	0	0.001	0	0	0	0	0	0.001	0
6.21716	0.358378	0.895944	0.358378	0.537567	0	0.537567	0	0.001	0	0	0	0	0	0.001	0
6.21816	0.358808	0.897019	0.358808	0.538212	0	0.538212	0	0.001	0	0	0	0	0	0.001	0
6.21916	0.359238	0.898094	0.359238	0.538857	0	0.538857	0	0.001	0	0	0	0	0	0.001	0
6.22016	0.359668	0.899169	0.359668	0.539502	0	0.539502	0	0.001	0	0	0	0	0	0.001	0
6.22116	0.360098	0.900244	0.360098	0.540147	0	0.540147	0	0.001	0	0	0	0	0	0.001	0
6.22216	0.360528	0.901319	0.360528	0.540792	0	0.540792	0	0.001	0	0	0	0	0	0.001	0
6.22316	0.360958	0.902394	0.360958	0.541437	0	0.541437	0	0.001	0	0	0	0	0	0.001	0
6.22416	0.361388	0.903469	0.361388	0.542082	0	0.542082	0	0.001	0	0	0	0	0	0.001	0
6.22516	0.361818	0.904544	0.361818	0.542727	0	0.542727	0	0.001	0	0	0	0	0	0.001	0
6.22616	0.362248	0.905619	0.362248	0.543372	0	0.543372	0	0.001	0	0	0	0	0	0.001	0
6.22716	0.362678	0.906694	0.362678	0.544017	0	0.544017	0	0.001	0	0	0	0	0	0.001	0
6.22816	0.363108	0.907769	0.363108	0.544662	0	0.544662	0	0.001	0	0	0	0	0	0.001	0
6.22916	0.363538	0.908844	0.363538	0.545307	0	0.545307	0	0.001	0	0	0	0	0	0.001	0
6.23016	0.363968	0.909919	0.363968	0.545952	0	0.545952	0	0.001	0	0	0	0	0	0.001	0
6.23116	0.364398	0.910994	0.364398	0.546597	0	0.546597	0	0.001	0	0	0	0	0	0.001	0
6.23216	0.364828	0.912069	0.364828	0.547242	0	0.547242	0	0.001	0	0	0	0	0	0.001	0
6.23316	0.365258	0.913144	0.365258	0.547887	0	0.547887	0	0.001	0	0	0	0	0	0.001	0
6.23416	0.365688	0.914219	0.365688	0.548532	0	0.548532	0	0.001	0	0	0	0	0	0.001	0
6.23516	0.366118	0.915294	0.366118	0.549177	0	0.549177	0	0.001	0	0	0	0	0	0.001	0
6.23616	0.366548	0.916369	0.366548	0.549822	0	0.549822	0	0.001	0	0	0	0	0	0.001	0
6.23716	0.366978	0.917444	0.366978	0.550467	0	0.550467	0	0.001	0	0	0	0	0	0.001	0
6.23816	0.367408	0.918519	0.367408	0.551112	0	0.551112	0	0.001	0	0	0	0	0	0.001	0
6.23916	0.367838	0.919594	0.367838	0.551757	0	0.551757	0	0.001	0	0	0	0	0	0.001	0
6.24016	0.368268	0.920669	0.368268	0.552402	0	0.552402	0	0.001	0	0	0	0	0	0.001	0
6.24116	0.368698	0.921744	0.368698	0.553047	0	0.553047	0	0.001	0	0	0	0	0	0.001	0
6.24216	0.369128	0.922819	0.369128	0.553692	0	0.553692	0	0.001	0	0	0	0	0	0.001	0
6.24316	0.369558	0.923894	0.369558	0.554337	0	0.554337	0	0.001	0	0	0	0	0	0.001	0
6.24416	0.369988	0.924969	0.369988	0.554982	0	0.554982	0	0.001	0	0	0	0	0	0.001	0
6.24516	0.370418	0.926044	0.370418	0.555627	0	0.555627	0	0.001	0	0	0	0	0	0.001	0
6.24616	0.370848	0.927119	0.370848	0.556272	0	0.556272	0	0.001	0	0	0	0	0	0.001	0
6.24716	0.371278	0.928194	0.371278	0.556917	0	0.556917	0	0.001	0	0	0	0	0	0.001	0
6.24816	0.371708	0.929269	0.371708	0.557562	0	0.557562	0	0.001	0	0	0	0	0	0.001	0
6.24916	0.372138	0.930344	0.372138	0.558207	0	0.558207	0	0.001	0	0	0	0	0	0.001	0
6.25016	0.372568	0.931419	0.372568	0.558852	0	0.558852	0	0.001	0	0	0	0	0	0.001	0
6.25116	0.372998	0.932494	0.372998	0.559497	0	0.559497	0	0.001	0	0	0	0	0	0.001	0
6.25216	0.373428	0.933569	0.373428	0.560142	0	0.560142	0	0.001	0	0	0	0	0	0.001	0
6.25316	0.373858	0.934644	0.373858	0.560787	0	0.560787	0	0.001	0	0	0	0	0	0.001	0
6.25416	0.374288	0.935719	0.374288	0.561432	0	0.561432	0	0.001	0	0	0	0	0	0.001	0
6.25516	0.374718	0.936794	0.374718	0.562077	0	0.562077	0	0.001	0	0	0	0	0	0.001	0
6.25616	0.375148	0.937869	0.375148	0.562722	0	0.562722	0	0.001	0	0	0	0	0	0.001	0
6.25716	0.375578	0.938944	0.375578	0.563367	0	0.563367	0	0.001	0	0	0	0	0	0.001	0
6.25816	0.376008	0.940019	0.376008	0.564012	0	0.564012	0	0.001	0	0	0	0	0	0.001	0
6.25916	0.376438	0.941094	0.376438	0.564657	0	0.564657	0	0.001	0	0	0	0	0	0.001	0
6.26016	0.376868	0.942169	0.376868	0.565302	0	0.565302	0	0.001	0	0	0	0	0	0.001	0
6.26116	0.377298	0.943244	0.377298	0.565947	0	0.565947	0	0.001	0	0	0	0	0	0.001	0
6.26216	0.377728	0.944319	0.377728	0.566592	0	0.566592	0	0.001	0	0	0	0	0	0.001	0
6.26316	0.378158	0.945394	0.378158	0.567237	0	0.567237	0	0.001	0	0	0	0	0	0.001	0
6.26416	0.378588	0.946469	0.378588	0.567882	0	0.567882	0	0.001	0	0	0	0	0	0.001	0
6.26516	0.379018	0.947544	0.379018	0.568527	0	0.568527	0	0.001	0	0	0	0	0	0.001	0
6.26616	0.379448	0.948619	0.379448	0.569172	0	0.569172	0	0.001	0	0	0	0	0	0.001	0
6.26716	0.379878	0.949694	0.379878	0.569817	0	0.569817	0	0.001	0	0	0	0	0	0.001	0
6.26816	0.380308	0.950769	0.380308	0.570462	0	0.570462	0	0.001	0	0	0	0	0	0.001	0
6.26916	0.380738	0.951844	0.380738	0.571107	0	0.571107	0	0.001	0	0	0	0	0	0.001	0
6.27016	0.381168	0.952919	0.381168	0.571752	0	0.571752	0	0.001	0	0	0	0	0	0.001	0
6.27116	0.381598	0.953994	0.381598	0.572397	0	0.572397	0	0.001	0	0	0	0	0	0.001	0
6.27216	0.382028	0.955069	0.382028	0.573042	0	0.573042	0	0.001	0	0	0	0	0	0.001	0
6.27316	0.382458	0.956144	0.382458	0.573687	0	0.573687	0	0.001	0	0	0	0	0	0.001	0
6.27416	0.382888	0.957219	0.382888	0.574332	0	0.574332	0	0.001	0	0	0	0	0	0.001	0
6.27516	0.383318	0.958294	0.383318	0.574977	0	0.574977	0	0.001	0	0	0	0	0	0.001	0
6.27616	0.383748	0.959369	0.383748	0.575622	0	0.575622	0	0.001	0	0	0	0	0	0.001	0
6.27716	0.384178	0.960444	0.384178	0.576267	0	0.576267	0	0.001	0	0	0	0	0	0.001	0
6.27816	0.384608	0.961519	0.384608	0.576912	0	0.576912	0	0.001	0	0	0	0	0	0.001	0
6.27916	0.385038	0.962594	0.385038	0.577557	0	0.577557	0	0.001	0	0	0	0	0	0.001	0
6.28016	0.385468	0.963669	0.385468	0.578202	0	0.578202	0	0.001	0	0	0	0	0	0.001	0
6.28116	0.385898	0.964744	0.385898	0.578847	0	0.578847	0	0.001	0	0	0	0	0	0.001	0
6.28216	0.386328	0.965819	0.386328	0.579492	0	0.579492	0	0.001	0	0	0	0	0	0.001	0
6.28316	0.386758	0.966894	0.386758	0.580137	0	0.580137	0	0.001	0	0	0	0	0	0.001	0
6.28416	0.387188	0.967969	0.387188	0.580782	0	0.580782	0	0.001	0	0	0	0	0	0.001	0
6.28516	0.387618	0.969044	0.387618	0.581427	0	0.581427	0	0.001	0	0	0	0	0	0.001	0
6.28616	0.388048	0.970119	0.388048	0.582072	0	0.582072	0	0.001	0	0	0	0	0	0.001	0
6.28716	0.388478	0.971194	0.388478	0.582717	0	0.582717	0	0.001	0	0	0	0	0	0.001	0
6.28816	0.388908	0.972269	0.388908	0.583362	0	0.583362	0	0.001	0	0	0	0	0	0.001	0
6.28916	0.389338	0.973344	0.389338	0.584007	0	0.584007	0	0.001	0	0	0	0	0	0.001	0
6.29016	0.389768	0.974419	0.389768	0.584652	0	0.584652	0	0.001	0	0	0	0	0	0.001	0
6.29116	0.390198	0.975494	0.390198	0.585297	0	0.585297	0	0.001	0	0	0	0	0	0.001	0
6.29216	0.390628	0.976569	0.390628	0.585942	0	0.585942	0	0.001	0	0	0	0	0	0.001	0
6.29316	0.391058	0.977644	0.391058	0.586587	0	0.586587	0	0.001	0	0	0	0	0	0.001	0
6.29416	0.391488	0.978719	0.391488	0.587232	0	0.587232	0	0.001	0	0	0	0	0	0.001	0
6.29516	0.391918	0.979794	0.391918	0.587877	0	0.587877	0	0.001	0	0	0	0	0	0.001	0
6.29616	0.392348	0.980869	0.392348	0.588522	0	0.588522	0	0.001	0	0	0	0	0	0.001	0
6.29716	0.392778	0.981944	0.392778	0.589167	0	0.589167	0	0.001	0	0	0	0	0	0.001	0
6.29816	0.393208	0.983019	0.393208	0.589812	0	0.589812	0	0.001	0	0	0	0	0	0.001	0
6.29916	0.393638	0.984094	0.393638	0.590457	0	0.590457	0	0.001	0	0	0	0	0	0.001	0
6.30016	0.394068	0.985169	0.394068	0.591102	0	0.591102	0	0.001	0	0	0	0	0	0.001	0
6.30116	0.394498	0.986244	0.394498	0.591747	0	0.591747	0	0.001	0	0	0	0	0	0.001	0
6.30216	0.394928	0.987319	0.394928	0.592392	0	0.592392	0	0.001	0	0	0	0	0	0.001	0
6.30316	0.395358	0.988394	0.395358	0.593037	0	0.593037	0	0.001	0	0	0	0	0	0.001	0
6.30416	0.395788	0.989469	0.395788	0.593682	0	0.593682	0	0.001	0	0	0	0	0	0.001	0
6.30516	0.396218	0.990544	0.396218	0.594327	0	0.594327	0	0.001	0	0	0	0	0	0.001	0
6.30616	0.396648	0.991619	0.396648	0.594972	0	0.594972	0	0.001	0	0	0	0	0	0.001	0
6.30716	0.397078	0.992694	0.397078	0.595617	0	0.595617	0	0.001	0	0	0	0	0	0.001	0
6.30816	0.397508	0.993769	0.397508	0.596262	0	0.596262	0	0.001	0	0	0	0	0	0.001	0
6.30916	0.397938	0.994844	0.397938	0.596907	0	0.596907	0	0.001	0	0	0	0	0	0.001	0
6.31016	0.398368	0.995919	0.398368	0.597552	0	0.597552	0	0.001	0	0	0	0	0	0.001	0
6.31116	0.398798	0.996994	0.398798	0.598197	0	0.598197	0	0.001	0	0	0	0	0	0.001	0
6.31216	0.399228	0.998069	0.399228	0.598842	0	0.598842	0	0.001	0	0	0	0	0	0.001	0
6.31316	0.399658	0.999144	0.399658	0.599487	0	0.599487	0	0.001	0	0	0	0	0	0.001	0
6.31416	0.400088	1.00022	0.400088	0.600132	0	0.600132	0	0.001	0	0	0	0	0	0.001	0
6.31516	0.400518	1.00129	0.400518	0.600777	0	0.600777	0	0.001	0	0	0	0	0	0.001	0
6.31616	0.400948	1.00237	0.400948	0.601422	0	0.601422	0	0.001	0	0	0	0	0	0.001	0
6.31716	0.401378	1.00344	0.401378	0.602067	0	0.602067	0	0.001	0	0	0	0	0	0.001	0
6.31816	0.401808	1.00452	0.401808	0.602712	0	0.602712	0	0.001	0	0	0	0	0	0.001	0
6.31916	0.402238	1.00559	0.402238	0.603357	0	0.603357	0	0.001	0	0	0	0	0	0.001	0
6.32016	0.402668	1.00667	0.402668	0.604002	0	0.604002	0	0.001	0	0	0	0	0	0.001	0
6.32116	0.403098	1.00774	0.403098	0.604647	0	0.604647	0	0.001	0	0	0	0	0	0.001	0
6.32216	0.403528	1.00882	0.403528	0.605292	0	0.605292	0	0.001	0	0	0	0	0	0.001	0
6.32316	0.403958	1.00989	0.403958	0.605937	0	0.605937	0	0.001	0	0	0	0	0	0.001	0
6.32416	0.404388	1.01097	0.404388	0.606582	0	0.606582	0	0.001	0	0	0	0	0	0.001	0
6.32516	0.404818	1.01204	0.404818	0.607227	0	0.607227	0	0.001	0	0	0	0	0	0.001	0
6.32616	0.405248	1.01312	0.405248	0.607872	0	0.607872	0	0.001	0	0	0	0	0	0.001	0
6.32716	0.405678	1.01419	0.405678	0.608517	0	0.608517	0	0.001	0	0	0	0	0	0.001	0
6.32816	0.406108	1.01527	0.406108	0.609162	0	0.609162	0	0.001	0	0	0	0	0	0.001	0
6.32916	0.406538	1.01634	0.406538	0.609807	0	0.609807	0	0.001	0	0	0	0	0	0.001	0
6.33016	0.406968	1.01742	0.406968	0.610452	0	0.610452	0	0.001	0	0	0	0	0	0.001	0
6.33116	0.407398	1.01849	0.407398	0.611097	0	0.611097	0	0.001	0	0	0	0	0	0.001	0
6.33216	0.407828	1.01957	0.407828	0.611742	0	0.611742	0	0.001	0	0	0	0	0	0.001	0
6.33316	0.408258	1.02064	0.408258	0.612387	0	0.612387	0	0.001	0	0	0	0	0	0.001	0
6.33416	0.408688	1.02172	0.408688	0.613032	0	0.613032	0	0.001	0	0	0	0	0	0.001	0
6.33516	0.409118	1.02279	0.409118	0.613677	0	0.613677	0	0.001	0	0	0	0	0	0.001	0
6.33616	0.409548	1.02387	0.409548	0.614322	0	0.614322	0	0.001	0	0	0	0	0	0.001	0
6.33716	0.409978	1.02494	0.409978	0.614967	0	0.614967	0	0.001	0	0	0	0	0	0.001	0
6.33816	0.410408	1.02602	0.410408	0.615612	0	0.615612	0	0.001	0	0	0	0	0	0.001	0
6.33916	0.410838	1.02709	0.410838	0.616257	0	0.616257	0	0.001	0	0	0	0	0	0.001	0
6.34016	0.411268	1.02817	0.411268	0.616902	0	0.616902	0	0.001	0	0	0	0	0	0.001	0
6.34116	0.411698	1.02924	0.411698	0.617547	0	0.617547	0	0.001	0	0	0	0	0	0.001	0
6.34216	0.412128	1.03032	0.412128	0.618192	0	0.618192	0	0.001	0	0	0	0	0	0.001	0
6.34316	0.412558	1.03139	0.412558	0.618837	0	0.618837	0	0.001	0	0	0	0	0	0.001	0
6.34416	0.412988	1.03247	0.412988	0.619482	0	0.619482	0	0.001	0	0	0	0	0	0.001	0
6.34516	0.413418	1.03354	0.413418	0.620127	0	0.620127	0	0.001	0	0	0	0	0	0.001	0
6.34616	0.413848	1.03462	0.413848	0.620772	0	0.620772	0	0.001	0	0	0	0	0	0.001	0
6.34716	0.414278	1.03569	0.414278	0.621417	0	0.621417	0	0.001	0	0	0	0	0	0.001	0
6.34816	0.414708	1.03677	0.414708	0.622062	0	0.622062	0	0.001	0	0	0	0	0	0.001	0
6.34916	0.415138	1.03784	0.415138	0.622707	0	0.622707	0	0.001	0	0	0	0	0	0.001	0
6.35016	0.415568	1.03892	0.415568	0.623352	0	0.623352	0	0.001	0	0	0	0	0	0.001	0
6.35116	0.415998	1.03999	0.415998	0.623997	0	0.623997	0	0.001	0	0	0	0	0	0.001	0
6.35216	0.416428	1.04107	0.416428	0.624642	0	0.624642	0	0.001	0	0	0	0	0	0.001	0
6.35316	0.416858	1.04214	0.416858	0.625287	0	0.625287	0	0.001	0	0	0	0	0	0.001	0
6.35416	0.417288	1.04322	0.417288	0.625932	0	0.625932	0	0.001	0	0	0	0	0	0.001	0
6.35516	0.417718	1.04429	0.417718	0.626577	0	0.626577	0	0.001	0	0	0	0	0	0.001	0
6.35616	0.418148	1.04537	0.418148	0.627222	0	0.627222	0	0.001	0	0	0	0	0	0.001	0
6.35716	0.418578	1.04644	0.418578	0.627867	0	0.627867	0	0.001	0	0	0	0	0	0.001	0
6.35816	0.419008	1.04752	0.419008	0.628512	0	0.628512	0	0.001	0	0	0	0	0	0.001	0
6.35916	0.419438	1.04859	0.419438	0.629157	0	0.629157	0	0.001	0	0	0	0	0	0.001	0
6.36016	0.419868	1.04967	0.419868	0.629802	0	0.629802	0	0.001	0	0	0	0	0	0.001	0
6.36116	0.420298	1.05074	0.420298	0.630447	0	0.630447	0	0.001	0	0	0	0	0	0.001	0
6.36216	0.420728	1.05182	0.420728	0.631092	0	0.631092	0	0.001	0	0	0	0	0	0.001	0
6.36316	0.421158	1.05289	0.421158	0.631737	0	0.631737	0	0.001	0	0	0	0	0	0.001	0
6.36416	0.421588	1.05397	0.421588	0.632382	0	0.632382	0	0.001	0	0	0	0	0	0.001	0
6.36516	0.422018	1.05504	0.422018	0.633027	0	0.633027	0	0.001	0	0	0	0	0	0.001	0
6.36616	0.422448	1.05612	0.422448	0.633672	0	0.633672	0	0.001	0	0	0	0	0	0.001	0
6.36716	0.422878	1.05719	0.422878	0.634317	0	0.634317	0	0.001	0	0	0	0	0	0.001	0
6.36816	0.423308	1.05827	0.423308	0.634962	0	0.634962	0	0.001	0	0	0	0	0	0.001	0
6.36916	0.423738	1.05934	0.423738	0.635607	0	0.635607	0	0.001	0	0	0	0	0	0.001	0
6.37016	0.424168	1.06042	0.424168	0.636252	0	0.636252	0	0.001	0	0	0	0	0	0.001	0
6.37116	0.424598	1.06149	0.424598	0.636897	0	0.636897	0	0.001	0	0	0	0	0	0.001	0
6.37216	0.425028	1.06257	0.425028	0.637542	0	0.637542	0	0.001	0	0	0	0	0	0.001	0
6.37316	0.425458	1.06364	0.425458	0.638187	0	0.638187	0	0.001	0	0	0	0	0	0.001	0
6.37416	0.425888	1.06472	0.425888	0.638832	0	0.638832	0	0.001	0	0	0	0	0	0.001	0
6.37516	0.426318	1.06579	0.426318	0.639477	0	0.639477	0	0.001	0	0	0	0	0	0.001	0
6.37616	0.426748	1.06687	0.426748	0.640122	0	0.640122	0	0.001	0	0	0	0	0	0.001	0
6.37716	0.427178	1.06794	0.427178	0.640767	0	0.640767	0	0.001	0	0	0	0	0	0.001	0
6.37816	0.427608	1.06902	0.427608	0.641412	0	0.641412	0	0.001	0	0	0	0	0	0.001	0
6.37916	0.428038	1.07009	0.428038	0.642057	0	0.642057	0	0.001	0	0	0	0	0	0.001	0
6.38016	0.428468	1.07117	0.428468	0.642702	0	0.642702	0	0.001	0	0	0	0	0	0.001	0
6.38116	0.428898	1.07224	0.428898	0.643347	0	0.643347	0	0.001	0	0	0	0	0	0.001	0
6.38216	0.429328	1.07332	0.429328	0.643992	0	0.643992	0	0.001	0	0	0	0	0	0.001	0
6.38316	0.429758	1.07439	0.429758	0.644637	0	0.644637	0	0.001	0	0	0	0	0	0.001	0
6.38416	0.430188	1.07547	0.430188	0.645282	0	0.645282	0	0.001	0	0	0	0	0	0.001	0
6.38516	0.430618	1.07654	0.430618	0.645927	0	0.645927	0	0.001	0	0	0	0	0	0.001	0
6.38616	0.431048	1.07762	0.431048	0.646572	0	0.646572	0	0.001	0	0	0	0	0	0.001	0
6.38716	0.431478	1.07869	0.431478	0.647217	0	0.647217	0	0.001	0	0	0	0	0	0.001	0
6.38816	0.431908	1.07977	0.431908	0.647862	0	0.647862	0	0.001	0	0	0	0	0	0.001	0
6.38916	0.432338	1.08084	0.432338	0.648507	0	0.648507	0	0.001	0	0	0	0	0	0.001	0
6.39016	0.432768	1.08192	0.432768	0.649152	0	0.649152	0	0.001	0	0	0	0	0	0.001	0
6.39116	0.433198	1.08299	0.433198	0.649797	0	0.649797	0	0.001	0	0	0	0	0	0.001	0
6.39216	0.433628	1.08407	0.433628	0.650442	0	0.650442	0	0.001	0	0	0	0	0	0.001	0
6.39316	0.434058	1.08514	0.434058	0.651087	0	0.651087	0	0.001	0	0	0	0	0	0.001	0
6.39416	0.434488	1.08622	0.434488	0.651732	0	0.651732	0	0.001	0	0	0	0	0	0.001	0
6.39516	0.434918	1.08729	0.434918	0.652377	0	0.652377	0	0.001	0	0	0	0	0	0.001	0
6.39616	0.435348	1.08837	0.435348	0.653022	0	0.653022	0	0.001	0	0	0	0	0	0.001	0
6.39716	0.435778	1.08944	0.435778	0.653667	0	0.653667	0	0.001	0	0	0	0	0	0.001	0
6.39816	0.436208	1.09052	0.436208	0.654312	0	0.654312	0	0.001	0	0	0	0	0	0.001	0
6.39916	0.436638	1.09159	0.436638	0.654957	0	0.654957	0	0.001	0	0	0	0	0	0.001	0
6.40016	0.437068	1.09267	0.437068	0.655602	0	0.655602	0	0.001	0	0	0	0	0	0.001	0
6.40116	0.437498	1.09374	0.437498	0.656247	0	0.656247	0	0.001	0	0	0	0	0	0.001	0
6.40216	0.437928	1.09482	0.437928	0.656892	0	0.656892	0	0.001	0	0	0	0	0	0.001	0
6.40316	0.438358	1.09589	0.438358	0.657537	0	0.657537	0	0.001	0	0	0	0	0	0.001	0
6.40416	0.438788	1.09697	0.438788	0.658182	0	0.658182	0	0.001	0	0	0	0	0	0.001	0
6.40516	0.439218	1.09804	0.439218	0.658827	0	0.658827	0	0.001	0	0	0	0	0	0.001	0
6.40616	0.439648	1.09912	0.439648	0.659472	0	0.659472	0	0.001	0	0	0	0	0	0.001	0
6.40716	0.440078	1.10019	0.440078	0.660117	0	0.660117	0	0.001	0	0	0	0	0	0.001	0
6.40816	0.440508	1.10127	0.440508	0.660762	0	0.660762	0	0.001	0	0	0	0	0	0.001	0
6.40916	0.440938	1.10234	0.440938	0.661407	0	0.661407	0	0.001	0	0	0	0	0	0.001	0
6.41016	0.441368	1.10342	0.441368	0.662052	0	0.662052	0	0.001	0	0	0	0	0	0.001	0
6.41116	0.441798	1.10449	0.441798	0.662697	0	0.662697	0	0.001	0	0	0	0	0	0.001	0
6.41216	0.442228	1.10557	0.442228	0.663342	0	0.663342	0	0.001	0	0	0	0	0	0.001	0
6.41316	0.442658	1.10664	0.442658	0.663987	0	0.663987	0	0.001	0	0	0	0	0	0.001	0
6.41416	0.443088	1.10772	0.443088	0.664632	0	0.664632	0	0.001	0	0	0	0	0	0.001	0
6.41516	0.443518	1.10879	0.443518	0.665277	0	0.665277	0	0.001	0	0	0	0	0	0.001	0
6.41616	0.443948	1.10987	0.443948	0.665922	0	0.665922	0	0.001	0	0	0	0	0	0.001	0
6.41716	0.444378	1.11094	0.444378	0.666567	0	0.666567	0	0.001	0	0	0	0	0	0.001	0
6.41816	0.444808	1.11202	0.444808	0.667212	0	0.667212	0	0.001	0	0	0	0	0	0.001	0
6.41916	0.445238	1.11309	0.445238	0.667857	0	0.667857	0	0.001	0	0	0	0	0	0.001	0
6.42016	0.445668	1.11417	0.445668	0.668502	0	0.668502	0	0.001	0	0	0	0	0	0.001	0
6.42116	0.446098	1.11524	0.446098	0.669147	0	0.669147	0	0.001	0	0	0	0	0	0.001	0
6.42216	0.446528	1.11632	0.446528	0.669792	0	0.669792	0	0.001	0	0	0	0	0	0.001	0
6.42316	0.446958	1.11739	0.446958	0.670437	0	0.670437	0	0.001	0	0	0	0	0	0.001	0
6.42416	0.447388	1.11847	0.447388	0.671082	0	0.671082	0	0.001	0	0	0	0	0	0.001	0
6.42516	0.447818	1.11954	0.447818	0.671727	0	0.671727	0	0.001	0	0	0	0	0	0.001	0
6.42616	0.448248	1.12062	0.448248	0.672372	0	0.672372	0	0.001	0	0	0	0	0	0.001	0
6.42716	0.448678	1.12169	0.448678	0.673017	0	0.673017	0	0.001	0	0	0	0	0	0.001	0
6.42816	0.449108	1.12277	0.449108	0.673662	0	0.673662	0	0.001	0	0	0	0	0	0.001	0
6.42916	0.449538	1.12384	0.449538	0.674307	0	0.674307	0	0.001	0	0	0	0	0	0.001	0
6.43016	0.449968	1.12492	0.449968	0.674952	0	0.674952	0	0.001	0	0	0	0	0	0.001	0
6.43116	0.450398	1.12599	0.450398	0.675597	0	0.675597	0	0.001	0	0	0	0	0	0.001	0
6.43216	0.450828	1.12707	0.450828	0.676242	0	0.676242	0	0.001	0	0	0	0	0	0.001	0
6.43316	0.451258	1.12814	0.451258	0.676887	0	0.676887	0	0.001	0	0	0	0	0	0.001	0
6.43416	0.451688	1.12922	0.451688	0.677532	0	0.677532	0	0.001	0	0	0	0	0	0.001	0
6.43516	0.452118	1.13029	0.452118	0.678177	0	0.678177	0	0.001	0	0	0	0	0	0.001	0
6.43616	0.452548	1.13137	0.452548	0.678822	0	0.678822	0	0.001	0	0	0	0	0	0.001	0
6.43716	0.452978	1.13244	0.452978	0.679467	0	0.679467	0	0.001	0	0	0	0	0	0.001	0
6.43816	0.453408	1.13352	0.453408	0.680112	0	0.680112	0	0.001	0	0	0	0	0	0.001	0
6.43916	0.453838	1.13459	0.453838	0.680757	0	0.680757	0	0.001	0	0	0	0	0	0.001	0
