
SetupTitle, DualSET
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, R1, absIrow, R2
TestParameter, Function.User.Unit, ohm, A, ohm
TestParameter, Function.User.Definition, abs((Vrow-Vgate)/Irow), abs(Irow), abs(Vgate/Irow)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vrow
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 1.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absIrow, Vgate
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, -0.1
TestParameter, Output.Graph.YAxis.Top, 1, 0.1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, Vrow, Vcol, R1, R2, Vgate, Irow
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/21/2019 16:57:05
MetaData, TestRecord.TestTarget, 1,2
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, Device seem to be broken?
MetaData, TestRecord.LinkKey, 966d5c71-850d-4080-b535-44f593ea4ab0
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vrow
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absIrow, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, V
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-06, 0.0003
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 500000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 500000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 500000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 500000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 500000
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU4:MP, Name=Vrow, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=1.4 V, Step=14 mV, No. of Steps=101, Compliance=3 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:MP, Name=Vcol, Source Mode=V, Source=0 V, Compliance=100 mA	[CONSTANTS] Unit=SMU1:MP, Name=Igate, Source Mode=I, Source=100 fA, Compliance=10 V
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0.5	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vrow, Vcol, R1, R2, Vgate, Irow
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, ohm, ohm, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, DualSET
Dimension1, 101, 101, 101, 101, 101, 101, 101
Dimension2, 1, 1, 1, 1, 1, 1, 1
DataName, Vrow, Vcol, Irow, Vgate, R1, absIrow, R2
DataValue, 0, 0, 9.5689999999999989E-07, 0.00023999999999999998, 250.80990699132616, 9.5689999999999989E-07, 250.80990699132616
DataValue, 0.014, 0, 3.4722000000000004E-05, 0.00784, 177.40913541846666, 3.4722000000000004E-05, 225.79344507804848
DataValue, 0.028, 0, 6.8900000000000008E-05, 0.0156, 179.97097242380261, 6.8900000000000008E-05, 226.41509433962261
DataValue, 0.042, 0, 0.00010348200000000001, 0.02336, 180.12794495661083, 0.00010348200000000001, 225.73974217738348
DataValue, 0.056, 0, 0.00013792, 0.03112, 180.39443155452437, 0.00013792, 225.63805104408351
DataValue, 0.07, 0, 0.00017244000000000002, 0.038919999999999996, 180.23660403618655, 0.00017244000000000002, 225.70169334261186
DataValue, 0.084, 0, 0.00020682, 0.046759999999999996, 180.05995551687462, 0.00020682, 226.09032008509814
DataValue, 0.098, 0, 0.00024114, 0.05452, 180.31019324873518, 0.00024114, 226.09272621713527
DataValue, 0.112, 0, 0.00027572, 0.062279999999999995, 180.32786885245903, 0.00027572, 225.88132888437542
DataValue, 0.126, 0, 0.0003102, 0.07008, 180.27079303675046, 0.0003102, 225.91876208897486
DataValue, 0.14, 0, 0.00034456000000000005, 0.077839999999999993, 180.40399349895523, 0.00034456000000000005, 225.91130717436727
DataValue, 0.154, 0, 0.00037890000000000005, 0.0856, 180.52256532066508, 0.00037890000000000005, 225.91712852995508
DataValue, 0.168, 0, 0.0004134, 0.0934, 180.45476536042577, 0.0004134, 225.93130140299951
DataValue, 0.182, 0, 0.00044802000000000004, 0.1012, 180.34909155841254, 0.00044802000000000004, 225.882773090487
DataValue, 0.196, 0, 0.00048258000000000003, 0.109, 180.28098968046749, 0.00048258000000000003, 225.86928592150522
DataValue, 0.21000000000000002, 0, 0.00051706000000000007, 0.11675999999999999, 180.32723475031915, 0.00051706000000000007, 225.81518585850768
DataValue, 0.224, 0, 0.00055152, 0.12464, 180.15665796344649, 0.00055152, 225.99361763852625
DataValue, 0.23800000000000002, 0, 0.00058592000000000008, 0.1324, 180.22938285090118, 0.00058592000000000008, 225.96941561987981
DataValue, 0.252, 0, 0.00062044, 0.14024, 180.13023015924182, 0.00062044, 226.03313777319323
DataValue, 0.266, 0, 0.0006549, 0.148, 180.1801801801802, 0.0006549, 225.98870056497174
DataValue, 0.28, 0, 0.00068940000000000006, 0.15584, 180.09863649550334, 0.00068940000000000006, 226.0516391064694
DataValue, 0.29400000000000004, 0, 0.00072402, 0.16363999999999998, 180.05027485428587, 0.00072402, 226.01585591558242
DataValue, 0.308, 0, 0.00075892000000000006, 0.17152, 179.834501660254, 0.00075892000000000006, 226.00537606071785
DataValue, 0.322, 0, 0.00079346000000000006, 0.17928, 179.87044085398131, 0.00079346000000000006, 225.94711768709195
DataValue, 0.336, 0, 0.00082786, 0.18703999999999998, 179.93380523276886, 0.00082786, 225.93192085618338
DataValue, 0.35000000000000003, 0, 0.00086250000000000009, 0.19491999999999998, 179.80289855072468, 0.00086250000000000009, 225.99420289855067
DataValue, 0.364, 0, 0.00089708000000000008, 0.2026, 179.9170642529094, 0.00089708000000000008, 225.84384893209077
DataValue, 0.378, 0, 0.00093176, 0.21036, 179.91757534128962, 0.00093176, 225.76629174894822
DataValue, 0.392, 0, 0.00096642000000000006, 0.21828, 179.75621365451875, 0.00096642000000000006, 225.86453094927671
DataValue, 0.406, 0, 0.00100116, 0.22612, 179.67158096607938, 0.00100116, 225.85800471453112
DataValue, 0.42000000000000004, 0, 0.00103502, 0.23384, 179.86125871963833, 0.00103502, 225.92800139127746
DataValue, 0.434, 0, 0.0010696800000000002, 0.24164, 179.82948171415748, 0.0010696800000000002, 225.89933438037539
DataValue, 0.448, 0, 0.00110476, 0.24967999999999999, 179.51410261052178, 0.00110476, 226.00383793765161
DataValue, 0.462, 0, 0.00113886, 0.25739999999999996, 179.65333754807443, 0.00113886, 226.01548917338388
DataValue, 0.47600000000000003, 0, 0.0011734, 0.26511999999999997, 179.71706153059492, 0.0011734, 225.94170785750808
DataValue, 0.49000000000000005, 0, 0.0012076, 0.27332, 179.43027492547202, 0.0012076, 226.33322292149717
DataValue, 0.504, 0, 0.001242, 0.2812, 179.38808373590982, 0.001242, 226.40901771336553
DataValue, 0.518, 0, 0.0012772, 0.28924, 179.11055433761354, 0.0012772, 226.46414030692139
DataValue, 0.532, 0, 0.0013116, 0.29712, 179.07898749618789, 0.0013116, 226.53247941445562
DataValue, 0.546, 0, 0.0013454, 0.30507999999999996, 179.06942173331356, 0.0013454, 226.75784153411621
DataValue, 0.56, 0, 0.001382, 0.31276, 178.90014471780035, 0.001382, 226.30969609261939
DataValue, 0.57400000000000007, 0, 0.0014158, 0.32067999999999997, 178.92357677638091, 0.0014158, 226.50091820878652
DataValue, 0.58800000000000008, 0, 0.0014496, 0.3288, 178.80794701986761, 0.0014496, 226.82119205298011
DataValue, 0.602, 0, 0.0014854, 0.33664, 178.6454826982631, 0.0014854, 226.63255688703379
DataValue, 0.616, 0, 0.0015186, 0.34431999999999996, 178.90161991307787, 0.0015186, 226.73515079678649
DataValue, 0.63, 0, 0.0015524, 0.35256, 178.71682556042259, 0.0015524, 227.10641587219789
DataValue, 0.644, 0, 0.0015866, 0.36044, 178.72179503340479, 0.0015866, 227.17761250472708
DataValue, 0.658, 0, 0.0016204000000000001, 0.36816, 178.86941495926934, 0.0016204000000000001, 227.20315971365093
DataValue, 0.672, 0, 0.0016536, 0.3762, 178.88243831640062, 0.0016536, 227.50362844702465
DataValue, 0.686, 0, 0.0016894, 0.384, 178.7616905410205, 0.0016894, 227.29963300580087
DataValue, 0.70000000000000007, 0, 0.0017238, 0.39168, 178.86065668871106, 0.0017238, 227.2189349112426
DataValue, 0.71400000000000008, 0, 0.0017604, 0.3992, 178.82299477391507, 0.0017604, 226.76664394455804
DataValue, 0.728, 0, 0.0017942000000000001, 0.40703999999999996, 178.88752647419463, 0.0017942000000000001, 226.86434065321589
DataValue, 0.742, 0, 0.001827, 0.41524, 178.85057471264366, 0.001827, 227.27969348659002
DataValue, 0.756, 0, 0.001862, 0.42316, 178.75402792696028, 0.001862, 227.2610096670247
DataValue, 0.77, 0, 0.001892, 0.43091999999999997, 179.21775898520087, 0.001892, 227.75898520084564
DataValue, 0.784, 0, 0.0019294, 0.43972, 178.43889292007881, 0.0019294, 227.90504820151344
DataValue, 0.798, 0, 0.0019678, 0.44732, 178.20916759833318, 0.0019678, 227.31984957820916
DataValue, 0.812, 0, 0.001999, 0.45524, 178.4692346173087, 0.001999, 227.73386693346674
DataValue, 0.82600000000000007, 0, 0.0020324, 0.4632, 178.50816768352689, 0.0020324, 227.90789214721511
DataValue, 0.84000000000000008, 0, 0.0020698, 0.47152, 178.02686249879218, 0.0020698, 227.809450188424
DataValue, 0.85400000000000009, 0, 0.0021128, 0.48063999999999996, 176.71336614918596, 0.0021128, 227.48958727754635
DataValue, 0.868, 0, 0.0021466000000000002, 0.48704, 177.47135004192677, 0.0021466000000000002, 226.88903382092607
DataValue, 0.882, 0, 0.002187, 0.49588, 176.55235482395975, 0.002187, 226.73982624599907
DataValue, 0.896, 0, 0.002218, 0.50312, 177.13255184851218, 0.002218, 226.83498647430119
DataValue, 0.91, 0, 0.0022498, 0.51068, 177.49133256289449, 0.0022498, 226.98906569472842
DataValue, 0.924, 0, 0.0022744, 0.51847999999999994, 178.29757298628212, 0.0022744, 227.96341892367212
DataValue, 0.93800000000000006, 0, 0.0023094, 0.5252, 178.74772668225515, 0.0023094, 227.41837706763661
DataValue, 0.95200000000000007, 0, 0.0023444, 0.533, 178.72376727520904, 0.0023444, 227.35028152192461
DataValue, 0.96600000000000008, 0, 0.002382, 0.54084, 178.48866498740557, 0.002382, 227.0528967254408
DataValue, 0.98000000000000009, 0, 0.0024076, 0.54792, 179.46502741319159, 0.0024076, 227.57933211496922
DataValue, 0.994, 0, 0.0024382, 0.55428, 180.34615700106636, 0.0024382, 227.33163809367565
DataValue, 1.008, 0, 0.002473, 0.56048, 180.96239385361909, 0.002473, 226.63970885564092
DataValue, 1.022, 0, 0.0025092, 0.5698, 180.2168021680217, 0.0025092, 227.08432966682605
DataValue, 1.036, 0, 0.0025394000000000003, 0.57596, 181.16090415058673, 0.0025394000000000003, 226.80948255493422
DataValue, 1.05, 0, 0.0025682, 0.58236, 182.08862238143448, 0.0025682, 226.75804065103964
DataValue, 1.064, 0, 0.0026192, 0.59168, 180.32987171655472, 0.0026192, 225.90103848503361
DataValue, 1.078, 0, 0.0026422, 0.60032, 180.78873665884495, 0.0026422, 227.2046022254182
DataValue, 1.092, 0, 0.0026818000000000002, 0.60515999999999992, 181.53479006637338, 0.0026818000000000002, 225.65441121634717
DataValue, 1.106, 0, 0.0026946, 0.60956, 184.23513694054779, 0.0026946, 226.21539375046388
DataValue, 1.12, 0, 0.0027152, 0.61188, 187.13906894519744, 0.0027152, 225.35356511490866
